day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s
2026-09-08,M5,360ONE,SELL,NORMAL SELL,280,09:45,585,1112.4,,BREAKOUT,1,0,,0.543,-2.155,CAPMKTS,,,,,,,MIXED/chop,79.0,,0.15,,OPEN
2026-09-08,M5,ABB,BUY,BUY-EX7,106,10:20,620,7422.0,,BREAKOUT,1,0,,0.543,-0.161,CAPGOODS,,,,,,,MIXED/chop,-72.0,,-0.16,,OPEN
2026-09-08,M5,ABCAPITAL,SELL,SELL-EX3,203,09:35,575,397.85,,BREAKOUT,1,0,,0.543,-1.339,FIN,,,,,,,MIXED/chop,-72.0,,-0.18,,100% trail 12:15
2026-09-08,M5,AMBER,SELL,SELL-EX8,208,09:35,575,7292.0,,BREAKOUT,1,0,,0.543,-1.976,CDUR,,,,,,,MIXED/chop,-21.0,,-0.03,,OPEN
2026-09-08,M5,APLAPOLLO,SELL,NORMAL SELL,280,09:55,595,2174.6,,BREAKOUT,1,0,,0.543,-1.824,MET,,,,,,,MIXED/chop,-419.0,,-1.0,,100% SL 12:05
2026-09-08,M5,BPCL,SELL,SELL-EX1,201,09:45,585,310.0,,BREAKOUT,1,0,,0.543,-0.927,OIL,,,,,,,MIXED/chop,964.0,,1.39,,100% trail 14:30
2026-09-08,M5,BSE,SELL,SELL-EX6,206,09:40,580,3386.0,,BREAKOUT,1,0,,0.543,-1.747,CAPMKTS,,,,,,,MIXED/chop,-112.0,,-0.14,,OPEN
2026-09-08,M5,HINDALCO,BUY,BUY-EX,101,09:50,590,1020.6,,BREAKOUT,1,0,,0.543,1.451,MET,,,,,,,MIXED/chop,-437.0,,-1.0,,100% SL 12:30
2026-09-08,M5,ICICIBANK,SELL,SELL-EX3,203,09:30,570,1415.2,,BREAKOUT,1,0,,0.543,-0.862,BANK,,,,,,,MIXED/chop,491.0,,1.56,,100% trail 13:35
2026-09-08,M5,ICICIPRULI,SELL,SELL-EX3,203,09:55,595,471.15,,BREAKOUT,1,0,,0.543,0.106,INSURANCE,,,,,,,MIXED/chop,228.0,,0.31,,OPEN
2026-09-08,M5,NATIONALUM,BUY,BUY-EX,101,09:50,590,377.35,,BREAKOUT,1,0,,0.543,3.129,MET,,,,,,,MIXED/chop,-894.0,,-1.0,,100% SL 13:50
2026-09-08,M5,PAYTM,SELL,SELL-EX3,203,09:55,595,1638.6,,BREAKOUT,1,0,,0.543,-1.526,NEWAGE,,,,,,,MIXED/chop,-259.0,,-1.0,,100% SL 10:10
2026-09-08,M5,POLYCAB,BUY,BUY-EX7,106,09:55,595,8426.5,,BREAKOUT,1,0,,0.543,2.003,CAPGOODS,,,,,,,MIXED/chop,-238.0,,-0.37,,OPEN
2026-09-08,M5,POWERINDIA,SELL,SELL-EX3,203,09:30,570,30715.0,,BREAKOUT,1,0,,0.543,-3.336,CAPGOODS,,,,,,,MIXED/chop,-601.0,,-1.0,,100% SL 10:40
2026-09-08,M5,PRESTIGE,SELL,SELL-EX1,201,10:00,600,1532.4,,BREAKOUT,1,0,,0.543,-1.135,REALTY,,,,,,,MIXED/chop,-477.0,,-1.0,,100% SL 10:55
2026-09-08,M5,ZYDUSLIFE,SELL,SELL-EX1,201,09:55,595,1146.7,,BREAKOUT,1,0,,0.543,-0.882,PHA,,,,,,,MIXED/chop,-277.0,,-1.0,,100% SL 11:10
2026-09-08,M5,CROMPTON,BUY,BUY-EX7,106,10:55,655,230.86,,BREAKOUT,1,0,,0.543,-0.069,CDUR,,,,,,,MIXED/chop,303.0,,0.59,,100% trail 13:25
2026-09-08,M5,GLENMARK,BUY,BUY-EX,101,10:50,650,2474.7,,BREAKOUT,1,0,,0.543,0.93,PHA,,,,,,,MIXED/chop,-78.0,,-0.19,,OPEN
