day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s,m9_shard,cf_net,cf_r,cf_exit,mfe_r,mae_r,mfe30_r,mfe60_r,eod_pct,bear_close,day_regime
2026-07-31,M7,ADANIPORTS,BUY,BUY-EX7,106,09:40,580,1669.1,,BREAKOUT,1,0,,0.433,0.457,LOGISTICS,,,,,,,,754.0,,1.35,,100% EOD 15:20,,670,3.68,100% trail 14:35,5.5,0.78,0.23,0.23,1.31,0.476,MIXED
2026-07-31,M7,BAJAJFINSV,BUY,BUY-EX,101,09:35,575,1976.0,,BREAKOUT,1,0,,0.433,3.51,FIN,,,,,,,,1450.0,,2.21,,100% EOD 15:20,,712,0.88,100% trail 13:35,1.31,0.22,0.58,0.58,2.74,0.476,MIXED
2026-07-31,M7,BAJAJHLDNG,BUY,BUY-EX,101,09:35,575,11156.0,,BREAKOUT,1,0,,0.433,2.171,FIN,,,,,,,,760.0,,0.92,,100% EOD 15:20,,795,1.06,100% trail 12:35,1.5,0.23,0.44,0.69,1.6,0.476,MIXED
2026-07-31,M7,BLUESTARCO,BUY,BUY-EX,101,09:40,580,1714.2,,BREAKOUT,1,0,,0.433,0.599,CDUR,,,,,,,,-761.0,,-1.0,,100% SL 11:25,,-857,-1.0,100% SL 11:25,0.26,1.59,0.26,0.26,-2.11,0.476,MIXED
2026-07-31,M7,BOSCHLTD,BUY,BUY-EX,101,09:40,580,41635.0,,BREAKOUT,1,0,,0.433,0.084,AUTO,,,,,,,,-178.0,,-1.0,,100% SL 09:50,,-256,-1.0,100% SL 09:50,0.44,3.9,0.44,0.44,-1.38,0.476,MIXED
2026-07-31,M7,DALBHARAT,BUY,BUY-EX17,102,09:40,580,1805.6,,BREAKOUT,1,0,,0.433,0.423,CEMENT,,,,,,,,-127.0,,-0.26,,100% EOD 15:20,,-198,-0.26,100% EOD 15:20,0.41,0.73,0.3,0.3,-0.31,0.476,MIXED
2026-07-31,M7,HINDZINC,BUY,BUY-EX17,102,09:40,580,539.95,,BREAKOUT,1,0,,0.433,0.568,MET,,,,,,,,97.0,,0.29,,100% EOD 15:20,,24,0.22,100% EOD 15:20,0.84,0.61,0.62,0.62,-0.13,0.476,MIXED
2026-07-31,M7,INDUSINDBK,SELL,SELL-EX1,201,09:35,575,1005.4,,BREAKOUT,1,0,,0.433,-0.534,BANK,,,,,,,,-534.0,,-1.0,,100% SL 14:55,,-322,-0.4,100% EOD 15:20,0.71,0.89,0.54,0.54,-0.56,0.476,MIXED
2026-07-31,M7,INOXWIND,BUY,BUY-EX4,103,09:40,580,76.06,,BREAKOUT,1,0,,0.433,1.319,GREEN,,,,,,,,1419.0,,2.62,,100% EOD 15:20,,1345,2.62,100% EOD 15:20,2.84,0.73,0.39,0.77,2.92,0.476,MIXED
2026-07-31,M7,IRFC,SELL,SELL-EX8,208,09:35,575,88.5,,BREAKOUT,1,0,,0.433,-0.45,RAILWAYS,,,,,,,,-478.0,,-1.0,,100% SL 10:10,,-765,-1.0,100% SL 10:50,0.06,1.15,0.06,0.06,-0.68,0.476,MIXED
2026-07-31,M7,JINDALSTEL,BUY,BUY-EX17,102,09:40,580,1109.2,,BREAKOUT,1,0,,0.433,1.343,MET,,,,,,,,-320.0,,-0.56,,100% EOD 15:20,,-397,-0.46,100% EOD 15:20,0.3,0.54,0.3,0.3,-0.65,0.476,MIXED
2026-07-31,M7,LODHA,BUY,BUY-EX17,102,09:40,580,1294.9,,BREAKOUT,1,0,,0.433,0.532,REALTY,,,,,,,,-872.0,,-1.0,,100% SL 13:05,,-935,-1.0,100% SL 13:05,0.07,1.78,0.07,0.07,-3.99,0.476,MIXED
2026-07-31,M7,LTF,BUY,BUY-EX,101,09:35,575,313.75,,BREAKOUT,1,0,,0.433,2.533,FIN,,,,,,,,-454.0,,-0.51,,100% EOD 15:20,,-451,-0.44,100% EOD 15:20,0.04,0.56,0.04,0.04,-0.88,0.476,MIXED
2026-07-31,M7,MANAPPURAM,BUY,BUY-EX7,106,09:35,575,372.1,,PULLBACK,1,0,,0.433,1.169,FIN,,,,,,,,-268.0,,-1.0,,100% SL 10:15,,-145,-0.09,100% trail 14:15,1.01,0.84,0.68,0.68,-0.05,0.476,MIXED
2026-07-31,M7,NBCC,BUY,BUY-EX,101,09:40,580,94.84,,PULLBACK,1,0,,0.433,1.163,PSE,,,,,,,,-74.0,,-0.36,,100% EOD 15:20,,-136,-0.1,100% EOD 15:20,0.61,0.25,0.28,0.28,-0.09,0.476,MIXED
2026-07-31,M7,OFSS,BUY,BUY-EX9,108,09:40,580,11158.0,,BREAKOUT,1,0,,0.433,0.027,IT,,,,,,,,156.0,,0.19,,100% EOD 15:20,,107,0.19,100% EOD 15:20,0.4,0.3,0.06,0.33,0.38,0.476,MIXED
2026-07-31,M7,PNBHOUSING,BUY,BUY-EX17,102,09:40,580,1043.1,,BREAKOUT,1,0,,0.433,0.978,FIN,,,,,,,,202.0,,0.28,,100% EOD 15:20,,130,0.28,100% EOD 15:20,1.07,0.72,0.43,0.43,0.23,0.476,MIXED
2026-07-31,M7,POWERGRID,SELL,SELL-EX1,201,09:35,575,285.15,,BREAKOUT,1,0,,0.433,-0.07,ENE,,,,,,,,140.0,,0.46,,100% EOD 15:20,,67,0.35,100% EOD 15:20,0.93,0.11,0.41,0.56,0.33,0.476,MIXED
2026-07-31,M7,UNOMINDA,BUY,BUY-EX,101,09:35,575,1184.4,,BREAKOUT,1,0,,0.433,1.058,AUTO,,,,,,,,-185.0,,-0.26,,100% EOD 15:20,,-258,-0.26,100% EOD 15:20,0.21,0.43,0.21,0.21,-0.37,0.476,MIXED
2026-07-31,M7,VOLTAS,BUY,BUY-EX,101,09:40,580,1350.0,,BREAKOUT,1,0,,0.433,0.897,CDUR,,,,,,,,-691.0,,-1.0,,100% SL 13:55,,-800,-1.0,100% SL 13:55,0.2,1.45,0.2,0.2,-2.07,0.476,MIXED
2026-07-31,M7,ALKEM,SELL,SELL-EX1,201,09:45,585,5791.5,,BREAKOUT,1,0,,0.433,-0.413,PHA,,,,,,,,352.0,,1.07,,100% EOD 15:20,,284,1.07,100% EOD 15:20,1.37,0.29,0.29,1.3,0.72,0.476,MIXED
2026-07-31,M7,BHARATFORG,BUY,BUY-EX,101,09:45,585,2208.2,,BREAKOUT,1,0,,0.433,1.897,AUTO,,,,,,,,-538.0,,-1.0,,100% SL 11:40,,-623,-1.0,100% SL 11:40,0.18,1.07,0.07,0.07,-0.14,0.476,MIXED
2026-07-31,M7,GAIL,BUY,BUY-EX7,106,09:45,585,174.43,,PULLBACK,1,0,,0.433,0.449,OIL,,,,,,,,1953.0,,11.67,,100% EOD 15:20,,487,3.18,100% trail 12:15,12.35,0.63,1.22,2.97,3.77,0.476,MIXED
2026-07-31,M7,HDFCAMC,BUY,BUY-EX,101,09:45,585,2580.2,,BREAKOUT,1,0,,0.433,1.204,CAPMKTS,,,,,,,,597.0,,1.07,,100% EOD 15:20,,528,1.06,100% trail 15:15,1.63,0.5,0.06,0.06,1.31,0.476,MIXED
2026-07-31,M7,IREDA,BUY,BUY-EX7,106,09:45,585,120.2,,PULLBACK,1,0,,0.433,0.183,FIN,,,,,,,,-160.0,,-1.0,,100% SL 13:45,,-380,-1.0,100% SL 15:15,0.57,1.43,0.57,0.57,-0.63,0.476,MIXED
2026-07-31,M7,JIOFIN,BUY,BUY-EX,101,09:45,585,250.11,,BREAKOUT,1,0,,0.433,1.395,FIN,,,,,,,,1260.0,,2.0,,100% EOD 15:20,,1186,2.0,100% EOD 15:20,2.2,0.6,0.28,0.58,2.45,0.476,MIXED
2026-07-31,M7,JSWENERGY,BUY,BUY-EX,101,09:45,585,548.0,,BREAKOUT,1,0,,0.433,0.902,ENE,,,,,,,,587.0,,2.11,,100% EOD 15:20,,506,2.14,100% trail 13:10,3.01,0.65,0.65,1.78,1.3,0.476,MIXED
2026-07-31,M7,KEI,BUY,BUY-EX,101,09:45,585,4953.5,,BREAKOUT,1,0,,0.433,3.241,CAPGOODS,,,,,,,,425.0,,0.51,,100% EOD 15:20,,176,0.27,100% EOD 15:20,0.84,0.36,0.25,0.81,0.8,0.476,MIXED
2026-07-31,M7,SBICARD,BUY,BUY-EX,101,09:45,585,663.5,,BREAKOUT,1,0,,0.433,0.836,FIN,,,,,,,,-225.0,,-0.42,,100% EOD 15:20,,-298,-0.42,100% EOD 15:20,0.28,0.88,0.28,0.28,-0.53,0.476,MIXED
2026-07-31,M7,SIEMENS,BUY,BUY-EX17,102,09:45,585,3762.0,,BREAKOUT,1,0,,0.433,2.647,CAPGOODS,,,,,,,,-118.0,,-0.15,,100% EOD 15:20,,-117,-0.09,100% EOD 15:20,0.46,0.24,0.11,0.29,-0.53,0.476,MIXED
2026-07-31,M7,BANDHANBNK,BUY,BUY-EX,101,09:50,590,175.25,,BREAKOUT,1,0,,0.433,1.388,BANK,,,,,,,,-467.0,,-1.06,,100% SL 11:35,,-555,-1.06,100% SL 11:35,0.1,1.06,0.1,0.1,-0.77,0.476,MIXED
2026-07-31,M7,BIOCON,BUY,BUY-EX4,103,09:50,590,427.05,,BREAKOUT,1,0,,0.433,0.246,PHA,,,,,,,,-291.0,,-1.0,,100% SL 13:10,,-402,-1.0,100% SL 13:10,0.45,1.55,0.35,0.45,-0.25,0.476,MIXED
2026-07-31,M7,CHOLAFIN,BUY,BUY-EX,101,09:50,590,1830.9,,BREAKOUT,1,0,,0.433,3.12,FIN,,,,,,,,535.0,,0.61,,100% EOD 15:20,,291,0.38,100% EOD 15:20,0.62,0.4,0.35,0.35,0.88,0.476,MIXED
2026-07-31,M7,IDFCFIRSTB,BUY,BUY-EX,101,09:55,595,85.5,,CONTINUATION,1,0,,0.433,0.945,BANK,,,,,,,,-209.0,,-1.0,,100% SL 12:25,,-297,-1.0,100% SL 12:25,0.67,2.75,0.53,0.67,-0.77,0.476,MIXED
2026-07-31,M7,INDUSTOWER,SELL,SELL-EX8,208,09:50,590,389.85,,BREAKOUT,1,0,,0.433,-0.663,TELECOM,,,,,,,,-496.0,,-1.0,,100% SL 13:10,,196,0.43,100% trail 11:05,3.6,0.96,3.6,3.6,-0.73,0.476,MIXED
2026-07-31,M7,KAYNES,BUY,BUY-EX,101,09:50,590,3740.0,,BREAKOUT,1,0,,0.433,3.03,CAPGOODS,,,,,,,,301.0,,0.36,,100% EOD 15:20,,338,0.46,100% trail 13:30,1.01,0.28,0.65,0.88,1.2,0.476,MIXED
2026-07-31,M7,PGEL,BUY,BUY-EX,101,09:55,595,623.8,,BREAKOUT,1,0,,0.433,1.357,CDUR,,,,,,,,-770.0,,-1.0,,100% SL 14:05,,-857,-1.0,100% SL 14:05,0.38,1.64,0.38,0.38,-2.52,0.476,MIXED
2026-07-31,M7,AUBANK,BUY,BUY-EX,101,10:00,600,1043.7,,BREAKOUT,1,0,,0.433,1.036,BANK,,,,,,,,136.0,,0.36,,100% EOD 15:20,,11,0.26,100% trail 15:15,1.69,0.63,0.12,0.12,0.22,0.476,MIXED
2026-07-31,M7,FEDERALBNK,BUY,BUY-EX7,106,10:00,600,357.8,,BREAKOUT,1,0,,0.433,1.059,BANK,,,,,,,,-205.0,,-1.0,,100% SL 11:10,,156,0.53,100% EOD 15:20,0.61,0.48,0.02,0.02,0.24,0.476,MIXED
2026-07-31,M7,GRASIM,BUY,BUY-EX,101,10:00,600,3133.5,,BREAKOUT,1,0,,0.433,1.077,CEMENT,,,,,,,,-252.0,,-1.0,,100% SL 11:05,,-335,-1.0,100% SL 11:05,0.14,2.43,0.14,0.14,-1.31,0.476,MIXED
2026-07-31,M7,POLYCAB,BUY,BUY-EX7,106,10:00,600,9068.0,,CONTINUATION,1,0,,0.433,1.899,CAPGOODS,,,,,,,,188.0,,0.39,,100% EOD 15:20,,119,0.25,100% EOD 15:20,0.46,0.12,0.32,0.43,0.35,0.476,MIXED
2026-07-31,M7,SHREECEM,SELL,SELL-EX1,201,10:00,600,26145.0,,BREAKOUT,1,0,,0.433,-1.377,CEMENT,,,,,,,,10.0,,0.03,,100% EOD 15:20,,-28,0.03,100% EOD 15:20,1.79,1.24,0.21,0.21,-1.7,0.476,MIXED
2026-07-31,M7,SRF,SELL,SELL-EX1,201,10:00,600,2599.1,,BREAKOUT,1,0,,0.433,-0.303,CHEMICALS,,,,,,,,-301.0,,-1.0,,100% SL 11:15,,-395,-1.0,100% SL 11:15,0.08,2.47,0.08,0.08,-0.99,0.476,MIXED
2026-07-31,M7,TIINDIA,BUY,BUY-EX17,102,10:00,600,2773.8,,BREAKOUT,1,0,,0.433,3.039,AUTO,,,,,,,,-295.0,,-0.35,,100% EOD 15:20,,-348,-0.35,100% EOD 15:20,0.02,0.44,0.02,0.02,-0.85,0.476,MIXED
2026-07-31,M7,BDL,BUY,BUY-EX17,102,10:10,610,1263.0,,BREAKOUT,1,0,,0.433,1.283,DEF,,,,,,,,-423.0,,-1.0,,100% SL 15:05,,-509,-1.0,100% SL 15:05,0.17,1.2,0.17,0.17,-0.87,0.476,MIXED
2026-07-31,M7,COCHINSHIP,BUY,BUY-EX,101,10:10,610,1421.2,,BREAKOUT,1,0,,0.433,1.225,DEF,,,,,,,,-410.0,,-1.0,,100% SL 11:10,,-497,-1.0,100% SL 11:10,0.82,1.08,0.21,0.21,0.62,0.476,MIXED
2026-07-31,M7,CROMPTON,BUY,BUY-EX7,106,10:10,610,263.6,,BREAKOUT,1,0,,0.433,1.385,CDUR,,,,,,,,-520.0,,-1.0,,100% SL 13:05,,-777,-1.0,100% SL 13:25,0.08,1.49,0.08,0.08,-1.27,0.476,MIXED
2026-07-31,M7,HINDALCO,BUY,BUY-EX,101,10:05,605,984.75,,BREAKOUT,1,0,,0.433,1.573,MET,,,,,,,,-510.0,,-1.0,,100% SL 15:05,,-596,-1.0,100% SL 15:05,0.32,1.19,0.32,0.32,-1.04,0.476,MIXED
2026-07-31,M7,INDIGO,BUY,BUY-EX,101,10:05,605,5274.5,,BREAKOUT,1,0,,0.433,1.083,TRAVEL,,,,,,,,-189.0,,-1.0,,100% SL 10:30,,-272,-1.0,100% SL 10:30,0.36,6.51,0.36,0.36,-1.85,0.476,MIXED
2026-07-31,M7,LUPIN,SELL,SELL-EX3,203,10:10,610,2409.5,,BREAKOUT,1,0,,0.433,-0.434,PHA,,,,,,,,-288.0,,-1.0,,100% SL 11:40,,-373,-1.0,100% SL 11:40,0.38,1.5,0.12,0.38,-0.18,0.476,MIXED
2026-07-31,M7,MAXHEALTH,SELL,SELL-EX1,201,10:05,605,1120.0,,BREAKOUT,1,0,,0.433,-0.356,HOSPITALS,,,,,,,,845.0,,2.9,,100% EOD 15:20,,811,2.71,100% trail 15:05,3.82,0.32,0.61,0.85,1.66,0.476,MIXED
2026-07-31,M7,MAZDOCK,BUY,BUY-EX,101,10:05,605,2366.3,,BREAKOUT,1,0,,0.433,1.733,DEF,,,,,,,,258.0,,0.37,,100% EOD 15:20,,185,0.32,100% EOD 15:20,0.93,0.31,0.93,0.93,0.66,0.476,MIXED
2026-07-31,M7,PREMIERENE,BUY,BUY-EX7,106,10:05,605,1006.2,,BREAKOUT,1,0,,0.433,2.256,GREEN,,,,,,,,429.0,,0.49,,100% EOD 15:20,,343,0.45,100% EOD 15:20,0.83,0.31,0.17,0.17,1.16,0.476,MIXED
2026-07-31,M7,RELIANCE,BUY,BUY-EX,101,10:10,610,1300.7,,BREAKOUT,1,0,,0.433,0.876,ENE,,,,,,,,266.0,,0.98,,100% EOD 15:20,,189,0.94,100% EOD 15:20,1.22,0.64,0.04,0.04,0.33,0.476,MIXED
2026-07-31,M7,RVNL,BUY,BUY-EX12,111,10:10,610,224.08,,BREAKOUT,1,0,,0.433,0.471,RAILWAYS,,,,,,,,265.0,,0.8,,100% EOD 15:20,,109,0.59,100% trail 11:30,1.64,0.36,0.11,1.46,0.43,0.476,MIXED
2026-07-31,M7,SOLARINDS,BUY,BUY-EX,101,10:10,610,18577.0,,BREAKOUT,1,0,,0.433,2.92,DEF,,,,,,,,-344.0,,-0.66,,100% EOD 15:20,,-398,-0.66,100% EOD 15:20,0.16,0.92,0.16,0.16,-1.06,0.476,MIXED
2026-07-31,M7,ULTRACEMCO,SELL,SELL-EX8,208,10:05,605,11819.0,,BREAKOUT,1,0,,0.433,-0.262,CEMENT,,,,,,,,-254.0,,-1.0,,100% SL 10:25,,-338,-1.0,100% SL 10:25,0.32,3.0,0.32,0.32,-0.55,0.476,MIXED
2026-07-31,M7,UPL,BUY,BUY-EX17,102,10:05,605,605.6,,BREAKOUT,1,0,,0.433,0.49,CHEMICALS,,,,,,,,-119.0,,-0.37,,100% EOD 15:20,,-192,-0.37,100% EOD 15:20,0.22,0.87,0.22,0.22,-0.48,0.476,MIXED
2026-07-31,M7,VBL,SELL,SELL-EX3,203,10:10,610,445.85,,BREAKOUT,1,0,,0.433,-1.142,FMCG,,,,,,,,437.0,,1.03,,100% EOD 15:20,,364,1.03,100% EOD 15:20,1.58,0.46,0.49,0.75,1.31,0.476,MIXED
2026-07-31,M7,AUROPHARMA,SELL,NORMAL SELL,280,10:15,615,1568.3,,BREAKOUT,1,0,,0.433,-0.552,PHA,,,,,,,,-469.0,,-1.0,,100% SL 12:20,,-555,-1.0,100% SL 12:20,0.15,1.34,0.02,0.15,-0.75,0.476,MIXED
2026-07-31,M7,CONCOR,BUY,BUY-EX12,111,10:15,615,528.3,,BREAKOUT,1,0,,0.433,0.437,LOGISTICS,,,,,,,,-362.0,,-1.0,,100% SL 14:20,,-449,-1.0,100% SL 14:20,0.17,1.03,0.1,0.17,-0.72,0.476,MIXED
2026-07-31,M7,PRESTIGE,BUY,BUY-EX7,106,10:15,615,1611.1,,BREAKOUT,1,0,,0.433,1.353,REALTY,,,,,,,,121.0,,0.29,,100% EOD 15:20,,48,0.29,100% EOD 15:20,1.0,0.69,0.39,1.0,0.37,0.476,MIXED
2026-07-31,M7,ABB,BUY,BUY-EX,101,10:25,625,7481.0,,BREAKOUT,1,0,,0.433,2.62,CAPGOODS,,,,,,,,-360.0,,-1.0,,100% SL 12:00,,-439,-1.0,100% SL 12:00,0.05,4.66,0.05,0.05,-3.17,0.476,MIXED
2026-07-31,M7,BAJAJ-AUTO,BUY,BUY-EX7,106,10:25,625,11510.0,,PULLBACK,1,0,,0.433,0.568,AUTO,,,,,,,,74.0,,0.53,,100% EOD 15:20,,73,0.74,100% trail 12:00,1.53,0.54,0.37,0.67,0.08,0.476,MIXED
2026-07-31,M7,BOSCHLTD,SELL,SELL-EX1,201,10:20,620,41400.0,,BREAKOUT,1,0,,0.433,-0.481,AUTO,,,,,,,,330.0,,1.02,,100% EOD 15:20,,254,1.01,100% trail 15:00,1.48,0.45,0.2,0.46,0.82,0.476,MIXED
2026-07-31,M7,BPCL,BUY,BUY-EX4,103,10:20,620,317.3,,BREAKOUT,1,0,,0.433,0.284,OIL,,,,,,,,424.0,,0.91,,100% EOD 15:20,,130,1.12,100% trail 14:50,2.5,0.77,0.4,1.13,0.84,0.476,MIXED
2026-07-31,M7,BRITANNIA,SELL,SELL-EX1,201,10:20,620,5378.0,,BREAKOUT,1,0,,0.433,-2.749,FMCG,,,,,,,,-243.0,,-0.46,,100% EOD 15:20,,-314,-0.32,100% EOD 15:20,0.17,0.58,0.16,0.17,-0.5,0.476,MIXED
2026-07-31,M7,CIPLA,SELL,SELL-EX5,205,10:20,620,1465.4,,BREAKOUT,1,0,,0.433,0.027,PHA,,,,,,,,-251.0,,-1.0,,100% SL 11:50,,-339,-1.0,100% SL 11:50,0.42,1.81,0.42,0.42,-0.45,0.476,MIXED
2026-07-31,M7,HDFCLIFE,BUY,BUY-EX9,108,10:25,625,547.4,,BREAKOUT,1,0,,0.433,0.431,INSURANCE,,,,,,,,-260.0,,-1.0,,100% SL 12:05,,-348,-1.0,100% SL 12:05,1.22,1.17,0.45,0.51,0.64,0.476,MIXED
2026-07-31,M7,ICICIPRULI,BUY,BUY-EX7,106,10:25,625,512.2,,PULLBACK,1,0,,0.433,0.156,INSURANCE,,,,,,,,286.0,,1.65,,100% EOD 15:20,,111,0.87,100% trail 11:40,2.13,0.74,0.43,1.51,0.95,0.476,MIXED
2026-07-31,M7,MFSL,SELL,SELL-EX1,201,10:20,620,1508.0,,PULLBACK,1,0,,0.433,-0.232,INSURANCE,,,,,,,,-168.0,,-1.0,,100% SL 10:25,,167,0.67,100% trail 14:35,1.18,0.52,0.47,0.47,-0.03,0.476,MIXED
2026-07-31,M7,NAM-INDIA,BUY,BUY-EX5,104,10:25,625,1167.3,,BREAKOUT,1,0,,0.433,1.681,CAPMKTS,,,,,,,,-265.0,,-0.45,,100% EOD 15:20,,-336,-0.45,100% EOD 15:20,0.6,0.67,0.4,0.6,-0.5,0.476,MIXED
2026-07-31,M7,OBEROIRLTY,BUY,BUY-EX12,111,10:25,625,1831.1,,PULLBACK,1,0,,0.433,0.887,REALTY,,,,,,,,-188.0,,-1.0,,100% SL 11:30,,-397,-1.0,100% SL 13:40,0.1,1.12,0.1,0.1,-0.33,0.476,MIXED
2026-07-31,M7,RADICO,BUY,BUY-EX9,108,10:20,620,4369.2,,PULLBACK,1,0,,0.433,0.005,FMCG,,,,,,,,-269.0,,-1.0,,100% SL 11:40,,-605,-1.0,100% SL 15:10,0.44,1.02,0.23,0.23,-0.42,0.476,MIXED
2026-07-31,M7,SONACOMS,BUY,BUY-EX,101,10:25,625,771.0,,BREAKOUT,1,0,,0.433,0.522,AUTO,,,,,,,,-256.0,,-0.56,,100% EOD 15:20,,-328,-0.56,100% EOD 15:20,0.31,0.84,0.2,0.2,-0.3,0.476,MIXED
2026-07-31,M7,ULTRACEMCO,BUY,BUY-EX,101,10:25,625,11907.0,,BREAKOUT,1,0,,0.433,0.481,CEMENT,,,,,,,,-60.0,,-0.19,,100% EOD 15:20,,-122,-0.12,100% trail 12:50,1.29,1.12,0.52,1.29,-0.19,0.476,MIXED
2026-07-31,M7,ADANIGREEN,SELL,NORMAL SELL,280,10:30,630,1357.0,,PULLBACK,1,0,,0.433,-0.081,GREEN,,,,,,,,-175.0,,-1.0,,100% SL 11:40,,-312,-1.0,100% SL 11:40,0.64,6.38,0.48,0.64,-1.55,0.476,MIXED
2026-07-31,M7,ANGELONE,BUY,BUY-EX12,111,10:30,630,297.5,,PULLBACK,1,0,,0.433,1.953,CAPMKTS,,,,,,,,-76.0,,-0.29,,100% EOD 15:20,,113,0.61,100% trail 14:35,1.25,0.48,0.71,0.71,0.0,0.476,MIXED
2026-07-31,M7,DLF,BUY,BUY-EX4,103,10:30,630,661.0,,BREAKOUT,1,0,,0.433,0.824,REALTY,,,,,,,,-209.0,,-1.0,,100% SL 11:50,,-296,-1.0,100% SL 11:50,0.34,1.69,0.29,0.29,-0.61,0.476,MIXED
2026-07-31,M7,FORCEMOT,BUY,BUY-EX7,106,10:30,630,17837.0,,PULLBACK,1,0,,0.433,1.289,AUTO,,,,,,,,96.0,,0.48,,100% EOD 15:20,,277,1.16,100% trail 11:55,3.48,0.6,1.73,1.73,0.19,0.476,MIXED
2026-07-31,M7,LT,SELL,SELL-EX1,201,10:30,630,3932.0,,BREAKOUT,1,0,,0.433,-0.216,INFRA,,,,,,,,-246.0,,-1.0,,100% SL 12:55,,-329,-1.0,100% SL 12:55,0.43,1.27,0.2,0.43,-0.15,0.476,MIXED
2026-07-31,M7,PATANJALI,BUY,BUY-EX6,105,10:30,630,357.8,,BREAKOUT,1,0,,0.433,0.945,FMCG,,,,,,,,-343.0,,-1.0,,100% SL 14:05,,-285,-0.56,100% trail 13:10,1.13,1.85,1.13,1.13,-1.09,0.476,MIXED
2026-07-31,M7,TITAN,BUY,BUY-EX7,106,10:30,630,4859.3,,BREAKOUT,1,0,,0.433,0.318,CDUR,,,,,,,,151.0,,0.89,,100% EOD 15:20,,58,0.85,100% trail 15:00,1.57,0.84,0.31,0.31,0.53,0.476,MIXED
2026-07-31,M7,NESTLEIND,SELL,SELL-EX1,201,10:40,640,1508.8,,BREAKOUT,1,0,,0.433,-0.671,FMCG,,,,,,,,0.0,,0.0,,100% EOD 15:20,,176,0.76,100% trail 14:50,1.08,0.64,0.28,0.28,0.25,0.476,MIXED
2026-07-31,M7,VMM,SELL,SELL-EX3,203,10:40,640,107.17,,BREAKOUT,1,0,,0.433,-0.594,CONSUMPTION,,,,,,,,47.0,,0.09,,100% EOD 15:20,,-22,0.04,100% EOD 15:20,0.31,0.15,0.05,0.05,0.16,0.476,MIXED
2026-07-31,M7,OIL,BUY,BUY-EX12,111,10:45,645,457.15,,BREAKOUT,1,0,,0.433,-0.022,OIL,,,,,,,,164.0,,0.37,,100% EOD 15:20,,91,0.37,100% EOD 15:20,0.55,0.57,0.45,0.45,0.46,0.476,MIXED
2026-07-31,M7,DELHIVERY,SELL,SELL-EX2,202,10:55,655,468.2,,BREAKOUT,1,0,,0.433,-0.171,LOGISTICS,,,,,,,,-296.0,,-1.0,,100% SL 12:15,,-389,-1.0,100% trail 12:15,1.13,8.17,0.67,1.13,-2.67,0.476,MIXED
2026-07-31,M7,ETERNAL,SELL,NORMAL SELL,280,10:50,650,307.2,,BREAKOUT,1,0,,0.433,-0.967,NEWAGE,,,,,,,,705.0,,2.34,,100% EOD 15:20,,462,1.82,100% trail 14:15,2.9,0.24,0.38,0.54,1.48,0.476,MIXED
2026-07-31,M7,HEROMOTOCO,BUY,BUY-EX,101,10:55,655,5359.8,,PULLBACK,1,0,,0.433,0.633,AUTO,,,,,,,,292.0,,1.66,,100% EOD 15:20,,221,0.76,100% EOD 15:20,0.81,0.72,0.35,0.35,0.53,0.476,MIXED
2026-07-31,M7,IOC,BUY,BUY-EX4,103,10:50,650,140.16,,BREAKOUT,1,0,,0.433,0.258,OIL,,,,,,,,-114.0,,-0.24,,100% EOD 15:20,,-73,0.1,100% trail 14:30,1.29,1.1,0.44,0.44,-0.12,0.476,MIXED
2026-07-31,M7,KPITTECH,BUY,BUY-EX9,108,10:55,655,588.25,,BREAKOUT,1,0,,0.433,-0.381,IT,,,,,,,,743.0,,2.03,,100% EOD 15:20,,776,2.35,100% trail 13:25,4.41,0.58,0.1,0.95,1.49,0.476,MIXED
2026-07-31,M7,MARUTI,SELL,SELL-EX1,201,10:55,655,14140.0,,BREAKOUT,1,0,,0.433,-0.282,AUTO,,,,,,,,-324.0,,-0.66,,100% EOD 15:20,,-386,-0.66,100% EOD 15:20,0.1,0.85,0.1,0.1,-0.71,0.476,MIXED
2026-07-31,M7,MOTILALOFS,BUY,BUY-EX,101,10:55,655,859.55,,BREAKOUT,1,0,,0.433,2.706,CAPMKTS,,,,,,,,-419.0,,-1.0,,100% SL 15:00,,-506,-1.0,100% SL 15:00,0.06,1.32,0.06,0.06,-0.8,0.476,MIXED
2026-07-31,M7,PETRONET,BUY,BUY-EX7,106,10:55,655,279.65,,PULLBACK,1,0,,0.433,0.233,OIL,,,,,,,,-108.0,,-1.0,,100% SL 11:00,,-196,-1.0,100% SL 11:00,2.7,1.8,1.23,1.23,0.14,0.476,MIXED
2026-07-31,M7,TORNTPHARM,BUY,BUY-EX,101,10:55,655,5003.0,,BREAKOUT,1,0,,0.433,2.311,PHA,,,,,,,,1161.0,,2.81,,100% EOD 15:20,,803,3.24,100% trail 12:30,4.55,0.49,2.09,4.55,2.74,0.476,MIXED
2026-07-31,M7,WIPRO,BUY,BUY-EX9,108,10:55,655,183.74,,BREAKOUT,1,0,,0.433,-1.453,IT,,,,,,,,-5.0,,-0.02,,100% EOD 15:20,,158,1.29,100% trail 13:20,2.14,0.63,0.36,0.51,0.01,0.476,MIXED
