day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s,m9_shard,cf_net,cf_r,cf_exit,mfe_r,mae_r,mfe30_r,mfe60_r,eod_pct,bear_close,day_regime
2026-07-31,M5,KFINTECH,BUY,BUY-EX,101,09:30,570,952.45,163,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,1.33,CAPMKTS,,,,,,,MIXED/chop,,,,,,,-789,-0.81,100% EOD 15:20,0.2,0.92,0.2,0.2,-1.73,0.476,MIXED
2026-07-31,M5,LAURUSLABS,BUY,BUY-EX,101,09:30,570,1805.0,38,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,1.308,PHA,,,,,,,MIXED/chop,,,,,,,223,0.56,100% trail 12:15,1.06,0.21,0.98,0.98,0.55,0.476,MIXED
2026-07-31,M5,M&M,BUY,BUY-EX,101,09:30,570,3370.2,92,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,2.282,AUTO,,,,,,,MIXED/chop,,,,,,,137,0.19,100% EOD 15:20,0.68,0.21,0.15,0.15,0.65,0.476,MIXED
2026-07-31,M5,MOTHERSON,BUY,BUY-EX,101,09:30,570,149.1,177,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,1.643,AUTO,,,,,,,MIXED/chop,,,,,,,480,0.63,100% trail 13:20,1.22,0.27,0.24,0.48,1.25,0.476,MIXED
2026-07-31,M5,MUTHOOTFIN,BUY,BUY-EX,101,09:30,570,3096.9,41,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,2.887,FIN,,,,,,,MIXED/chop,,,,,,,144,0.23,100% EOD 15:20,0.58,0.42,0.06,0.06,1.02,0.476,MIXED
2026-07-31,M5,NTPC,SELL,SELL-EX8,208,09:30,570,344.35,166,,0,0,M5 gate: spurt 166 · movers N — need both,0.457,-0.145,ENE,,,,,,,MIXED/chop,,,,,,,-446,-1.0,100% SL 13:55,0.32,1.58,0.1,0.1,-0.65,0.476,MIXED
2026-07-31,M5,ONGC,SELL,SELL-EX3,203,09:30,570,238.92,55,,0,0,M5 gate: spurt 55 · movers N — need both,0.457,-0.986,OIL,,,,,,,MIXED/chop,,,,,,,-663,-1.0,100% SL 13:10,0.27,1.47,0.27,0.27,-1.41,0.476,MIXED
2026-07-31,M5,PATANJALI,SELL,ENTRY SELL,290,09:30,570,353.85,131,,0,0,"scanner-table preview (90/290) — no chart label, blocked",0.457,-0.169,FMCG,,,,,,,MIXED/chop,,,,,,,-606,-1.0,100% SL 10:30,0.19,1.85,0.18,0.18,-0.01,0.476,MIXED
2026-07-31,M5,POLICYBZR,BUY,BUY-EX,101,09:30,570,1612.5,108,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,1.161,INSURANCE,,,,,,,MIXED/chop,,,,,,,-399,-0.56,100% EOD 15:20,0.05,0.95,0.05,0.05,-0.59,0.476,MIXED
2026-07-31,M5,SUPREMEIND,BUY,BUY-EX17,102,09:30,570,3467.2,78,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,0.353,BUILDMAT,,,,,,,MIXED/chop,,,,,,,-559,-1.0,100% SL 14:35,0.38,1.1,0.24,0.24,0.31,0.476,MIXED
2026-07-31,M5,TATASTEEL,SELL,SELL-EX19,219,09:30,570,186.62,43,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,-0.198,MET,,,,,,,MIXED/chop,,,,,,,-921,-1.0,100% SL 13:15,0.1,1.67,0.1,0.1,-1.76,0.476,MIXED
2026-07-31,M5,TVSMOTOR,BUY,BUY-EX,101,09:30,570,4254.5,32,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,1.177,AUTO,,,,,,,MIXED/chop,,,,,,,417,0.79,100% trail 12:55,1.23,0.34,0.2,0.53,1.59,0.476,MIXED
2026-07-31,M5,UNITDSPR,SELL,ENTRY SELL,290,09:30,570,1514.7,140,,0,0,"scanner-table preview (90/290) — no chart label, blocked",0.457,-1.129,FMCG,,,,,,,MIXED/chop,,,,,,,-80,-0.01,100% EOD 15:20,0.2,0.74,0.12,0.12,-0.02,0.476,MIXED
2026-07-31,M5,VEDL,SELL,SELL-EX8,208,09:30,570,263.75,21,,0,0,M5 gate: spurt 21 · movers N — need both,0.457,-1.088,MET,,,,,,,MIXED/chop,,,,,,,-124,-0.07,100% EOD 15:20,0.14,0.86,0.14,0.14,-0.23,0.476,MIXED
2026-07-31,M5,ADANIPORTS,BUY,BUY-EX7,106,09:40,580,1669.1,42,,0,0,M5 gate: spurt 42 · movers N — need both,0.457,0.457,LOGISTICS,,,,,,,MIXED/chop,,,,,,,670,3.68,100% trail 14:35,5.5,0.78,0.23,0.23,1.31,0.476,MIXED
2026-07-31,M5,ASTRAL,SELL,ENTRY SELL,290,09:40,580,1454.8,107,,0,0,"scanner-table preview (90/290) — no chart label, blocked",0.457,-1.101,BUILDMAT,,,,,,,MIXED/chop,,,,,,,193,0.45,100% EOD 15:20,0.62,0.4,0.13,0.21,0.33,0.476,MIXED
2026-07-31,M5,BAJAJFINSV,BUY,BUY-EX,101,09:35,575,1976.0,8,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,3.51,FIN,,,,,,,MIXED/chop,,,,,,,712,0.88,100% trail 13:35,1.31,0.22,0.58,0.58,2.74,0.476,MIXED
2026-07-31,M5,BAJAJHLDNG,BUY,BUY-EX,101,09:35,575,11156.0,206,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,2.171,FIN,,,,,,,MIXED/chop,,,,,,,795,1.06,100% trail 12:35,1.5,0.23,0.44,0.69,1.6,0.476,MIXED
2026-07-31,M5,BLUESTARCO,BUY,BUY-EX,101,09:40,580,1717.0,106,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,0.763,CDUR,,,,,,,MIXED/chop,,,,,,,-938,-1.0,100% SL 11:25,0.14,1.53,0.14,0.14,-2.27,0.476,MIXED
2026-07-31,M5,BOSCHLTD,BUY,BUY-EX,101,09:40,580,41635.0,98,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,0.084,AUTO,,,,,,,MIXED/chop,,,,,,,-256,-1.0,100% SL 09:50,0.44,3.9,0.44,0.44,-1.38,0.476,MIXED
2026-07-31,M5,BPCL,SELL,ENTRY SELL,290,09:35,575,315.25,140,,0,0,"scanner-table preview (90/290) — no chart label, blocked",0.457,-0.363,OIL,,,,,,,MIXED/chop,,,,,,,-288,-1.0,100% SL 10:10,0.67,4.06,0.67,0.67,-1.49,0.476,MIXED
2026-07-31,M5,DALBHARAT,BUY,BUY-EX17,102,09:40,580,1805.6,177,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,0.423,CEMENT,,,,,,,MIXED/chop,,,,,,,-198,-0.26,100% EOD 15:20,0.41,0.73,0.3,0.3,-0.31,0.476,MIXED
2026-07-31,M5,DLF,BUY,BUY-EX7,106,09:40,580,660.15,103,,0,0,M5 gate: spurt 103 · movers N — need both,0.457,0.694,REALTY,,,,,,,MIXED/chop,,,,,,,-226,-0.51,100% EOD 15:20,0.45,0.96,0.21,0.36,-0.48,0.476,MIXED
2026-07-31,M5,HDFCLIFE,SELL,ENTRY SELL,290,09:35,575,544.9,62,,0,0,"scanner-table preview (90/290) — no chart label, blocked",0.457,-0.028,INSURANCE,,,,,,,MIXED/chop,,,,,,,-444,-1.0,100% SL 11:15,0.22,1.53,0.15,0.15,-1.1,0.476,MIXED
2026-07-31,M5,HINDZINC,BUY,BUY-EX17,102,09:40,580,539.95,154,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,0.568,MET,,,,,,,MIXED/chop,,,,,,,24,0.22,100% EOD 15:20,0.84,0.61,0.62,0.62,-0.13,0.476,MIXED
2026-07-31,M5,INDUSINDBK,SELL,SELL-EX1,201,09:35,575,1005.4,167,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,-0.534,BANK,,,,,,,MIXED/chop,,,,,,,-322,-0.4,100% EOD 15:20,0.71,0.89,0.54,0.54,-0.56,0.476,MIXED
2026-07-31,M5,INDUSTOWER,SELL,ENTRY SELL,290,09:35,575,391.15,191,,0,0,"scanner-table preview (90/290) — no chart label, blocked",0.457,-0.331,TELECOM,,,,,,,MIXED/chop,,,,,,,360,0.92,100% trail 11:05,5.16,0.95,0.51,5.16,-0.4,0.476,MIXED
2026-07-31,M5,INOXWIND,BUY,BUY-EX17,102,09:40,580,76.06,157,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,1.319,GREEN,,,,,,,MIXED/chop,,,,,,,1345,2.62,100% EOD 15:20,2.84,0.73,0.39,0.77,2.92,0.476,MIXED
2026-07-31,M5,IRFC,SELL,SELL-EX8,208,09:35,575,88.5,59,,0,0,M5 gate: spurt 59 · movers N — need both,0.457,-0.45,RAILWAYS,,,,,,,MIXED/chop,,,,,,,-765,-1.0,100% SL 10:50,0.06,1.15,0.06,0.06,-0.68,0.476,MIXED
2026-07-31,M5,JINDALSTEL,BUY,BUY-EX17,102,09:40,580,1109.2,197,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,1.343,MET,,,,,,,MIXED/chop,,,,,,,-397,-0.46,100% EOD 15:20,0.3,0.54,0.3,0.3,-0.65,0.476,MIXED
2026-07-31,M5,KAYNES,BUY,ENTRY BUY,90,09:40,580,3713.9,110,,0,0,"scanner-table preview (90/290) — no chart label, blocked",0.457,2.311,CAPGOODS,,,,,,,MIXED/chop,,,,,,,670,0.88,100% trail 13:30,1.58,0.67,1.11,1.41,1.91,0.476,MIXED
2026-07-31,M5,LODHA,BUY,BUY-EX17,102,09:40,580,1294.85,179,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,0.528,REALTY,,,,,,,MIXED/chop,,,,,,,-934,-1.0,100% SL 13:05,0.07,1.78,0.07,0.07,-3.99,0.476,MIXED
2026-07-31,M5,LTF,BUY,BUY-EX,101,09:35,575,313.75,48,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,2.533,FIN,,,,,,,MIXED/chop,,,,,,,-451,-0.44,100% EOD 15:20,0.04,0.56,0.04,0.04,-0.88,0.476,MIXED
2026-07-31,M5,MANAPPURAM,BUY,BUY-EX7,106,09:35,575,372.1,72,,0,0,M5 gate: spurt 72 · movers N — need both,0.457,1.169,FIN,,,,,,,MIXED/chop,,,,,,,-145,-0.09,100% trail 14:15,1.01,0.84,0.68,0.68,-0.05,0.476,MIXED
2026-07-31,M5,NBCC,BUY,BUY-EX,101,09:40,580,94.84,50,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,1.163,PSE,,,,,,,MIXED/chop,,,,,,,-136,-0.1,100% EOD 15:20,0.61,0.25,0.28,0.28,-0.09,0.476,MIXED
2026-07-31,M5,PAGEIND,SELL,ENTRY SELL,290,09:35,575,40800.0,88,,0,0,"scanner-table preview (90/290) — no chart label, blocked",0.457,-1.043,CONSUMPTION,,,,,,,MIXED/chop,,,,,,,631,1.91,100% trail 13:30,2.47,0.72,0.45,0.45,1.34,0.476,MIXED
2026-07-31,M5,PNBHOUSING,BUY,BUY-EX17,102,09:40,580,1043.1,17,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,0.978,FIN,,,,,,,MIXED/chop,,,,,,,130,0.28,100% EOD 15:20,1.07,0.72,0.43,0.43,0.23,0.476,MIXED
2026-07-31,M5,POWERGRID,SELL,ENTRY SELL,290,09:35,575,285.15,89,,0,0,"scanner-table preview (90/290) — no chart label, blocked",0.457,-0.07,ENE,,,,,,,MIXED/chop,,,,,,,67,0.35,100% EOD 15:20,0.93,0.11,0.41,0.56,0.33,0.476,MIXED
2026-07-31,M5,SONACOMS,BUY,ENTRY BUY,90,09:35,575,765.95,203,,0,0,"scanner-table preview (90/290) — no chart label, blocked",0.457,-0.137,AUTO,,,,,,,MIXED/chop,,,,,,,141,0.85,100% trail 10:30,1.75,0.47,1.06,1.57,0.36,0.476,MIXED
2026-07-31,M5,UNOMINDA,BUY,BUY-EX,101,09:35,575,1184.4,182,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,1.058,AUTO,,,,,,,MIXED/chop,,,,,,,-258,-0.26,100% EOD 15:20,0.21,0.43,0.21,0.21,-0.37,0.476,MIXED
2026-07-31,M5,VEDL,SELL,ENTRY SELL,290,09:35,575,264.3,25,,0,0,"scanner-table preview (90/290) — no chart label, blocked",0.457,-0.881,MET,,,,,,,MIXED/chop,,,,,,,-35,0.04,100% EOD 15:20,0.27,0.84,0.27,0.27,-0.02,0.476,MIXED
2026-07-31,M5,VOLTAS,BUY,BUY-EX,101,09:40,580,1350.0,24,,0,0,"EX1/EX2 at open blocked — razor class, allowed from 09:45",0.457,0.897,CDUR,,,,,,,MIXED/chop,,,,,,,-800,-1.0,100% SL 13:55,0.2,1.45,0.2,0.2,-2.07,0.476,MIXED
2026-07-31,M5,ALKEM,SELL,SELL-EX1,201,09:45,585,5791.5,111,,0,0,M5 gate: spurt 111 · movers N — need both,0.457,-0.413,PHA,,,,,,,MIXED/chop,,,,,,,284,1.07,100% EOD 15:20,1.37,0.29,0.29,1.3,0.72,0.476,MIXED
2026-07-31,M5,BHARATFORG,BUY,BUY-EX,101,09:45,585,2208.2,22,,0,0,M5 gate: spurt 22 · movers N — need both,0.457,1.897,AUTO,,,,,,,MIXED/chop,,,,,,,-623,-1.0,100% SL 11:40,0.18,1.07,0.07,0.07,-0.14,0.476,MIXED
2026-07-31,M5,GAIL,BUY,BUY-EX7,106,09:45,585,174.43,85,,0,0,M5 gate: spurt 85 · movers N — need both,0.457,0.449,OIL,,,,,,,MIXED/chop,,,,,,,487,3.18,100% trail 12:15,12.35,0.63,1.22,2.97,3.77,0.476,MIXED
2026-07-31,M5,HDFCAMC,BUY,BUY-EX,101,09:45,585,2580.2,190,,0,0,M5 gate: spurt 190 · movers N — need both,0.457,1.204,CAPMKTS,,,,,,,MIXED/chop,,,,,,,528,1.06,100% trail 15:15,1.63,0.5,0.06,0.06,1.31,0.476,MIXED
2026-07-31,M5,IREDA,BUY,BUY-EX7,106,09:45,585,120.2,146,,0,0,M5 gate: spurt 146 · movers N — need both,0.457,0.183,FIN,,,,,,,MIXED/chop,,,,,,,-380,-1.0,100% SL 15:15,0.57,1.43,0.57,0.57,-0.63,0.476,MIXED
2026-07-31,M5,JIOFIN,BUY,BUY-EX,101,09:45,585,250.11,167,,0,0,M5 gate: spurt 167 · movers N — need both,0.457,1.395,FIN,,,,,,,MIXED/chop,,,,,,,1186,2.0,100% EOD 15:20,2.2,0.6,0.28,0.58,2.45,0.476,MIXED
2026-07-31,M5,JSWENERGY,BUY,BUY-EX,101,09:45,585,548.0,114,,0,0,M5 gate: spurt 114 · movers N — need both,0.457,0.902,ENE,,,,,,,MIXED/chop,,,,,,,506,2.14,100% trail 13:10,3.01,0.65,0.65,1.78,1.3,0.476,MIXED
2026-07-31,M5,SBICARD,BUY,BUY-EX,101,09:45,585,663.5,102,,0,0,M5 gate: spurt 102 · movers N — need both,0.457,0.836,FIN,,,,,,,MIXED/chop,,,,,,,-298,-0.42,100% EOD 15:20,0.28,0.88,0.28,0.28,-0.53,0.476,MIXED
2026-07-31,M5,BANDHANBNK,BUY,BUY-EX,101,09:50,590,175.29,200,,0,0,M5 gate: spurt 200 · movers N — need both,0.457,1.412,BANK,,,,,,,MIXED/chop,,,,,,,-567,-1.06,100% SL 11:35,0.07,1.06,0.07,0.07,-0.79,0.476,MIXED
2026-07-31,M5,IDFCFIRSTB,BUY,BUY-EX,101,09:55,595,85.5,120,,0,0,M5 gate: spurt 120 · movers N — need both,0.457,0.945,BANK,,,,,,,MIXED/chop,,,,,,,-297,-1.0,100% SL 12:25,0.67,2.75,0.53,0.67,-0.77,0.476,MIXED
2026-07-31,M5,INDUSTOWER,SELL,SELL-EX8,208,09:50,590,389.85,185,,0,0,M5 gate: spurt 185 · movers N — need both,0.457,-0.663,TELECOM,,,,,,,MIXED/chop,,,,,,,196,0.43,100% trail 11:05,3.6,0.96,3.6,3.6,-0.73,0.476,MIXED
2026-07-31,M5,NUVAMA,BUY,BUY-EX,101,09:50,590,1839.0,,,0,0,M5 gate: spurt - · movers Y — need both,0.457,2.223,CAPMKTS,,,,,,,MIXED/chop,,,,,,,-934,-1.0,100% SL 15:10,0.24,1.17,0.24,0.24,-2.66,0.476,MIXED
2026-07-31,M5,PGEL,BUY,BUY-EX,101,09:55,595,623.8,194,,0,0,M5 gate: spurt 194 · movers N — need both,0.457,1.357,CDUR,,,,,,,MIXED/chop,,,,,,,-857,-1.0,100% SL 14:05,0.38,1.64,0.38,0.38,-2.52,0.476,MIXED
2026-07-31,M5,POWERGRID,SELL,SELL-EX8,208,09:50,590,284.55,93,,0,0,M5 gate: spurt 93 · movers N — need both,0.457,-0.28,ENE,,,,,,,MIXED/chop,,,,,,,-38,0.07,100% EOD 15:20,0.53,0.29,0.12,0.26,0.12,0.476,MIXED
2026-07-31,M5,AUBANK,BUY,BUY-EX,101,10:00,600,1043.7,139,,0,0,M5 gate: spurt 139 · movers N — need both,0.457,1.036,BANK,,,,,,,MIXED/chop,,,,,,,11,0.26,100% trail 15:15,1.69,0.63,0.12,0.12,0.22,0.476,MIXED
2026-07-31,M5,GRASIM,BUY,BUY-EX,101,10:00,600,3133.5,196,,0,0,M5 gate: spurt 196 · movers N — need both,0.457,1.077,CEMENT,,,,,,,MIXED/chop,,,,,,,-335,-1.0,100% SL 11:05,0.14,2.43,0.14,0.14,-1.31,0.476,MIXED
2026-07-31,M5,SRF,SELL,SELL-EX1,201,10:00,600,2599.1,77,,0,0,M5 gate: spurt 77 · movers N — need both,0.457,-0.303,CHEMICALS,,,,,,,MIXED/chop,,,,,,,-395,-1.0,100% SL 11:15,0.08,2.47,0.08,0.08,-0.99,0.476,MIXED
2026-07-31,M5,TIINDIA,BUY,BUY-EX17,102,10:00,600,2773.8,38,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,3.039,AUTO,,,,,,,MIXED/chop,,,,,,,-348,-0.35,100% EOD 15:20,0.02,0.44,0.02,0.02,-0.85,0.476,MIXED
2026-07-31,M5,BDL,BUY,BUY-EX7,106,10:10,610,1262.7,120,,0,0,M5 gate: spurt 120 · movers N — need both,0.457,1.259,DEF,,,,,,,MIXED/chop,,,,,,,-497,-1.0,100% SL 15:05,0.2,1.2,0.2,0.2,-0.85,0.476,MIXED
2026-07-31,M5,COCHINSHIP,BUY,BUY-EX,101,10:10,610,1421.2,186,,0,0,M5 gate: spurt 186 · movers N — need both,0.457,1.225,DEF,,,,,,,MIXED/chop,,,,,,,-497,-1.0,100% SL 11:10,0.82,1.08,0.21,0.21,0.62,0.476,MIXED
2026-07-31,M5,CROMPTON,BUY,BUY-EX7,106,10:10,610,263.6,77,,0,0,M5 gate: spurt 77 · movers N — need both,0.457,1.385,CDUR,,,,,,,MIXED/chop,,,,,,,-777,-1.0,100% SL 13:25,0.08,1.49,0.08,0.08,-1.27,0.476,MIXED
2026-07-31,M5,HINDALCO,BUY,BUY-EX,101,10:05,605,984.6,55,,0,0,M5 gate: spurt 55 · movers N — need both,0.457,1.558,MET,,,,,,,MIXED/chop,,,,,,,-588,-1.0,100% SL 15:05,0.34,1.2,0.34,0.34,-1.03,0.476,MIXED
2026-07-31,M5,INDIGO,BUY,BUY-EX,101,10:05,605,5274.5,182,,0,0,M5 gate: spurt 182 · movers N — need both,0.457,1.083,TRAVEL,,,,,,,MIXED/chop,,,,,,,-272,-1.0,100% SL 10:30,0.36,6.51,0.36,0.36,-1.85,0.476,MIXED
2026-07-31,M5,LUPIN,SELL,SELL-EX3,203,10:10,610,2409.5,74,,0,0,M5 gate: spurt 74 · movers N — need both,0.457,-0.434,PHA,,,,,,,MIXED/chop,,,,,,,-373,-1.0,100% SL 11:40,0.38,1.5,0.12,0.38,-0.18,0.476,MIXED
2026-07-31,M5,MAXHEALTH,SELL,SELL-EX1,201,10:05,605,1120.0,158,,0,0,M5 gate: spurt 158 · movers N — need both,0.457,-0.356,HOSPITALS,,,,,,,MIXED/chop,,,,,,,811,2.71,100% trail 15:05,3.82,0.32,0.61,0.85,1.66,0.476,MIXED
2026-07-31,M5,POLYCAB,BUY,BUY-EX,101,10:10,610,9085.5,114,,0,0,M5 gate: spurt 114 · movers N — need both,0.457,2.096,CAPGOODS,,,,,,,MIXED/chop,,,,,,,31,0.12,100% EOD 15:20,0.31,0.14,0.18,0.27,0.16,0.476,MIXED
2026-07-31,M5,PREMIERENE,BUY,BUY-EX7,106,10:05,605,1006.2,130,,0,0,M5 gate: spurt 130 · movers N — need both,0.457,2.256,GREEN,,,,,,,MIXED/chop,,,,,,,343,0.45,100% EOD 15:20,0.83,0.31,0.17,0.17,1.16,0.476,MIXED
2026-07-31,M5,RELIANCE,BUY,BUY-EX,101,10:10,610,1300.7,173,,0,0,M5 gate: spurt 173 · movers N — need both,0.457,0.876,ENE,,,,,,,MIXED/chop,,,,,,,189,0.94,100% EOD 15:20,1.22,0.64,0.04,0.04,0.33,0.476,MIXED
2026-07-31,M5,RVNL,BUY,BUY-EX12,111,10:10,610,224.08,117,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,0.471,RAILWAYS,,,,,,,MIXED/chop,,,,,,,109,0.59,100% trail 11:30,1.64,0.36,0.11,1.46,0.43,0.476,MIXED
2026-07-31,M5,ULTRACEMCO,SELL,SELL-EX8,208,10:05,605,11819.0,104,,0,0,M5 gate: spurt 104 · movers N — need both,0.457,-0.262,CEMENT,,,,,,,MIXED/chop,,,,,,,-338,-1.0,100% SL 10:25,0.32,3.0,0.32,0.32,-0.55,0.476,MIXED
2026-07-31,M5,UPL,BUY,BUY-EX5,104,10:05,605,605.6,107,,0,0,M5 gate: spurt 107 · movers N — need both,0.457,0.49,CHEMICALS,,,,,,,MIXED/chop,,,,,,,-192,-0.37,100% EOD 15:20,0.22,0.87,0.22,0.22,-0.48,0.476,MIXED
2026-07-31,M5,ABB,BUY,BUY-EX,101,10:15,615,7467.0,9,,0,0,setup filter: M5 takes BREAKOUT momentum only (got CONTINUATION),0.457,2.428,CAPGOODS,,,,,,,MIXED/chop,,,,,,,-355,-1.0,100% SL 12:00,0.39,5.77,0.39,0.39,-2.99,0.476,MIXED
2026-07-31,M5,AUROPHARMA,SELL,NORMAL SELL,280,10:15,615,1568.3,151,,0,0,M5 gate: spurt 151 · movers N — need both,0.457,-0.552,PHA,,,,,,,MIXED/chop,,,,,,,-555,-1.0,100% SL 12:20,0.15,1.34,0.02,0.15,-0.75,0.476,MIXED
2026-07-31,M5,CONCOR,BUY,BUY-EX12,111,10:15,615,528.3,121,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,0.437,LOGISTICS,,,,,,,MIXED/chop,,,,,,,-449,-1.0,100% SL 14:20,0.17,1.03,0.1,0.17,-0.72,0.476,MIXED
2026-07-31,M5,PRESTIGE,BUY,BUY-EX7,106,10:15,615,1611.1,55,,0,0,M5 gate: spurt 55 · movers N — need both,0.457,1.353,REALTY,,,,,,,MIXED/chop,,,,,,,48,0.29,100% EOD 15:20,1.0,0.69,0.39,1.0,0.37,0.476,MIXED
2026-07-31,M5,ULTRACEMCO,SELL,NORMAL SELL,280,10:15,615,11810.0,103,,0,0,M5 gate: spurt 103 · movers N — need both,0.457,-0.338,CEMENT,,,,,,,MIXED/chop,,,,,,,-374,-1.0,100% SL 10:25,0.15,2.75,0.15,0.15,-0.63,0.476,MIXED
2026-07-31,M5,BAJAJ-AUTO,BUY,BUY-EX7,106,10:25,625,11510.0,49,,0,0,M5 gate: spurt 49 · movers N — need both,0.457,0.568,AUTO,,,,,,,MIXED/chop,,,,,,,73,0.74,100% trail 12:00,1.53,0.54,0.37,0.67,0.08,0.476,MIXED
2026-07-31,M5,BIOCON,BUY,BUY-EX12,111,10:25,625,427.8,110,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,0.423,PHA,,,,,,,MIXED/chop,,,,,,,-468,-1.0,100% SL 13:10,0.14,1.49,0.14,0.14,-0.42,0.476,MIXED
2026-07-31,M5,BOSCHLTD,SELL,SELL-EX1,201,10:20,620,41400.0,103,,0,0,M5 gate: spurt 103 · movers N — need both,0.457,-0.481,AUTO,,,,,,,MIXED/chop,,,,,,,254,1.01,100% trail 15:00,1.48,0.45,0.2,0.46,0.82,0.476,MIXED
2026-07-31,M5,BPCL,BUY,BUY-EX4,103,10:20,620,317.3,102,,0,0,M5 gate: spurt 102 · movers N — need both,0.457,0.284,OIL,,,,,,,MIXED/chop,,,,,,,130,1.12,100% trail 14:50,2.5,0.77,0.4,1.13,0.84,0.476,MIXED
2026-07-31,M5,CIPLA,SELL,SELL-EX5,205,10:20,620,1465.4,37,,0,0,M5 gate: spurt 37 · movers N — need both,0.457,0.027,PHA,,,,,,,MIXED/chop,,,,,,,-339,-1.0,100% SL 11:50,0.42,1.81,0.42,0.42,-0.45,0.476,MIXED
2026-07-31,M5,HDFCLIFE,BUY,BUY-EX9,108,10:25,625,547.4,32,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,0.431,INSURANCE,,,,,,,MIXED/chop,,,,,,,-348,-1.0,100% SL 12:05,1.22,1.17,0.45,0.51,0.64,0.476,MIXED
2026-07-31,M5,ICICIPRULI,BUY,BUY-EX7,106,10:25,625,512.0,175,,0,0,M5 gate: spurt 175 · movers N — need both,0.457,0.117,INSURANCE,,,,,,,MIXED/chop,,,,,,,130,1.05,100% trail 11:40,2.42,0.72,0.56,1.74,0.99,0.476,MIXED
2026-07-31,M5,MFSL,SELL,SELL-EX1,201,10:20,620,1508.0,171,,0,0,M5 gate: spurt 171 · movers N — need both,0.457,-0.232,INSURANCE,,,,,,,MIXED/chop,,,,,,,167,0.67,100% trail 14:35,1.18,0.52,0.47,0.47,-0.03,0.476,MIXED
2026-07-31,M5,NAM-INDIA,BUY,BUY-EX7,106,10:25,625,1167.3,67,,0,0,M5 gate: spurt 67 · movers N — need both,0.457,1.681,CAPMKTS,,,,,,,MIXED/chop,,,,,,,-336,-0.45,100% EOD 15:20,0.6,0.67,0.4,0.6,-0.5,0.476,MIXED
2026-07-31,M5,OBEROIRLTY,BUY,BUY-EX12,111,10:25,625,1831.1,191,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,0.887,REALTY,,,,,,,MIXED/chop,,,,,,,-397,-1.0,100% SL 13:40,0.1,1.12,0.1,0.1,-0.33,0.476,MIXED
2026-07-31,M5,RADICO,BUY,BUY-EX9,108,10:20,620,4369.2,20,,0,0,weak EX variant (EX9+) blocked — B2 (GHOST-shadowed EOD),0.457,0.005,FMCG,,,,,,,MIXED/chop,,,,,,,-605,-1.0,100% SL 15:10,0.44,1.02,0.23,0.23,-0.42,0.476,MIXED
2026-07-31,M5,SONACOMS,BUY,BUY-EX,101,10:25,625,771.0,199,,0,0,M5 gate: spurt 199 · movers N — need both,0.457,0.522,AUTO,,,,,,,MIXED/chop,,,,,,,-328,-0.56,100% EOD 15:20,0.31,0.84,0.2,0.2,-0.3,0.476,MIXED
