day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s
2026-09-15,M10,ABB,SELL,SELL-EX12,212,09:30,570,7119.5,,BREAKOUT,1,0,,0.952,-2.124,CAPGOODS,,,,,,,,606.0,,0.68,,OPEN
2026-09-15,M10,BIOCON,SELL,SELL-EX12,212,09:55,595,387.5,,BREAKOUT,1,0,,0.952,-0.806,PHA,,,,,,,,-274.0,,-1.0,,100% SL 11:20
2026-09-15,M10,BOSCHLTD,SELL,SELL-EX19,219,09:30,570,48290.0,,BREAKOUT,1,0,,0.952,-0.196,AUTO,,,,,,,,400.0,,1.18,,100% trail 11:10
2026-09-15,M10,FORCEMOT,SELL,SELL-EX12,212,09:30,570,17602.0,,BREAKOUT,1,0,,0.952,-0.582,AUTO,,,,,,,,255.0,,0.91,,100% trail 12:45
2026-09-15,M10,GMRAIRPORT,SELL,SELL-EX12,212,09:30,570,95.04,,BREAKOUT,1,0,,0.952,-3.001,INFRA,,,,,,,,579.0,,0.65,,OPEN
2026-09-15,M10,NMDC,SELL,SELL-EX12,212,09:30,570,82.02,,BREAKOUT,1,0,,0.952,-0.461,MET,,,,,,,,761.0,,1.41,,OPEN
2026-09-15,M10,NTPC,SELL,SELL-EX12,212,09:30,570,328.75,,BREAKOUT,1,0,,0.952,-1.395,ENE,,,,,,,,251.0,,0.36,,OPEN
2026-09-15,M10,OIL,SELL,SELL-EX19,219,09:30,570,487.0,,BREAKOUT,1,0,,0.952,-0.572,OIL,,,,,,,,-408.0,,-1.0,,100% SL 10:35
2026-09-15,M10,POWERINDIA,SELL,SELL-EX12,212,09:55,595,30690.0,,BREAKOUT,1,0,,0.952,-2.37,CAPGOODS,,,,,,,,174.0,,0.59,,100% trail 11:45
2026-09-15,M10,SAIL,SELL,SELL-EX12,212,09:30,570,177.43,,BREAKOUT,1,0,,0.952,-0.877,MET,,,,,,,,577.0,,0.85,,100% trail 12:45
2026-09-15,M10,SHRIRAMFIN,SELL,SELL-EX12,212,09:35,575,1012.4,,BREAKOUT,1,0,,0.952,-1.575,FIN,,,,,,,,1034.0,,1.16,,OPEN
2026-09-15,M10,360ONE,SELL,ENTRY SELL,290,09:20,560,1075.7,,,0,0,scanner-table preview (90/290) — no chart label,0.952,-1.402,CAPMKTS,,,,,,,,,,,,
2026-09-15,M10,ABB,SELL,ENTRY SELL,290,09:25,565,7140.0,,,0,0,scanner-table preview (90/290) — no chart label,0.952,-1.842,CAPGOODS,,,,,,,,,,,,
2026-09-15,M10,ABCAPITAL,SELL,ENTRY SELL,290,09:25,565,391.05,,,0,0,scanner-table preview (90/290) — no chart label,0.952,-1.0,FIN,,,,,,,,,,,,
2026-09-15,M10,ADANIENSOL,SELL,ENTRY SELL,290,09:20,560,1362.0,,,0,0,scanner-table preview (90/290) — no chart label,0.952,-0.801,ENE,,,,,,,,,,,,
2026-09-15,M10,ADANIENT,SELL,ENTRY SELL,290,09:20,560,3031.0,,,0,0,scanner-table preview (90/290) — no chart label,0.952,-0.948,INFRA,,,,,,,,,,,,
2026-09-15,M10,ADANIPORTS,SELL,ENTRY SELL,290,09:20,560,1755.9,,,0,0,scanner-table preview (90/290) — no chart label,0.952,-0.493,LOGISTICS,,,,,,,,,,,,
2026-09-15,M10,ADANIPOWER,SELL,ENTRY SELL,290,09:20,560,208.09,,,0,0,scanner-table preview (90/290) — no chart label,0.952,-0.895,ENE,,,,,,,,,,,,
