decision_id,symbol,side,signal,code,time,entry,sector,bar_dt,signal_age_min,score,accepted,model_reason,subtype,opening_breadth_coverage,taken,why,f_dir_prev_pct,f_dir_gap_pct,f_ema9_20_atr,f_ema20_50_atr,f_close_ema20_atr,f_close_vwap_atr,f_candle_clv,f_body_atr,f_range_atr,f_relvol20,f_clock_relvol,f_master_total_score,f_opening_breadth_dir,f_live_breadth_dir,f_sector_breadth_dir,f_prior_vix_return,f_video_setups,f_video_setup_count,f_s1,f_s2,f_s3,f_s4,f_market_adv_ratio,f_market_breadth_dir,f_dir_market_pct,f_market_regime,f_sector_adv_ratio,f_sector_breadth_prev_dir,f_dir_sector_pct,f_sector_leads_market,f_sector_lags_market,f_dir_stock_pct,f_stock_leads_sector,cf_net,cf_gross,cf_drag,cf_r,cf_exit,cf_win
INOXWIND|BUY|09:25|90,INOXWIND,BUY,ENTRY BUY,90,09:25,78.69,GREEN,2026-09-22T09:25:00+05:30,2.451,73.99,False,not a real enabled chart master variant,MOMENTUM-EXTENDED,210,0,not a real enabled chart master variant,1.3393443594212018,0.4893718556996163,1.3770401352045292,2.0134305813678477,4.064311487257992,1.2586611164783927,1.0,1.397440392400004,2.074998997602133,2.2910723842876144,2.7272789279494924,100.0,0.6904761904761905,0.6,1.0,-1.3406606820913436,,0,0,0,0,0,0.6,0.6,0.11790855516725651,BULL,1.0,1.0,1.3393443594212018,True,False,1.3393443594212018,True,-419.74,-267.0,152.74,-0.3,momentum failure 09:40,0
FEDERALBNK|BUY|09:25|90,FEDERALBNK,BUY,ENTRY BUY,90,09:25,333.95,BANK,2026-09-22T09:25:00+05:30,2.188,49.01,False,not a real enabled chart master variant,MOMENTUM-EXTENDED,210,0,not a real enabled chart master variant,0.5873530744070043,0.33132713961314675,0.7077032757729422,0.5377532261411837,2.6661737145217606,0.9007514147853863,0.630443436032163,1.8189211659937459,2.8851456959271933,0.5701187962976968,0.9773097928358159,95.0,0.6904761904761905,0.6,0.9090909090909091,-1.3406606820913436,,0,0,0,0,0,0.6,0.6,0.11790855516725651,BULL,0.9090909090909091,0.9090909090909091,0.3251068280591518,True,False,0.5873530744070043,True,-1154.38,-899.0,255.38,-1.0,SL 09:30,0
IREDA|BUY|09:25|90,IREDA,BUY,ENTRY BUY,90,09:25,112.18,FIN,2026-09-22T09:25:00+05:30,2.47,39.7,False,not a real enabled chart master variant,MOMENTUM-EXTENDED,210,0,not a real enabled chart master variant,1.1086105369677357,0.3515091486035571,0.26943743363201594,-0.18749032616288977,3.0410864336091286,1.7116712717229385,1.0,1.7045336255185126,2.153125726293437,1.1997723458819693,0.5945786425803455,75.0,0.6904761904761905,0.6,0.6875,-1.3406606820913436,,0,0,0,0,0,0.6,0.6,0.11790855516725651,BULL,0.6875,0.6875,0.09573050821316542,False,True,1.1086105369677357,True,-807.56,-609.0,198.56,-0.68,momentum failure 09:40,0
INFY|SELL|09:25|290,INFY,SELL,ENTRY SELL,290,09:25,1028.3,IT,2026-09-22T09:25:00+05:30,2.442,37.98,False,not a real enabled chart master variant,MOMENTUM-EXTENDED,210,0,not a real enabled chart master variant,1.1725085220446907,0.26910608631667277,0.7270312862341121,0.32582315345475193,3.560908813062372,1.5173474070232826,0.944435653412302,1.935771856807521,2.272450166642632,1.9815836217839697,1.759880219816381,30.0,0.30952380952380953,0.4,0.9166666666666666,-1.3406606820913436,,0,0,0,0,0,0.6,0.4,-0.11790855516725651,BULL,0.08333333333333333,0.9166666666666666,1.0631959429722115,True,False,1.1725085220446907,True,-482.45,-304.0,178.45,-0.34,momentum failure 09:40,0
IOC|BUY|09:25|90,IOC,BUY,ENTRY BUY,90,09:25,137.4,OIL,2026-09-22T09:25:00+05:30,2.461,36.12,False,not a real enabled chart master variant,MOMENTUM-CONTROLLED,210,0,not a real enabled chart master variant,0.21880946726016148,0.38657823173013917,0.17440936450201824,0.6718273990365394,1.0789861808286072,0.31339270969721617,0.19046696376671188,0.5139720329508211,2.698483888157871,2.045898024938036,2.000737620040569,72.0,0.6904761904761905,0.6,0.5714285714285714,-1.3406606820913436,,0,0,0,0,0,0.6,0.6,0.11790855516725651,BULL,0.5714285714285714,0.5714285714285714,0.21880946726016148,True,False,0.21880946726016148,True,-73.54,186.0,259.54,0.69,60% book +0.75R 09:30 · runner stop 09:35,0
DIXON|SELL|09:25|290,DIXON,SELL,ENTRY SELL,290,09:25,13248.0,CDUR,2026-09-22T09:25:00+05:30,2.134,35.45,False,not a real enabled chart master variant,MOMENTUM-EXTENDED,210,0,not a real enabled chart master variant,0.9495327102803763,-0.09719626168225304,0.1745768972344049,-0.6573349717855695,2.9425042967218027,2.4215361918918252,0.9927536231884058,3.7017939347384643,3.7288143284226867,2.829644338024879,1.8656911821332307,25.0,0.30952380952380953,0.4,0.7777777777777778,-1.3406606820913436,,0,0,0,0,0,0.6,0.4,-0.11790855516725651,BULL,0.2222222222222222,0.7777777777777778,0.2878343162430408,True,False,0.9495327102803763,True,445.61,557.0,111.39,0.66,50% book +0.75R 09:30 · breadth flip 09:30,1
TCS|SELL|09:25|290,TCS,SELL,ENTRY SELL,290,09:25,2113.8999,IT,2026-09-22T09:25:00+05:30,3.156,28.79,False,not a real enabled chart master variant,MOMENTUM-EXTENDED,210,0,not a real enabled chart master variant,1.03464876667837,0.22003516722260974,0.8148888872375526,-0.22392884933750345,3.4752018572201004,0.8324701177203522,0.8219397993311037,0.8650440315906401,1.540122457101354,1.6211048234400574,0.8972320899940793,15.0,0.30952380952380953,0.4,0.9166666666666666,-1.3406606820913436,,0,0,0,0,0,0.6,0.4,-0.11790855516725651,BULL,0.08333333333333333,0.9166666666666666,1.0631959429722115,True,False,1.03464876667837,False,25.0,284.0,259.0,0.38,59% book +0.75R 09:35 · breadth flip 09:35,1
LAURUSLABS|SELL|09:25|290,LAURUSLABS,SELL,ENTRY SELL,290,09:25,2013.8,PHA,2026-09-22T09:25:00+05:30,2.576,24.57,False,not a real enabled chart master variant,REVERSION-ALIGNMENT,210,0,not a real enabled chart master variant,0.18339287097274282,-0.019827728082399965,-0.25068092808538134,-1.5987010736125702,0.9809819348291352,2.0989147004617705,0.9596771017916913,1.7841562349272828,2.7654203848863737,1.815097056580101,1.6042086693548387,15.0,0.30952380952380953,0.4,0.6923076923076923,-1.3406606820913436,,0,0,0,0,0,0.6,0.4,-0.11790855516725651,BULL,0.3076923076923077,0.6923076923076923,0.2102990873141808,True,False,0.18339287097274282,False,-1100.77,-898.0,202.77,-1.0,SL 09:40,0
POLICYBZR|SELL|09:25|290,POLICYBZR,SELL,ENTRY SELL,290,09:25,1783.0,INSURANCE,2026-09-22T09:25:00+05:30,2.935,22.2,False,not a real enabled chart master variant,MOMENTUM-CONTROLLED,210,0,not a real enabled chart master variant,0.6242309372798571,-0.027867574050111088,0.07863653369740634,-1.083903134465367,1.7534019263330158,1.048782464598283,0.6557403293910468,0.8934696046167153,1.5139388156489058,1.0385914463697423,1.6234212481426449,15.0,0.30952380952380953,0.4,0.4285714285714286,-1.3406606820913436,,0,0,0,0,0,0.6,0.4,-0.11790855516725651,BULL,0.5714285714285714,0.4285714285714286,-0.10187033549093893,True,False,0.6242309372798571,True,-920.85,-610.0,310.85,-1.0,SL 09:30,0
NMDC|SELL|09:25|290,NMDC,SELL,ENTRY SELL,290,09:25,79.93,MET,2026-09-22T09:25:00+05:30,2.781,20.93,False,not a real enabled chart master variant,MOMENTUM-CONTROLLED,210,0,not a real enabled chart master variant,0.38633794472434646,0.1869410890732781,0.4974716038752136,0.4733712272770522,2.143366902490125,0.9085859395338278,1.0,1.2777036046336165,1.2777036046336165,3.083428801537683,1.5334957453762403,20.0,0.30952380952380953,0.4,0.4,-1.3406606820913436,,0,0,0,0,0,0.6,0.4,-0.11790855516725651,BULL,0.6,0.4,-0.09883811591200331,True,False,0.38633794472434646,True,52.62,312.0,259.38,0.54,60% book +0.75R 09:30 · breadth flip 09:30,1
