day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s
2026-09-11,M2,ASTRAL,SELL,SELL-EX3,203,09:30,570,1420.7,,BREAKOUT,1,0,,0.333,-2.625,BUILDMAT,,,,,,,,262.0,,0.29,,OPEN
2026-09-11,M2,BANDHANBNK,BUY,BUY-EX,101,10:05,605,175.39,,BREAKOUT,1,0,,0.333,0.799,BANK,,,,,,,,323.0,,0.36,,OPEN
2026-09-11,M2,CHOLAFIN,SELL,SELL-EX3,203,09:35,575,1797.5,,BREAKOUT,1,0,,0.333,-3.308,FIN,,,,,,,,-542.0,,-1.0,,100% SL 10:00
2026-09-11,M2,COCHINSHIP,SELL,SELL-EX3,203,09:40,580,1430.7,,BREAKOUT,1,0,,0.333,-5.9,DEF,,,,,,,,703.0,,0.82,,OPEN
2026-09-11,M2,DELHIVERY,SELL,SELL-EX8,208,09:30,570,441.4,,BREAKOUT,1,0,,0.333,-1.407,LOGISTICS,,,,,,,,482.0,,0.82,,100% trail 11:35
2026-09-11,M2,DRREDDY,BUY,BUY-EX7,106,10:15,615,1146.5,,BREAKOUT,1,0,,0.333,0.306,PHA,,,,,,,,1134.0,,4.17,,100% trail 12:50
2026-09-11,M2,GODREJPROP,SELL,SELL-EX3,203,09:35,575,1769.0,,BREAKOUT,1,0,,0.333,-5.502,REALTY,,,,,,,,220.0,,0.26,,OPEN
2026-09-11,M2,IEX,SELL,SELL-EX3,203,09:30,570,113.58,,BREAKOUT,1,0,,0.333,-2.615,CAPMKTS,,,,,,,,-108.0,,-0.12,,OPEN
2026-09-11,M2,LAURUSLABS,BUY,BUY-EX,101,10:20,620,1951.1,,BREAKOUT,1,0,,0.333,0.314,PHA,,,,,,,,285.0,,0.59,,100% trail 12:00
2026-09-11,M2,LICHSGFIN,BUY,BUY-EX,101,10:10,610,562.95,,BREAKOUT,1,0,,0.333,1.928,FIN,,,,,,,,276.0,,0.44,,100% trail 14:20
2026-09-11,M2,LODHA,SELL,SELL-EX3,203,09:35,575,1105.0,,BREAKOUT,1,0,,0.333,-5.02,REALTY,,,,,,,,-111.0,,-0.13,,OPEN
2026-09-11,M2,LUPIN,BUY,BUY-EX5,104,10:45,645,2082.7,,BREAKOUT,1,0,,0.333,0.236,PHA,,,,,,,,424.0,,0.93,,100% trail 14:25
2026-09-11,M2,MFSL,SELL,SELL-EX8,208,09:35,575,1455.4,,BREAKOUT,1,0,,0.333,-1.656,INSURANCE,,,,,,,,-404.0,,-1.0,,100% SL 10:15
2026-09-11,M2,MOTHERSON,BUY,BUY-EX7,106,10:40,640,163.5,,BREAKOUT,1,0,,0.333,0.184,AUTO,,,,,,,,271.0,,0.52,,100% trail 13:35
2026-09-11,M2,MUTHOOTFIN,SELL,SELL-EX3,203,09:35,575,2746.4,,BREAKOUT,1,0,,0.333,-3.347,FIN,,,,,,,,-779.0,,-1.0,,100% SL 14:15
2026-09-11,M2,NHPC,BUY,BUY-EX7,106,09:50,590,76.83,,BREAKOUT,1,0,,0.333,0.629,ENE,,,,,,,,-117.0,,-0.18,,OPEN
2026-09-11,M2,OBEROIRLTY,SELL,SELL-EX3,203,09:35,575,1729.8,,BREAKOUT,1,0,,0.333,-3.471,REALTY,,,,,,,,-485.0,,-0.55,,OPEN
2026-09-11,M2,PAYTM,BUY,BUY-EX,101,09:50,590,1768.8,,BREAKOUT,1,0,,0.333,1.714,NEWAGE,,,,,,,,1168.0,,1.32,,OPEN
2026-09-11,M2,PIIND,SELL,SELL-EX3,203,09:30,570,2328.0,,BREAKOUT,1,0,,0.333,-1.564,CHEMICALS,,,,,,,,-428.0,,-1.0,,100% SL 11:35
2026-09-11,M2,PIIND,SELL,SELL-EX3,203,09:30,570,2328.0,,BREAKOUT,1,0,,0.333,-1.564,CHEMICALS,,,,,,,,-428.0,,-1.0,,100% SL 11:35
2026-09-11,M2,PRESTIGE,SELL,SELL-EX3,203,09:30,570,1477.2,,BREAKOUT,1,0,,0.333,-4.302,REALTY,,,,,,,,-393.0,,-0.44,,OPEN
2026-09-11,M2,SUPREMEIND,SELL,SELL-EX3,203,09:35,575,3409.0,,BREAKOUT,1,0,,0.333,-2.877,BUILDMAT,,,,,,,,313.0,,0.36,,OPEN
2026-09-11,M2,TECHM,BUY,BUY-EX,101,10:30,630,1548.5,,BREAKOUT,1,0,,0.333,1.488,IT,,,,,,,,38.0,,0.15,,100% trail 12:00
2026-09-11,M2,TORNTPHARM,BUY,BUY-EX7,106,10:45,645,4948.0,,BREAKOUT,1,0,,0.333,0.365,PHA,,,,,,,,135.0,,0.26,,OPEN
2026-09-11,M2,YESBANK,BUY,BUY-EX,101,11:05,665,22.57,,BREAKOUT,1,0,,0.333,1.211,BANK,,,,,,,,1931.0,,2.15,,OPEN
2026-09-11,M2,ZYDUSLIFE,BUY,BUY-EX7,106,10:20,620,1115.7,,BREAKOUT,1,0,,0.333,-0.188,PHA,,,,,,,,465.0,,0.93,,100% trail 12:40
2026-09-11,M2,360ONE,SELL,ENTRY SELL,290,09:20,560,1075.8,59,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.333,-1.744,CAPMKTS,,,,,,,,,,,,
2026-09-11,M2,360ONE,BUY,BUY-EX9,108,11:10,670,1081.7,59,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.333,-1.206,CAPMKTS,,,,,,,,,,,,
2026-09-11,M2,ABB,SELL,ENTRY SELL,290,09:20,560,7210.0,55,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.333,-1.624,CAPGOODS,,,,,,,,,,,,
2026-09-11,M2,ABCAPITAL,SELL,SELL-EX12,212,09:30,570,392.2,23,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.333,-1.95,FIN,,,,,,,,,,,,
2026-09-11,M2,ADANIPOWER,SELL,ENTRY SELL,290,09:25,565,210.25,177,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.333,-1.522,ENE,,,,,,,,,,,,
2026-09-11,M2,AMBER,SELL,ENTRY SELL,290,09:20,560,7180.0,206,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.333,-1.374,CDUR,,,,,,,,,,,,
2026-09-11,M2,AMBUJACEM,SELL,ENTRY SELL,290,09:20,560,389.2,111,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.333,-1.618,CEMENT,,,,,,,,,,,,
