day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s
2026-08-25,M6,HDFCLIFE,BUY,BUY-EX,101,09:35,575,553.3,,BREAKOUT,1,0,,0.3,2.71,INSURANCE,0,0,0,0,0,31.7,,-613.0,,-1.0,,100% SL 13:55
2026-08-25,M6,LICI,BUY,BUY-EX17,102,09:35,575,426.55,,BREAKOUT,1,0,,0.3,3.683,INSURANCE,0,0,0,0,0,31.7,,-583.0,,-1.0,,100% SL 14:30
2026-08-25,M6,MFSL,BUY,BUY-EX,101,09:35,575,1596.7,,BREAKOUT,1,0,,0.3,3.053,INSURANCE,0,0,0,0,0,31.7,,-130.0,,-0.18,,OPEN
2026-08-25,M6,OFSS,SELL,SELL-EX8,208,09:30,570,11376.0,,BREAKOUT,1,0,,0.3,-2.927,IT,0,0,0,0,0,31.7,,-489.0,,-1.0,,100% SL 11:55
2026-08-25,M6,TCS,SELL,SELL-EX12,212,09:45,585,2266.9,,BREAKOUT,1,0,,0.3,-1.151,IT,0,0,0,0,0,31.7,,-557.0,,-0.64,,OPEN
2026-08-25,M6,TECHM,SELL,SELL-EX3,203,09:40,580,1567.5,,BREAKOUT,1,0,,0.3,-1.502,IT,0,0,0,0,0,31.7,,-707.0,,-1.0,,100% SL 15:05
2026-08-25,M6,DELHIVERY,SELL,SELL-EX2,202,10:10,610,439.65,,BREAKOUT,1,0,,0.3,-3.416,LOGISTICS,0,0,0,0,0,31.7,,-422.0,,-1.0,,100% SL 14:15
2026-08-25,M6,MAZDOCK,SELL,SELL-EX1,201,10:15,615,2525.2,,BREAKOUT,1,0,,0.3,-1.804,DEF,0,0,0,0,0,31.7,,-866.0,,-1.0,,100% SL 14:25
2026-08-25,M6,RVNL,SELL,SELL-EX2,202,10:30,630,220.34,,BREAKOUT,1,0,,0.3,-2.711,RAILWAYS,0,0,0,1,0,31.7,,438.0,,0.51,,OPEN
2026-08-25,M6,ETERNAL,BUY,BUY-EX,101,11:10,670,330.15,,BREAKOUT,1,0,,0.3,3.285,NEWAGE,1,0,1,0,1,31.7,,128.0,,0.18,,OPEN
2026-08-25,M6,PAYTM,BUY,BUY-EX5,104,11:05,665,1642.6,,BREAKOUT,1,0,,0.3,5.026,NEWAGE,1,0,1,0,1,31.7,,2262.0,,6.54,,OPEN
2026-08-25,M6,DIXON,BUY,BUY-EX,101,09:55,595,14511.0,,BREAKOUT,1,0,,0.3,1.284,CDUR,1,0,0,0,1,31.7,,621.0,,1.82,,100% trail 14:05
2026-08-25,M6,AXISBANK,BUY,ENTRY BUY,90,09:20,560,1238.3,,,0,0,scanner-table preview (90/290) — no chart label,0.3,0.405,BANK,0,0,0,0,0,31.7,,,,,,
2026-08-25,M6,BANDHANBNK,BUY,ENTRY BUY,90,09:20,560,174.8,,,0,0,scanner-table preview (90/290) — no chart label,0.3,1.322,BANK,0,0,0,0,0,31.7,,,,,,
2026-08-25,M6,BPCL,SELL,ENTRY SELL,290,09:25,565,311.5,,,0,0,scanner-table preview (90/290) — no chart label,0.3,-1.549,OIL,0,0,0,0,0,31.7,,,,,,
2026-08-25,M6,COALINDIA,SELL,ENTRY SELL,290,09:20,560,406.2,,,0,0,scanner-table preview (90/290) — no chart label,0.3,-1.096,ENE,0,0,0,0,0,31.7,,,,,,
2026-08-25,M6,DALBHARAT,SELL,ENTRY SELL,290,09:20,560,1828.1,,,0,0,scanner-table preview (90/290) — no chart label,0.3,-0.846,CEMENT,0,0,0,0,0,31.7,,,,,,
2026-08-25,M6,DIVISLAB,BUY,ENTRY BUY,90,09:25,565,8590.5,,,0,0,scanner-table preview (90/290) — no chart label,0.3,0.105,PHA,1,0,0,0,1,31.7,,,,,,
2026-08-25,M6,EICHERMOT,SELL,ENTRY SELL,290,09:20,560,7996.0,,,0,0,scanner-table preview (90/290) — no chart label,0.3,-0.831,AUTO,0,0,0,0,0,31.7,,,,,,
2026-08-25,M6,FEDERALBNK,BUY,ENTRY BUY,90,09:20,560,357.6,,,0,0,scanner-table preview (90/290) — no chart label,0.3,1.317,BANK,0,0,0,0,0,31.7,,,,,,
