day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s,cf_net,cf_r,cf_exit,mfe_r,mae_r,mfe30_r,mfe60_r,eod_pct,bear_close,day_regime
2026-08-10,M10,DMART,BUY,BUY-EX17,102,09:40,580,3921.0,,BREAKOUT,1,0,,0.481,0.901,CONSUMPTION,,,,,,,,1369.0,,4.6,,OPEN,1567,5.74,OPEN,5.85,0.39,0.91,1.65,3.39,0.486,MIXED
2026-08-10,M10,TCS,BUY,BUY-EX12,111,09:55,595,2463.7,,BREAKOUT,1,0,,0.481,1.179,IT,,,,,,,,-344.0,,-1.0,,100% SL 11:45,-484,-1.0,100% SL 12:00,0.46,2.0,0.46,0.46,-1.54,0.486,MIXED
2026-08-10,M10,TITAN,BUY,BUY-EX17,102,09:50,590,5041.1,,BREAKOUT,1,0,,0.481,4.071,CDUR,,,,,,,,297.0,,0.48,,100% trail 13:55,216,0.78,100% trail 13:55,1.9,0.45,0.99,1.9,0.97,0.486,MIXED
2026-08-10,M10,TIINDIA,BUY,BUY-EX7,106,10:05,605,2784.3,,BREAKOUT,1,0,,0.481,3.429,AUTO,,,,,,,,302.0,,0.89,,100% trail 12:35,192,0.82,100% trail 13:20,1.75,0.43,0.67,0.99,1.1,0.486,MIXED
2026-08-10,M10,MANAPPURAM,BUY,BUY-EX7,106,10:15,615,369.3,,BREAKOUT,1,0,,0.481,0.408,FIN,,,,,,,,-523.0,,-1.0,,100% SL 14:30,-610,-1.0,100% SL 14:30,0.59,1.4,0.34,0.43,-0.0,0.486,MIXED
2026-08-10,M10,BAJAJ-AUTO,BUY,BUY-EX5,104,10:50,650,11760.0,,BREAKOUT,1,0,,0.481,2.752,AUTO,,,,,,,,-332.0,,-0.81,,OPEN,-361,-0.81,OPEN,0.25,0.86,0.24,0.25,-0.71,0.486,MIXED
2026-08-10,M10,PRESTIGE,BUY,BUY-EX5,104,11:00,660,1599.1,,BREAKOUT,1,0,,0.481,0.598,REALTY,,,,,,,,-123.0,,-0.14,,OPEN,-333,-0.35,OPEN,0.22,0.4,0.03,0.03,-0.63,0.486,MIXED
2026-08-10,M10,ABCAPITAL,BUY,BUY-EX17,102,09:30,570,406.9,,BREAKOUT,1,0,,0.481,3.287,FIN,,,,,,,,606.0,,1.06,,100% trail 12:30,73,0.14,OPEN,0.94,0.22,0.25,0.35,0.21,0.486,MIXED
2026-08-10,M10,APOLLOHOSP,SELL,ENTRY SELL,290,09:25,565,8935.0,,,0,0,scanner-table preview (90/290) — no chart label,0.481,-0.268,HOSPITALS,,,,,,,,,,,,,72,0.89,100% trail 11:00,2.06,0.46,1.48,1.48,0.26,0.486,MIXED
2026-08-10,M10,BAJFINANCE,BUY,ENTRY BUY,90,09:20,560,1081.7,,,0,0,scanner-table preview (90/290) — no chart label,0.481,2.24,FIN,,,,,,,,,,,,,912,1.9,OPEN,2.19,0.47,0.2,0.2,1.9,0.486,MIXED
