day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s,cf_net,cf_r,cf_exit,mfe_r,mae_r,mfe30_r,mfe60_r,eod_pct,bear_close,day_regime
2026-08-07,M10,MPHASIS,BUY,BUY-EX17,102,09:30,570,2458.4,,BREAKOUT,1,0,,0.51,4.702,IT,,,,,,,,572.0,,0.64,,100% EOD 15:20,434,0.53,OPEN,0.74,0.21,0.74,0.74,1.16,0.51,MIXED
2026-08-07,M10,PERSISTENT,BUY,BUY-EX17,102,09:30,570,5558.0,,BREAKOUT,1,0,,0.51,0.963,IT,,,,,,,,-753.0,,-1.0,,100% SL 13:45,-831,-1.0,100% SL 13:45,0.38,1.16,0.38,0.38,-1.5,0.51,MIXED
2026-08-07,M10,TECHM,BUY,BUY-EX17,102,09:30,570,1676.5,,BREAKOUT,1,0,,0.51,0.909,IT,,,,,,,,-894.0,,-1.0,,100% SL 11:45,-953,-1.0,100% SL 12:30,0.12,1.04,0.12,0.12,-2.25,0.51,MIXED
2026-08-07,M10,BHEL,BUY,BUY-EX17,102,09:40,580,416.05,,BREAKOUT,1,0,,0.51,2.919,CAPGOODS,,,,,,,,-893.0,,-1.0,,100% SL 13:45,-957,-1.0,100% SL 14:05,0.27,1.43,0.08,0.08,-3.05,0.51,MIXED
2026-08-07,M10,COFORGE,BUY,BUY-EX17,102,09:35,575,1800.0,,BREAKOUT,1,0,,0.51,3.099,IT,,,,,,,,-744.0,,-1.0,,100% SL 12:05,-829,-1.0,100% SL 12:05,0.33,1.24,0.33,0.33,-1.33,0.51,MIXED
2026-08-07,M10,LTM,BUY,BUY-EX17,102,09:40,580,4658.3,,BREAKOUT,1,0,,0.51,4.914,IT,,,,,,,,136.0,,0.15,,OPEN,99,0.15,OPEN,0.25,0.65,0.16,0.16,0.36,0.51,MIXED
2026-08-07,M10,SBICARD,BUY,BUY-EX17,102,09:35,575,662.05,,BREAKOUT,1,0,,0.51,0.616,FIN,,,,,,,,-214.0,,-0.34,,OPEN,-207,-0.28,OPEN,0.55,0.7,0.55,0.55,-0.35,0.51,MIXED
2026-08-07,M10,ADANIPOWER,BUY,BUY-EX7,106,09:45,585,209.91,,BREAKOUT,1,0,,0.51,0.435,ENE,,,,,,,,-8.0,,-0.02,,100% trail 12:50,-96,-0.02,100% trail 12:50,1.2,0.59,0.86,0.99,-0.43,0.51,MIXED
2026-08-07,M10,SONACOMS,BUY,BUY-EX17,102,09:45,585,798.0,,BREAKOUT,1,0,,0.51,4.042,AUTO,,,,,,,,1109.0,,1.9,,100% trail 14:35,1021,1.6,100% trail 14:35,2.06,0.78,0.23,0.23,2.78,0.51,MIXED
2026-08-07,M10,DELHIVERY,BUY,BUY-EX17,102,10:00,600,470.8,,BREAKOUT,1,0,,0.51,0.384,LOGISTICS,,,,,,,,562.0,,1.1,,100% trail 13:40,473,1.07,100% trail 13:40,1.86,0.77,0.21,0.21,0.34,0.51,MIXED
2026-08-07,M10,AUROPHARMA,BUY,BUY-EX7,106,10:05,605,1603.6,,BREAKOUT,1,0,,0.51,1.687,PHA,,,,,,,,824.0,,1.11,,100% trail 11:45,735,1.11,100% trail 11:45,2.45,0.1,0.96,1.13,3.39,0.51,MIXED
2026-08-07,M10,MFSL,BUY,BUY-EX17,102,10:10,610,1521.3,,BREAKOUT,1,0,,0.51,0.648,INSURANCE,,,,,,,,-371.0,,-1.0,,100% SL 13:30,-456,-1.0,100% SL 13:30,0.23,2.01,0.23,0.23,-0.76,0.51,MIXED
2026-08-07,M10,PATANJALI,BUY,BUY-EX6,105,10:05,605,357.05,,BREAKOUT,1,0,,0.51,0.734,FMCG,,,,,,,,-724.0,,-1.0,,100% SL 12:10,-811,-1.0,100% SL 12:00,0.03,1.15,0.03,0.03,-0.71,0.51,MIXED
2026-08-07,M10,BHARATFORG,BUY,BUY-EX5,104,10:30,630,2226.0,,BREAKOUT,1,0,,0.51,2.718,AUTO,,,,,,,,261.0,,0.72,,100% trail 11:20,174,0.72,100% trail 11:20,2.68,0.62,1.76,1.76,1.87,0.51,MIXED
2026-08-07,M10,RADICO,BUY,BUY-EX5,104,10:30,630,4478.4,,BREAKOUT,1,0,,0.51,2.504,FMCG,,,,,,,,51.0,,0.13,,100% EOD 15:20,20,0.13,OPEN,0.33,0.94,0.33,0.33,0.1,0.51,MIXED
2026-08-07,M10,IOC,BUY,BUY-EX7,106,10:45,645,143.1,,PULLBACK,1,0,,0.51,2.361,OIL,,,,,,,,-149.0,,-1.0,,100% SL 12:15,-234,-1.0,100% SL 12:15,0.69,3.05,0.52,0.69,0.2,0.51,MIXED
2026-08-07,M10,DALBHARAT,BUY,BUY-EX7,106,11:05,665,1830.1,,BREAKOUT,1,0,,0.51,1.785,CEMENT,,,,,,,,-135.0,,-0.26,,OPEN,-166,-0.26,OPEN,0.1,0.82,0.1,0.1,-0.27,0.51,MIXED
2026-08-07,M10,POLICYBZR,BUY,BUY-EX7,106,11:05,665,1599.5,,BREAKOUT,1,0,,0.51,0.345,INSURANCE,,,,,,,,338.0,,0.65,,100% EOD 15:20,307,0.65,OPEN,0.83,0.69,0.83,0.83,0.68,0.51,MIXED
2026-08-07,M10,ADANIENT,SELL,ENTRY SELL,290,09:25,565,3024.4,,,0,0,scanner-table preview (90/290) — no chart label,0.51,-0.839,INFRA,,,,,,,,,,,,,-290,-1.0,100% SL 11:00,1.55,1.18,0.48,0.81,0.64,0.51,MIXED
2026-08-07,M10,AMBER,BUY,ENTRY BUY,90,09:20,560,7437.0,,,0,0,scanner-table preview (90/290) — no chart label,0.51,0.813,CDUR,,,,,,,,,,,,,-501,-1.0,100% SL 09:45,1.7,1.53,0.24,0.24,-0.02,0.51,MIXED
2026-08-07,M10,AUROPHARMA,BUY,ENTRY BUY,90,09:20,560,1594.9,,,0,0,scanner-table preview (90/290) — no chart label,0.51,1.135,PHA,,,,,,,,,,,,,1005,2.3,100% trail 11:45,4.41,0.78,0.66,0.91,3.96,0.51,MIXED
2026-08-07,M10,DELHIVERY,SELL,ENTRY SELL,290,09:20,560,467.15,,,0,0,scanner-table preview (90/290) — no chart label,0.51,-0.394,LOGISTICS,,,,,,,,,,,,,-280,-1.0,100% SL 09:25,0.67,7.18,0.67,0.67,-1.12,0.51,MIXED
2026-08-07,M10,EICHERMOT,BUY,ENTRY BUY,90,09:20,560,8009.5,,,0,0,scanner-table preview (90/290) — no chart label,0.51,1.271,AUTO,,,,,,,,,,,,,-29,0.18,100% trail 11:00,1.14,0.68,0.64,1.14,0.13,0.51,MIXED
2026-08-07,M10,ETERNAL,BUY,ENTRY BUY,90,09:20,560,316.7,,,0,0,scanner-table preview (90/290) — no chart label,0.51,2.095,NEWAGE,,,,,,,,,,,,,-560,-1.0,100% SL 10:15,0.05,1.18,0.03,0.03,-0.54,0.51,MIXED
2026-08-07,M10,HCLTECH,BUY,ENTRY BUY,90,09:25,565,1362.2,,,0,0,scanner-table preview (90/290) — no chart label,0.51,0.979,IT,,,,,,,,,,,,,-232,-0.26,OPEN,0.3,0.94,0.3,0.3,-0.41,0.51,MIXED
2026-08-07,M10,HINDPETRO,BUY,ENTRY BUY,90,09:20,560,395.05,,,0,0,scanner-table preview (90/290) — no chart label,0.51,1.686,OIL,,,,,,,,,,,,,-456,-1.0,100% SL 14:05,0.03,1.04,0.03,0.03,-0.51,0.51,MIXED
2026-08-07,M10,INFY,BUY,ENTRY BUY,90,09:20,560,1174.3,,,0,0,scanner-table preview (90/290) — no chart label,0.51,1.522,IT,,,,,,,,,,,,,3,0.05,OPEN,0.5,0.34,0.5,0.5,0.07,0.51,MIXED
2026-08-07,M10,IOC,BUY,ENTRY BUY,90,09:20,560,142.85,,,0,0,scanner-table preview (90/290) — no chart label,0.51,2.182,OIL,,,,,,,,,,,,,155,0.51,OPEN,0.52,0.99,0.34,0.34,0.37,0.51,MIXED
2026-08-07,M10,IREDA,BUY,ENTRY BUY,90,09:20,560,120.67,,,0,0,scanner-table preview (90/290) — no chart label,0.51,0.575,FIN,,,,,,,,,,,,,20,1.22,100% trail 10:10,5.43,5.0,5.43,5.43,-0.72,0.51,MIXED
2026-08-07,M10,IRFC,BUY,ENTRY BUY,90,09:20,560,89.18,,,0,0,scanner-table preview (90/290) — no chart label,0.51,0.315,RAILWAYS,,,,,,,,,,,,,-199,-1.0,100% SL 09:25,1.45,3.05,1.4,1.45,-0.48,0.51,MIXED
2026-08-07,M10,NHPC,SELL,ENTRY SELL,290,09:20,560,77.2,,,0,0,scanner-table preview (90/290) — no chart label,0.51,-1.228,ENE,,,,,,,,,,,,,120,0.49,OPEN,0.76,0.57,0.29,0.39,0.32,0.51,MIXED
2026-08-07,M10,NTPC,BUY,ENTRY BUY,90,09:20,560,346.2,,,0,0,scanner-table preview (90/290) — no chart label,0.51,0.391,ENE,,,,,,,,,,,,,-393,-1.0,100% SL 13:55,0.38,1.49,0.38,0.38,-0.64,0.51,MIXED
2026-08-07,M10,NYKAA,SELL,ENTRY SELL,290,09:20,560,329.65,,,0,0,scanner-table preview (90/290) — no chart label,0.51,-1.302,NEWAGE,,,,,,,,,,,,,-498,-1.0,100% SL 09:45,0.37,2.28,0.37,0.37,-0.55,0.51,MIXED
2026-08-07,M10,PATANJALI,SELL,ENTRY SELL,290,09:20,560,353.35,,,0,0,scanner-table preview (90/290) — no chart label,0.51,-0.31,FMCG,,,,,,,,,,,,,-409,-1.0,100% SL 10:00,0.99,1.69,0.61,0.61,-0.33,0.51,MIXED
2026-08-07,M10,POLICYBZR,BUY,ENTRY BUY,90,09:20,560,1595.5,,,0,0,scanner-table preview (90/290) — no chart label,0.51,0.094,INSURANCE,,,,,,,,,,,,,-329,-1.0,100% SL 09:25,2.29,1.59,0.37,0.37,0.93,0.51,MIXED
2026-08-07,M10,POLICYBZR,SELL,ENTRY SELL,290,09:25,565,1586.4,,,0,0,scanner-table preview (90/290) — no chart label,0.51,-0.477,INSURANCE,,,,,,,,,,,,,-574,-1.0,100% SL 11:05,0.21,1.72,0.04,0.08,-1.51,0.51,MIXED
2026-08-07,M10,SBILIFE,SELL,ENTRY SELL,290,09:20,560,1858.7,,,0,0,scanner-table preview (90/290) — no chart label,0.51,-0.45,INSURANCE,,,,,,,,,,,,,-394,-1.0,100% SL 14:50,0.5,1.1,0.26,0.26,-0.07,0.51,MIXED
2026-08-07,M10,SHREECEM,SELL,ENTRY SELL,290,09:25,565,26080.0,,,0,0,scanner-table preview (90/290) — no chart label,0.51,-1.622,CEMENT,,,,,,,,,,,,,-37,-0.05,OPEN,0.21,0.84,0.04,0.04,-0.06,0.51,MIXED
2026-08-07,M10,TATASTEEL,BUY,ENTRY BUY,90,09:25,565,189.45,,,0,0,scanner-table preview (90/290) — no chart label,0.51,1.316,MET,,,,,,,,,,,,,-246,-1.0,100% SL 09:30,0.08,4.5,0.08,0.08,-0.8,0.51,MIXED
2026-08-07,M10,WIPRO,BUY,ENTRY BUY,90,09:25,565,187.68,,,0,0,scanner-table preview (90/290) — no chart label,0.51,0.66,IT,,,,,,,,,,,,,-289,-0.47,OPEN,0.33,0.71,0.33,0.33,-0.52,0.51,MIXED
2026-08-07,M10,YESBANK,BUY,ENTRY BUY,90,09:20,560,22.78,,,0,0,scanner-table preview (90/290) — no chart label,0.51,1.065,BANK,,,,,,,,,,,,,-361,-1.0,100% SL 13:30,0.17,1.25,0.17,0.17,-0.4,0.51,MIXED
2026-08-07,M10,CAMS,SELL,SELL-EX8,208,09:30,570,790.2,,,0,0,BULL tape (adv ≥55%) — SELL side blocked (v2.1 alignment),0.51,-0.378,CAPMKTS,,,,,,,,,,,,,372,0.66,100% trail 13:30,1.1,0.16,0.65,0.83,0.66,0.51,MIXED
2026-08-07,M10,CONCOR,SELL,SELL-EX3,203,09:30,570,509.65,,,0,0,BULL tape (adv ≥55%) — SELL side blocked (v2.1 alignment),0.51,-3.108,LOGISTICS,,,,,,,,,,,,,394,1.02,OPEN,1.02,0.7,0.05,0.05,0.87,0.51,MIXED
2026-08-07,M10,GLENMARK,BUY,BUY-EX,101,09:30,570,2274.5,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,3.058,PHA,,,,,,,,,,,,,190,0.55,OPEN,0.77,0.57,0.47,0.47,0.46,0.51,MIXED
2026-08-07,M10,IEX,SELL,SELL-EX3,203,09:30,570,127.52,,,0,0,BULL tape (adv ≥55%) — SELL side blocked (v2.1 alignment),0.51,-2.953,CAPMKTS,,,,,,,,,,,,,5,0.1,OPEN,0.85,0.31,0.38,0.4,0.09,0.51,MIXED
2026-08-07,M10,IREDA,BUY,BUY-EX,101,09:30,570,120.88,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,0.75,FIN,,,,,,,,,,,,,-86,0.01,100% trail 10:10,2.21,3.0,2.21,2.21,-0.89,0.51,MIXED
2026-08-07,M10,SBIN,BUY,BUY-EX,101,09:30,570,1086.6,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,6.113,PSUBK,,,,,,,,,,,,,447,0.94,OPEN,3.41,0.49,0.23,0.36,0.96,0.51,MIXED
2026-08-07,M10,UNIONBANK,BUY,BUY-EX,101,09:30,570,180.99,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,6.059,PSUBK,,,,,,,,,,,,,200,1.02,100% trail 10:10,3.8,0.43,2.45,2.45,1.33,0.51,MIXED
2026-08-07,M10,UNITDSPR,SELL,SELL-EX8,208,09:30,570,1520.3,,,0,0,BULL tape (adv ≥55%) — SELL side blocked (v2.1 alignment),0.51,-0.764,FMCG,,,,,,,,,,,,,212,0.83,OPEN,0.83,1.0,0.18,0.18,0.52,0.51,MIXED
2026-08-07,M10,ASHOKLEY,BUY,BUY-EX,101,09:35,575,176.65,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,11.241,AUTO,,,,,,,,,,,,,-358,-1.0,100% SL 11:10,1.41,1.21,0.29,0.99,0.2,0.51,MIXED
2026-08-07,M10,BAJAJ-AUTO,BUY,BUY-EX,101,09:35,575,11684.0,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,2.088,AUTO,,,,,,,,,,,,,-205,-0.39,OPEN,0.41,0.69,0.38,0.38,-0.38,0.51,MIXED
2026-08-07,M10,BANDHANBNK,BUY,BUY-EX,101,09:40,580,175.49,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,1.527,BANK,,,,,,,,,,,,,120,0.26,OPEN,0.85,0.87,0.21,0.44,0.3,0.51,MIXED
2026-08-07,M10,CAMS,SELL,ENTRY SELL,290,09:35,575,788.3,,,0,0,scanner-table preview (90/290) — no chart label,0.51,-0.618,CAPMKTS,,,,,,,,,,,,,166,0.26,OPEN,0.79,0.17,0.41,0.56,0.42,0.51,MIXED
2026-08-07,M10,CDSL,SELL,SELL-EX8,208,09:35,575,1327.3,,,0,0,BULL tape (adv ≥55%) — SELL side blocked (v2.1 alignment),0.51,-0.726,CAPMKTS,,,,,,,,,,,,,-141,-0.37,OPEN,0.43,0.62,0.34,0.34,-0.2,0.51,MIXED
2026-08-07,M10,CGPOWER,BUY,BUY-EX,101,09:40,580,878.35,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,5.444,CAPGOODS,,,,,,,,,,,,,-276,-1.0,100% SL 09:45,0.69,2.46,0.19,0.19,0.19,0.51,MIXED
2026-08-07,M10,CUMMINSIND,BUY,BUY-EX,101,09:40,580,5447.0,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,0.786,CAPGOODS,,,,,,,,,,,,,-219,-0.21,OPEN,0.28,0.45,0.11,0.11,-0.39,0.51,MIXED
2026-08-07,M10,EICHERMOT,BUY,BUY-EX,101,09:35,575,8024.5,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,1.46,AUTO,,,,,,,,,,,,,-57,-0.07,OPEN,0.65,0.75,0.65,0.65,-0.06,0.51,MIXED
2026-08-07,M10,GODREJCP,BUY,BUY-EX,101,09:35,575,1082.4,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,0.98,FMCG,,,,,,,,,,,,,-469,-1.0,100% SL 10:40,0.46,6.03,0.46,0.46,-2.99,0.51,MIXED
2026-08-07,M10,INDIGO,BUY,BUY-EX,101,09:40,580,5346.0,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,2.453,TRAVEL,,,,,,,,,,,,,-3,0.05,OPEN,0.33,0.58,0.33,0.33,0.06,0.51,MIXED
2026-08-07,M10,JSWENERGY,BUY,BUY-EX,101,09:35,575,564.7,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,3.977,ENE,,,,,,,,,,,,,-57,-0.06,OPEN,0.58,0.88,0.16,0.16,-0.05,0.51,MIXED
2026-08-07,M10,KFINTECH,SELL,ENTRY SELL,290,09:35,575,926.95,,,0,0,scanner-table preview (90/290) — no chart label,0.51,-1.383,CAPMKTS,,,,,,,,,,,,,-302,-1.0,100% SL 09:50,0.48,2.48,0.48,0.48,-0.98,0.51,MIXED
2026-08-07,M10,PATANJALI,SELL,SELL-EX5,205,09:40,580,352.1,,,0,0,BULL tape (adv ≥55%) — SELL side blocked (v2.1 alignment),0.51,-0.663,FMCG,,,,,,,,,,,,,-596,-1.0,100% SL 10:00,0.28,1.43,0.04,0.04,-0.68,0.51,MIXED
2026-08-07,M10,PETRONET,BUY,ENTRY BUY,90,09:40,580,279.85,,,0,0,scanner-table preview (90/290) — no chart label,0.51,0.305,OIL,,,,,,,,,,,,,-369,-0.42,OPEN,0.11,0.85,0.11,0.11,-0.68,0.51,MIXED
2026-08-07,M10,TVSMOTOR,BUY,BUY-EX,101,09:35,575,4415.6,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,5.008,AUTO,,,,,,,,,,,,,121,0.49,100% trail 10:10,1.1,0.11,1.1,1.1,0.58,0.51,MIXED
2026-08-07,M10,UNOMINDA,BUY,BUY-EX,101,09:35,575,1279.1,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,9.138,AUTO,,,,,,,,,,,,,199,0.41,OPEN,0.91,0.64,0.69,0.69,0.46,0.51,MIXED
2026-08-07,M10,WAAREEENER,BUY,BUY-EX,101,09:40,580,2683.0,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,1.938,GREEN,,,,,,,,,,,,,372,0.96,100% trail 11:55,1.76,0.56,0.43,1.76,1.27,0.51,MIXED
2026-08-07,M10,AMBER,SELL,SELL-EX2,202,09:45,585,7350.5,,,0,0,BULL tape (adv ≥55%) — SELL side blocked (v2.1 alignment),0.51,-0.359,CDUR,,,,,,,,,,,,,-708,-1.0,100% SL 10:50,0.2,1.97,0.2,0.2,-1.16,0.51,MIXED
2026-08-07,M10,BAJAJHLDNG,BUY,BUY-EX,101,09:45,585,11395.0,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,4.359,FIN,,,,,,,,,,,,,-413,-1.0,100% SL 13:15,0.22,1.37,0.13,0.22,-0.98,0.51,MIXED
2026-08-07,M10,ICICIGI,BUY,BUY-EX,101,09:45,585,1648.8,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,1.023,INSURANCE,,,,,,,,,,,,,-436,-1.0,100% SL 14:00,0.8,1.5,0.15,0.15,-0.59,0.51,MIXED
2026-08-07,M10,INDIANB,BUY,BUY-EX,101,09:45,585,887.8,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,7.41,PSUBK,,,,,,,,,,,,,-132,-0.18,OPEN,1.13,0.41,0.34,0.43,-0.2,0.51,MIXED
2026-08-07,M10,SWIGGY,SELL,SELL-EX8,208,09:45,585,285.35,,,0,0,BULL tape (adv ≥55%) — SELL side blocked (v2.1 alignment),0.51,-2.909,NEWAGE,,,,,,,,,,,,,629,1.12,100% trail 14:45,1.94,0.55,0.37,0.37,1.87,0.51,MIXED
2026-08-07,M10,TATACONSUM,SELL,SELL-EX5,205,09:45,585,1086.4,,,0,0,BULL tape (adv ≥55%) — SELL side blocked (v2.1 alignment),0.51,-0.785,FMCG,,,,,,,,,,,,,192,1.52,100% trail 12:25,2.11,0.73,0.63,0.63,0.4,0.51,MIXED
2026-08-07,M10,TMPV,BUY,BUY-EX,101,09:45,585,346.1,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,3.344,AUTO,,,,,,,,,,,,,-69,0.05,100% trail 11:30,1.47,0.65,1.47,1.47,-0.06,0.51,MIXED
2026-08-07,M10,VOLTAS,SELL,SELL-EX3,203,09:45,585,1276.0,,,0,0,BULL tape (adv ≥55%) — SELL side blocked (v2.1 alignment),0.51,-4.634,CDUR,,,,,,,,,,,,,-258,-0.25,OPEN,0.15,0.67,0.15,0.15,-0.55,0.51,MIXED
2026-08-07,M10,ADANIGREEN,BUY,BUY-EX,101,09:50,590,1380.9,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,1.679,GREEN,,,,,,,,,,,,,-622,-1.0,100% SL 15:00,0.61,1.02,0.3,0.61,-1.01,0.51,MIXED
2026-08-07,M10,BANKINDIA,BUY,BUY-EX,101,09:50,590,143.1,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,4.148,PSUBK,,,,,,,,,,,,,391,1.07,OPEN,1.81,0.88,0.16,0.16,0.85,0.51,MIXED
2026-08-07,M10,BRITANNIA,BUY,BUY-EX,101,09:50,590,5648.5,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.51,2.143,FMCG,,,,,,,,,,,,,-942,-1.0,100% SL 15:05,0.08,1.01,0.08,0.08,-2.49,0.51,MIXED
