day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s
2026-08-26,M10,ADANIPOWER,BUY,BUY-EX17,102,09:35,575,210.78,,BREAKOUT,1,0,,0.624,3.253,ENE,,,,,,,,-581.0,,-0.65,,OPEN
2026-08-26,M10,BANKINDIA,BUY,BUY-EX17,102,09:30,570,146.7,,BREAKOUT,1,0,,0.624,2.984,PSUBK,,,,,,,,-309.0,,-0.41,,OPEN
2026-08-26,M10,CHOLAFIN,BUY,BUY-EX17,102,09:35,575,1918.4,,BREAKOUT,1,0,,0.624,2.462,FIN,,,,,,,,-880.0,,-1.0,,100% SL 12:40
2026-08-26,M10,DIVISLAB,BUY,BUY-EX17,102,09:40,580,8881.5,,BREAKOUT,1,0,,0.624,3.496,PHA,,,,,,,,562.0,,0.77,,OPEN
2026-08-26,M10,GODFRYPHLP,BUY,BUY-EX17,102,09:35,575,2136.9,,BREAKOUT,1,0,,0.624,1.007,FMCG,,,,,,,,400.0,,0.64,,OPEN
2026-08-26,M10,HDFCLIFE,BUY,BUY-EX17,102,09:40,580,554.95,,BREAKOUT,1,0,,0.624,3.017,INSURANCE,,,,,,,,386.0,,0.77,,100% trail 12:20
2026-08-26,M10,ICICIPRULI,BUY,BUY-EX17,102,09:35,575,519.25,,BREAKOUT,1,0,,0.624,2.913,INSURANCE,,,,,,,,86.0,,0.11,,OPEN
2026-08-26,M10,KOTAKBANK,BUY,BUY-EX17,102,09:30,570,407.4,,BREAKOUT,1,0,,0.624,4.274,BANK,,,,,,,,582.0,,0.9,,100% trail 11:30
2026-08-26,M10,LICHSGFIN,BUY,BUY-EX17,102,09:40,580,523.35,,BREAKOUT,1,0,,0.624,5.154,FIN,,,,,,,,127.0,,0.14,,OPEN
2026-08-26,M10,VEDL,BUY,BUY-EX17,102,09:40,580,280.7,,BREAKOUT,1,0,,0.624,4.739,MET,,,,,,,,769.0,,0.86,,OPEN
