day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s,cf_net,cf_r,cf_exit,mfe_r,mae_r,mfe30_r,mfe60_r,eod_pct,bear_close,day_regime
2026-09-11,M10,APOLLOHOSP,BUY,BUY-EX12,111,11:00,660,8898.0,,PULLBACK,1,0,,0.333,-0.022,HOSPITALS,,,,,,,,124.0,,1.08,,100% trail 12:20,45,1.11,100% trail 12:20,2.3,2.79,1.28,1.71,-0.7,0.338,MIXED
2026-09-11,M10,AXISBANK,BUY,BUY-EX7,106,11:10,670,1246.4,,BREAKOUT,1,0,,0.333,0.032,BANK,,,,,,,,184.0,,0.42,,OPEN,-47,-0.04,OPEN,0.59,0.41,0.09,0.09,-0.03,0.338,MIXED
2026-09-11,M10,BAJAJHLDNG,BUY,BUY-EX6,105,10:10,610,11070.0,,BREAKOUT,1,0,,0.333,0.71,FIN,,,,,,,,88.0,,0.15,,OPEN,228,0.43,OPEN,0.51,0.45,0.51,0.51,0.58,0.338,MIXED
2026-09-11,M10,BANKBARODA,BUY,BUY-EX7,106,11:10,670,236.93,,BREAKOUT,1,0,,0.333,-0.29,PSUBK,,,,,,,,-181.0,,-1.0,,100% SL 11:45,-269,-1.0,100% SL 11:45,1.4,1.09,0.19,0.19,0.51,0.338,MIXED
2026-09-11,M10,BHARTIARTL,BUY,BUY-EX17,102,09:30,570,1846.4,,BREAKOUT,1,0,,0.333,0.402,TELECOM,,,,,,,,-146.0,,-0.35,,OPEN,-444,-0.99,OPEN,0.36,0.99,0.3,0.3,-0.83,0.338,MIXED
2026-09-11,M10,BOSCHLTD,BUY,BUY-EX17,102,10:45,645,48795.0,,BREAKOUT,1,0,,0.333,0.041,AUTO,,,,,,,,-265.0,,-1.0,,100% SL 14:25,-351,-1.0,100% SL 14:25,0.59,2.7,0.21,0.55,-0.84,0.338,MIXED
2026-09-11,M10,COFORGE,BUY,BUY-EX17,102,10:10,610,1845.0,,BREAKOUT,1,0,,0.333,0.649,IT,,,,,,,,259.0,,0.55,,OPEN,9,0.09,OPEN,0.78,0.72,0.42,0.42,0.08,0.338,MIXED
2026-09-11,M10,DRREDDY,BUY,BUY-EX7,106,10:15,615,1146.5,,BREAKOUT,1,0,,0.333,0.306,PHA,,,,,,,,1134.0,,4.17,,100% trail 12:50,1046,4.17,100% trail 12:50,5.56,0.36,1.82,3.08,1.66,0.338,MIXED
2026-09-11,M10,GAIL,BUY,BUY-EX17,102,10:00,600,175.09,,BREAKOUT,1,0,,0.333,0.344,OIL,,,,,,,,-282.0,,-0.47,,OPEN,-450,-0.7,OPEN,0.02,0.85,0.02,0.02,-0.84,0.338,MIXED
2026-09-11,M10,GLENMARK,BUY,BUY-EX7,106,10:45,645,2420.6,,BREAKOUT,1,0,,0.333,0.232,PHA,,,,,,,,88.0,,0.15,,OPEN,-58,-0.05,OPEN,0.36,0.34,0.03,0.03,-0.06,0.338,MIXED
2026-09-11,M10,ICICIBANK,BUY,BUY-EX12,111,10:40,640,1378.4,,BREAKOUT,1,0,,0.333,-0.441,BANK,,,,,,,,133.0,,0.34,,OPEN,1,0.08,OPEN,0.97,0.19,0.45,0.54,0.07,0.338,MIXED
2026-09-11,M10,IDFCFIRSTB,BUY,BUY-EX7,106,11:10,670,86.62,,BREAKOUT,1,0,,0.333,-0.253,BANK,,,,,,,,-241.0,,-1.0,,100% SL 12:10,-329,-1.0,100% SL 12:10,0.17,1.36,0.17,0.17,-0.47,0.338,MIXED
2026-09-11,M10,ITC,BUY,BUY-EX17,102,09:45,585,260.55,,BREAKOUT,1,0,,0.333,0.482,FMCG,,,,,,,,76.0,,0.15,,OPEN,-165,-0.27,OPEN,0.4,0.27,0.08,0.17,-0.27,0.338,MIXED
2026-09-11,M10,KOTAKBANK,BUY,BUY-EX12,111,10:35,635,415.5,,BREAKOUT,1,0,,0.333,-0.252,BANK,,,,,,,,204.0,,0.27,,OPEN,389,0.55,OPEN,0.71,0.28,0.02,0.66,0.84,0.338,MIXED
2026-09-11,M10,KPITTECH,BUY,BUY-EX17,102,10:05,605,552.0,,BREAKOUT,1,0,,0.333,0.191,IT,,,,,,,,153.0,,0.28,,OPEN,127,0.29,OPEN,0.63,0.23,0.25,0.42,0.32,0.338,MIXED
2026-09-11,M10,LUPIN,BUY,BUY-EX5,104,10:45,645,2082.7,,BREAKOUT,1,0,,0.333,0.236,PHA,,,,,,,,424.0,,0.93,,100% trail 14:25,335,0.93,100% trail 14:25,1.34,0.23,0.53,0.65,0.59,0.338,MIXED
2026-09-11,M10,MANKIND,BUY,BUY-EX7,106,10:45,645,2253.2,,BREAKOUT,1,0,,0.333,0.661,PHA,,,,,,,,442.0,,0.74,,OPEN,559,0.98,OPEN,0.98,0.3,0.18,0.18,1.19,0.338,MIXED
2026-09-11,M10,MARICO,BUY,BUY-EX5,104,10:15,615,803.75,,BREAKOUT,1,0,,0.333,0.093,FMCG,,,,,,,,43.0,,0.12,,100% trail 13:40,-45,0.12,100% trail 13:40,1.11,0.57,0.94,0.99,-0.21,0.338,MIXED
2026-09-11,M10,MOTHERSON,BUY,BUY-EX7,106,10:40,640,163.5,,BREAKOUT,1,0,,0.333,0.184,AUTO,,,,,,,,271.0,,0.52,,100% trail 13:35,183,0.52,100% trail 13:35,1.22,0.47,0.64,0.96,0.58,0.338,MIXED
2026-09-11,M10,NESTLEIND,BUY,BUY-EX17,102,10:00,600,1387.7,,BREAKOUT,1,0,,0.333,0.108,FMCG,,,,,,,,-223.0,,-0.43,,OPEN,-189,-0.31,OPEN,0.92,0.72,0.7,0.92,-0.32,0.338,MIXED
2026-09-11,M10,NHPC,BUY,BUY-EX7,106,09:50,590,76.83,,BREAKOUT,1,0,,0.333,0.629,ENE,,,,,,,,-117.0,,-0.18,,OPEN,-324,-0.46,OPEN,0.58,0.46,0.58,0.58,-0.59,0.338,MIXED
2026-09-11,M10,PATANJALI,BUY,BUY-EX6,105,10:40,640,339.9,,BREAKOUT,1,0,,0.333,0.044,FMCG,,,,,,,,-0.0,,-0.0,,OPEN,131,0.4,OPEN,0.4,0.97,0.24,0.24,0.32,0.338,MIXED
2026-09-11,M10,PNBHOUSING,BUY,BUY-EX6,105,10:15,615,1185.5,,BREAKOUT,1,0,,0.333,0.551,FIN,,,,,,,,-424.0,,-0.51,,OPEN,-308,-0.33,OPEN,0.21,0.81,0.21,0.21,-0.56,0.338,MIXED
2026-09-11,M10,POLICYBZR,BUY,BUY-EX12,111,10:35,635,1797.6,,BREAKOUT,1,0,,0.333,-0.133,INSURANCE,,,,,,,,-111.0,,-0.13,,OPEN,-38,-0.01,OPEN,0.51,0.41,0.28,0.48,-0.02,0.338,MIXED
2026-09-11,M10,TMPV,SELL,SELL-EX12,212,09:45,585,296.95,,BREAKOUT,1,0,,0.333,-1.181,AUTO,,,,,,,,-480.0,,-1.0,,100% SL 10:45,-568,-1.0,100% SL 10:45,0.09,2.6,0.09,0.09,-1.4,0.338,MIXED
2026-09-11,M10,360ONE,SELL,ENTRY SELL,290,09:20,560,1075.8,,,0,0,scanner-table preview (90/290) — no chart label,0.333,-1.744,CAPMKTS,,,,,,,,,,,,,-719,-1.0,100% SL 12:45,0.7,1.64,0.56,0.7,-1.41,0.338,MIXED
2026-09-11,M10,360ONE,SELL,SELL-EX3,203,09:55,595,1068.0,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.333,-2.457,CAPMKTS,,,,,,,,,,,,,-960,-1.0,100% SL 12:45,0.08,1.41,0.08,0.08,-2.15,0.338,MIXED
2026-09-11,M10,360ONE,BUY,BUY-EX9,108,11:10,670,1081.7,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.333,-1.206,CAPMKTS,,,,,,,,,,,,,353,0.8,100% trail 15:15,1.39,0.55,0.22,0.22,0.86,0.338,MIXED
2026-09-11,M10,ABB,SELL,ENTRY SELL,290,09:20,560,7210.0,,,0,0,scanner-table preview (90/290) — no chart label,0.333,-1.624,CAPGOODS,,,,,,,,,,,,,-422,-1.0,100% SL 10:00,0.62,1.98,0.62,0.62,-0.89,0.338,MIXED
2026-09-11,M10,ABCAPITAL,SELL,SELL-EX12,212,09:30,570,392.2,,,0,0,below prev close ₹400.00 — not green (v2.1: red BUY −0.31R · chop-tape red SELL ,0.333,-1.95,FIN,,,,,,,,,,,,,-377,-1.0,100% SL 12:00,0.53,1.67,0.53,0.53,-0.71,0.338,MIXED
2026-09-11,M10,ADANIGREEN,SELL,SELL-EX5,205,10:45,645,1278.4,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.333,-1.593,GREEN,,,,,,,,,,,,,-155,-0.33,OPEN,0.55,0.84,0.55,0.55,-0.23,0.338,MIXED
2026-09-11,M10,ADANIPORTS,SELL,SELL-EX1,201,10:50,650,1752.7,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.333,-0.865,LOGISTICS,,,,,,,,,,,,,-497,-1.0,100% SL 14:00,0.11,1.3,0.11,0.11,-0.68,0.338,MIXED
2026-09-11,M10,ADANIPOWER,SELL,ENTRY SELL,290,09:25,565,210.25,,,0,0,scanner-table preview (90/290) — no chart label,0.333,-1.522,ENE,,,,,,,,,,,,,24,0.14,OPEN,0.92,0.39,0.23,0.27,0.13,0.338,MIXED
2026-09-11,M10,ADANIPOWER,SELL,SELL-EX1,201,10:25,625,209.73,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.333,-1.766,ENE,,,,,,,,,,,,,62,0.5,100% trail 13:50,1.01,0.94,0.0,0.01,-0.11,0.338,MIXED
2026-09-11,M10,AMBER,SELL,ENTRY SELL,290,09:20,560,7180.0,,,0,0,scanner-table preview (90/290) — no chart label,0.333,-1.374,CDUR,,,,,,,,,,,,,-475,-1.0,100% SL 14:00,0.82,1.2,0.82,0.82,-0.91,0.338,MIXED
