day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s,cf_net,cf_r,cf_exit,mfe_r,mae_r,mfe30_r,mfe60_r,eod_pct,bear_close,day_regime
2026-09-04,M10,ADANIENSOL,BUY,BUY-EX12,111,09:35,575,1393.7,,BREAKOUT,1,0,,0.6,0.577,ENE,,,,,,,,281.0,,0.57,,100% trail 12:10,195,0.57,100% trail 12:10,1.36,0.82,0.36,1.29,1.14,0.6,MIXED
2026-09-04,M10,ADANIENT,BUY,BUY-EX17,102,09:35,575,2913.0,,BREAKOUT,1,0,,0.6,0.414,INFRA,,,,,,,,401.0,,0.77,,100% trail 13:00,313,0.77,100% trail 13:00,1.69,0.55,0.45,1.03,0.82,0.6,MIXED
2026-09-04,M10,ADANIGREEN,BUY,BUY-EX17,102,09:35,575,1291.6,,BREAKOUT,1,0,,0.6,0.639,GREEN,,,,,,,,285.0,,0.57,,OPEN,254,0.57,OPEN,0.97,0.65,0.22,0.34,0.58,0.6,MIXED
2026-09-04,M10,ADANIPOWER,BUY,BUY-EX12,111,09:35,575,208.5,,BREAKOUT,1,0,,0.6,0.101,ENE,,,,,,,,-366.0,,-1.0,,100% SL 12:25,-453,-1.0,100% SL 12:25,0.26,1.14,0.26,0.26,-0.77,0.6,MIXED
2026-09-04,M10,APLAPOLLO,BUY,BUY-EX12,111,09:50,590,2165.8,,BREAKOUT,1,0,,0.6,0.296,MET,,,,,,,,231.0,,0.67,,100% trail 11:00,143,0.67,100% trail 11:00,5.99,0.55,1.21,2.07,3.85,0.6,MIXED
2026-09-04,M10,BAJAJHLDNG,BUY,BUY-EX17,102,09:45,585,11209.0,,BREAKOUT,1,0,,0.6,0.394,FIN,,,,,,,,335.0,,1.18,,100% trail 11:00,256,1.18,100% trail 11:00,2.05,1.53,1.54,2.05,0.27,0.6,MIXED
2026-09-04,M10,BANDHANBNK,BUY,BUY-EX12,111,09:35,575,166.55,,BREAKOUT,1,0,,0.6,1.413,BANK,,,,,,,,-484.0,,-1.0,,100% SL 12:35,-572,-1.0,100% SL 12:35,0.12,1.19,0.12,0.12,-1.03,0.6,MIXED
2026-09-04,M10,BPCL,BUY,BUY-EX6,105,10:05,605,320.45,,BREAKOUT,1,0,,0.6,0.125,OIL,,,,,,,,-345.0,,-1.0,,100% SL 12:10,-433,-1.0,100% SL 12:10,0.05,1.63,0.05,0.05,-1.06,0.6,MIXED
2026-09-04,M10,DLF,BUY,BUY-EX12,111,09:55,595,686.95,,BREAKOUT,1,0,,0.6,0.778,REALTY,,,,,,,,-373.0,,-1.0,,100% SL 15:10,-460,-1.0,100% SL 15:10,0.54,1.13,0.3,0.3,-0.74,0.6,MIXED
2026-09-04,M10,FORCEMOT,BUY,BUY-EX5,104,10:15,615,17712.0,,BREAKOUT,1,0,,0.6,1.211,AUTO,,,,,,,,-115.0,,-0.49,,100% trail 12:25,-177,-0.49,100% trail 12:25,1.21,1.28,1.21,1.21,-0.66,0.6,MIXED
2026-09-04,M10,GODREJPROP,BUY,BUY-EX5,104,10:00,600,2020.0,,BREAKOUT,1,0,,0.6,0.924,REALTY,,,,,,,,-437.0,,-1.0,,100% SL 11:45,-522,-1.0,100% SL 11:45,0.07,2.65,0.07,0.07,-1.88,0.6,MIXED
2026-09-04,M10,HEROMOTOCO,BUY,BUY-EX17,102,09:30,570,5312.5,,BREAKOUT,1,0,,0.6,0.075,AUTO,,,,,,,,-311.0,,-1.0,,100% SL 11:15,-395,-1.0,100% SL 11:15,0.26,1.52,0.19,0.19,-0.02,0.6,MIXED
