day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s
2026-08-27,M11,ASIANPAINT,SELL,SELL-EX1,201,09:45,585,2632.7,,S1,1,0,,0.69,-1.045,CHEMICALS,,,,,,,,-195.0,,-1.0,,100% SL 10:25
2026-08-27,M11,BANDHANBNK,SELL,NORMAL SELL,280,09:55,595,171.55,,S1,1,0,,0.69,-0.562,BANK,,,,,,,,550.0,,0.66,,OPEN
2026-08-27,M11,BDL,SELL,SELL-EX1,201,10:20,620,1354.7,,S1,1,0,,0.69,-1.897,DEF,,,,,,,,354.0,,0.81,,100% trail 14:00
2026-08-27,M11,BOSCHLTD,BUY,BUY-EX,101,09:45,585,48925.0,,S1+S4,1,0,,0.69,3.294,AUTO,,,,,,,,-360.0,,-1.0,,100% SL 10:05
2026-08-27,M11,CANBK,SELL,SELL-EX1,201,10:10,610,129.06,,S1,1,0,,0.69,-0.624,PSUBK,,,,,,,,331.0,,1.69,,100% trail 15:10
2026-08-27,M11,COLPAL,SELL,SELL-EX3,203,09:50,590,1864.8,,S1+S4,1,0,,0.69,-2.611,FMCG,,,,,,,,274.0,,1.29,,100% trail 11:30
2026-08-27,M11,CUMMINSIND,SELL,NORMAL SELL,280,09:50,590,5214.0,,S1,1,0,,0.69,-4.505,CAPGOODS,,,,,,,,432.0,,1.05,,100% trail 13:15
2026-08-27,M11,ICICIBANK,BUY,BUY-EX,101,09:45,585,1441.0,,S1+S4,1,0,,0.69,1.996,BANK,,,,,,,,147.0,,0.53,,100% trail 13:55
2026-08-27,M11,INFY,SELL,SELL-EX1,201,10:25,625,1112.8,,S1,1,0,,0.69,-0.616,IT,,,,,,,,62.0,,0.2,,OPEN
2026-08-27,M11,IRFC,SELL,SELL-EX1,201,09:55,595,85.75,,S1+S4,1,0,,0.69,-0.959,RAILWAYS,,,,,,,,217.0,,0.94,,100% trail 11:40
2026-08-27,M11,JIOFIN,SELL,NORMAL SELL,280,09:55,595,240.75,,S1,1,0,,0.69,-2.313,FIN,,,,,,,,414.0,,1.05,,OPEN
2026-08-27,M11,MARUTI,SELL,NORMAL SELL,280,09:55,595,13435.0,,S1,1,0,,0.69,-3.143,AUTO,,,,,,,,-30.0,,-0.07,,OPEN
2026-08-27,M11,OBEROIRLTY,SELL,NORMAL SELL,280,10:00,600,1857.0,,S1,1,0,,0.69,-1.491,REALTY,,,,,,,,-364.0,,-0.85,,OPEN
2026-08-27,M11,PFC,SELL,NORMAL SELL,280,09:50,590,356.25,,S1,1,0,,0.69,-5.177,FIN,,,,,,,,224.0,,0.26,,OPEN
2026-08-27,M11,PNB,SELL,SELL-EX1,201,10:20,620,116.6,,S1+S2,1,0,,0.69,-0.248,PSUBK,,,,,,,,401.0,,2.27,,100% trail 14:20
2026-08-27,M11,POLYCAB,SELL,SELL-EX1,201,10:15,615,9063.5,,S1,1,0,,0.69,-2.417,CAPGOODS,,,,,,,,424.0,,1.29,,100% trail 11:50
2026-08-27,M11,POWERGRID,SELL,SELL-EX1,201,09:50,590,263.5,,S1,1,0,,0.69,-1.255,ENE,,,,,,,,-359.0,,-1.03,,100% SL 14:50
2026-08-27,M11,RELIANCE,SELL,NORMAL SELL,280,10:05,605,1299.4,,S1,1,0,,0.69,-1.851,ENE,,,,,,,,287.0,,1.69,,100% trail 11:55
2026-08-27,M11,SBIN,SELL,SELL-EX1,201,10:00,600,1047.0,,S1,1,0,,0.69,-1.32,PSUBK,,,,,,,,136.0,,0.39,,OPEN
2026-08-27,M11,TCS,SELL,NORMAL SELL,280,09:50,590,2253.8,,S1,1,0,,0.69,-1.722,IT,,,,,,,,4.0,,0.01,,OPEN
2026-08-27,M11,UNIONBANK,SELL,SELL-EX1,201,10:10,610,186.75,,S1,1,0,,0.69,-0.48,PSUBK,,,,,,,,374.0,,0.5,,OPEN
2026-08-27,M11,UNITDSPR,SELL,SELL-EX1,201,09:50,590,1517.1,,S1+S4,1,0,,0.69,-1.474,FMCG,,,,,,,,-346.0,,-1.0,,100% SL 13:15
2026-08-27,M11,WIPRO,SELL,NORMAL SELL,280,09:55,595,177.15,,S1,1,0,,0.69,-1.155,IT,,,,,,,,-70.0,,-0.16,,OPEN
2026-08-27,M11,ADANIGREEN,BUY,BUY-EX9,108,11:05,665,1320.4,,S1+S2,1,0,,0.69,0.106,GREEN,,,,,,,,56.0,,0.08,,OPEN
2026-08-27,M11,ASTRAL,SELL,SELL-EX1,201,10:45,645,1529.2,,S1,1,0,,0.69,-0.111,BUILDMAT,,,,,,,,-205.0,,-0.46,,OPEN
2026-08-27,M11,BAJAJ-AUTO,SELL,NORMAL SELL,280,10:55,655,11618.0,,S1,1,0,,0.69,-1.048,AUTO,,,,,,,,-217.0,,-1.0,,100% SL 12:10
2026-08-27,M11,INDUSINDBK,SELL,SELL-EX1,201,10:45,645,995.6,,S1,1,0,,0.69,-2.181,BANK,,,,,,,,-150.0,,-1.0,,100% SL 11:20
2026-08-27,M11,LT,SELL,SELL-EX1,201,11:15,675,4028.6,,S1,1,0,,0.69,-0.72,INFRA,,,,,,,,-169.0,,-1.0,,100% SL 12:00
2026-08-27,M11,M&M,SELL,NORMAL SELL,280,10:50,650,3365.6,,S1,1,0,,0.69,-1.591,AUTO,,,,,,,,115.0,,0.45,,100% trail 14:50
2026-08-27,M11,MOTHERSON,SELL,NORMAL SELL,280,11:05,665,164.95,,S1,1,0,,0.69,-2.959,AUTO,,,,,,,,-97.0,,-0.23,,OPEN
2026-08-27,M11,OIL,SELL,NORMAL SELL,280,10:45,645,465.5,,S1,1,0,,0.69,-3.951,OIL,,,,,,,,-550.0,,-1.0,,100% SL 13:35
2026-08-27,M11,PIDILITIND,BUY,BUY-EX9,108,10:45,645,1662.3,,S1+S2,1,0,,0.69,0.169,CHEMICALS,,,,,,,,-193.0,,-1.0,,100% SL 15:00
2026-08-27,M11,UNOMINDA,BUY,BUY-EX9,108,11:00,660,1270.1,,S1,1,0,,0.69,-0.447,AUTO,,,,,,,,368.0,,1.61,,100% trail 12:30
2026-08-27,M11,LTM,SELL,NORMAL SELL,280,11:45,705,4473.1,,S1,1,0,,0.69,-3.541,IT,,,,,,,,-323.0,,-1.0,,100% SL 12:30
2026-08-27,M11,ABB,SELL,ENTRY SELL,290,09:20,560,7614.5,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.924,CAPGOODS,,,,,,,,,,,,
2026-08-27,M11,ADANIENSOL,BUY,ENTRY BUY,90,09:20,560,1604.8,,,0,0,scanner-table preview (90/290) — no chart label,0.69,0.715,ENE,,,,,,,,,,,,
2026-08-27,M11,ADANIGREEN,SELL,ENTRY SELL,290,09:25,565,1306.9,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.917,GREEN,,,,,,,,,,,,
2026-08-27,M11,APOLLOHOSP,SELL,ENTRY SELL,290,09:20,560,8783.5,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.824,HOSPITALS,,,,,,,,,,,,
2026-08-27,M11,AUROPHARMA,SELL,ENTRY SELL,290,09:20,560,1613.9,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.741,PHA,,,,,,,,,,,,
2026-08-27,M11,BAJAJ-AUTO,SELL,ENTRY SELL,290,09:25,565,11670.0,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.605,AUTO,,,,,,,,,,,,
2026-08-27,M11,BANDHANBNK,SELL,ENTRY SELL,290,09:25,565,171.78,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.429,BANK,,,,,,,,,,,,
2026-08-27,M11,BANKBARODA,SELL,ENTRY SELL,290,09:25,565,243.05,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.885,PSUBK,,,,,,,,,,,,
2026-08-27,M11,BHARTIARTL,SELL,ENTRY SELL,290,09:25,565,1897.9,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-2.12,TELECOM,,,,,,,,,,,,
2026-08-27,M11,CHOLAFIN,SELL,ENTRY SELL,290,09:20,560,1869.8,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.134,FIN,,,,,,,,,,,,
2026-08-27,M11,CONCOR,SELL,ENTRY SELL,290,09:20,560,515.65,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.741,LOGISTICS,,,,,,,,,,,,
2026-08-27,M11,DRREDDY,SELL,ENTRY SELL,290,09:20,560,1182.5,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.245,PHA,,,,,,,,,,,,
2026-08-27,M11,EICHERMOT,SELL,ENTRY SELL,290,09:25,565,7999.5,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.788,AUTO,,,,,,,,,,,,
2026-08-27,M11,GODREJCP,SELL,ENTRY SELL,290,09:20,560,924.7,,,0,0,scanner-table preview (90/290) — no chart label,0.69,0.184,FMCG,,,,,,,,,,,,
2026-08-27,M11,HCLTECH,SELL,ENTRY SELL,290,09:20,560,1290.5,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.661,IT,,,,,,,,,,,,
2026-08-27,M11,HDFCBANK,SELL,ENTRY SELL,290,09:20,560,718.1,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.081,BANK,,,,,,,,,,,,
2026-08-27,M11,INFY,SELL,ENTRY SELL,290,09:25,565,1116.9,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.25,IT,,,,,,,,,,,,
2026-08-27,M11,JSWENERGY,SELL,ENTRY SELL,290,09:20,560,541.05,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-2.249,ENE,,,,,,,,,,,,
2026-08-27,M11,JUBLFOOD,SELL,ENTRY SELL,290,09:20,560,499.7,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.44,CONSUMPTION,,,,,,,,,,,,
2026-08-27,M11,M&M,SELL,ENTRY SELL,290,09:20,560,3387.2,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.959,AUTO,,,,,,,,,,,,
2026-08-27,M11,NESTLEIND,SELL,ENTRY SELL,290,09:25,565,1451.8,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.479,FMCG,,,,,,,,,,,,
2026-08-27,M11,NTPC,SELL,ENTRY SELL,290,09:25,565,333.7,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.111,ENE,,,,,,,,,,,,
2026-08-27,M11,POLYCAB,SELL,ENTRY SELL,290,09:20,560,9074.5,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-2.299,CAPGOODS,,,,,,,,,,,,
2026-08-27,M11,RADICO,SELL,ENTRY SELL,290,09:25,565,4609.7,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.939,FMCG,,,,,,,,,,,,
2026-08-27,M11,RELIANCE,SELL,ENTRY SELL,290,09:25,565,1301.5,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.692,ENE,,,,,,,,,,,,
2026-08-27,M11,SBILIFE,SELL,ENTRY SELL,290,09:25,565,1769.5,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.701,INSURANCE,,,,,,,,,,,,
2026-08-27,M11,SBIN,SELL,ENTRY SELL,290,09:25,565,1048.4,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.188,PSUBK,,,,,,,,,,,,
2026-08-27,M11,SHRIRAMFIN,SELL,ENTRY SELL,290,09:20,560,1106.7,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-0.762,FIN,,,,,,,,,,,,
2026-08-27,M11,TCS,SELL,ENTRY SELL,290,09:20,560,2264.8,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.243,IT,,,,,,,,,,,,
2026-08-27,M11,UNOMINDA,SELL,ENTRY SELL,290,09:20,560,1254.2,,,0,0,scanner-table preview (90/290) — no chart label,0.69,-1.693,AUTO,,,,,,,,,,,,
2026-08-27,M11,ABB,SELL,SELL-EX12,212,10:05,605,7592.0,,,0,0,winner's-club gate: SELL-EX12 is mixed — needs ≥2 setups (has 1: S1),0.69,-1.217,CAPGOODS,,,,,,,,,,,,
2026-08-27,M11,ADANIENSOL,SELL,ENTRY SELL,290,09:30,570,1595.0,,,0,0,scanner-table preview (90/290) — no chart label,0.69,0.1,ENE,,,,,,,,,,,,
2026-08-27,M11,ADANIENSOL,BUY,BUY-EX,101,09:40,580,1607.7,,,0,0,before 09:45 — morning base not verified yet (video pre-condition),0.69,0.897,ENE,,,,,,,,,,,,
2026-08-27,M11,ADANIPOWER,BUY,BUY-EX,101,09:30,570,209.42,,,0,0,before 09:45 — morning base not verified yet (video pre-condition),0.69,2.586,ENE,,,,,,,,,,,,
2026-08-27,M11,ALKEM,SELL,SELL-EX3,203,09:45,585,5309.5,,,0,0,winner's-club gate: SELL-EX3 is mixed — needs ≥2 setups (has 1: S1),0.69,-2.748,PHA,,,,,,,,,,,,
2026-08-27,M11,AMBER,BUY,BUY-EX17,102,09:30,570,7655.5,,,0,0,before 09:45 — morning base not verified yet (video pre-condition),0.69,4.107,CDUR,,,,,,,,,,,,
2026-08-27,M11,ANGELONE,BUY,BUY-EX,101,09:45,585,298.15,,,0,0,winner's-club gate: BUY-EX is mixed — needs ≥2 setups (has 1: S1),0.69,4.339,CAPMKTS,,,,,,,,,,,,
2026-08-27,M11,APOLLOHOSP,SELL,SELL-EX8,208,09:35,575,8772.5,,,0,0,before 09:45 — morning base not verified yet (video pre-condition),0.69,-0.948,HOSPITALS,,,,,,,,,,,,
2026-08-27,M11,ASTRAL,BUY,BUY-EX,101,09:30,570,1546.5,,,0,0,before 09:45 — morning base not verified yet (video pre-condition),0.69,1.019,BUILDMAT,,,,,,,,,,,,
2026-08-27,M11,AXISBANK,BUY,BUY-EX,101,09:45,585,1261.0,,,0,0,winner's-club gate: BUY-EX is mixed — needs ≥2 setups (has 1: S1),0.69,2.246,BANK,,,,,,,,,,,,
2026-08-27,M11,BAJAJ-AUTO,SELL,SELL-EX8,208,09:35,575,11641.0,,,0,0,before 09:45 — morning base not verified yet (video pre-condition),0.69,-0.852,AUTO,,,,,,,,,,,,
2026-08-27,M11,BAJAJHLDNG,BUY,ENTRY BUY,90,09:30,570,11470.0,,,0,0,scanner-table preview (90/290) — no chart label,0.69,1.191,FIN,,,,,,,,,,,,
2026-08-27,M11,BAJAJHLDNG,BUY,BUY-EX,101,09:50,590,11494.0,,,0,0,winner's-club gate: BUY-EX is mixed — needs ≥2 setups (has 1: S1),0.69,1.403,FIN,,,,,,,,,,,,
2026-08-27,M11,BANKBARODA,SELL,SELL-EX3,203,09:50,590,242.43,,,0,0,winner's-club gate: SELL-EX3 is mixed — needs ≥2 setups (has 1: S1),0.69,-1.138,PSUBK,,,,,,,,,,,,
2026-08-27,M11,BHARTIARTL,SELL,SELL-EX12,212,09:30,570,1895.3,,,0,0,before 09:45 — morning base not verified yet (video pre-condition),0.69,-2.254,TELECOM,,,,,,,,,,,,
2026-08-27,M11,BPCL,SELL,SELL-EX8,208,09:55,595,316.45,,,0,0,winner's-club gate: SELL-EX8 is mixed — needs ≥2 setups (has 1: S1),0.69,0.016,OIL,,,,,,,,,,,,
2026-08-27,M11,BRITANNIA,SELL,SELL-EX2,202,10:00,600,5320.5,,,0,0,winner's-club gate: SELL-EX2 is mixed — needs ≥2 setups (has 1: S1),0.69,-3.614,FMCG,,,,,,,,,,,,
2026-08-27,M11,CAMS,SELL,SELL-EX12,212,09:30,570,747.9,,,0,0,before 09:45 — morning base not verified yet (video pre-condition),0.69,-2.101,CAPMKTS,,,,,,,,,,,,
