day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s,cf_net,cf_r,cf_exit,mfe_r,mae_r,mfe30_r,mfe60_r,eod_pct,bear_close,day_regime
2026-09-01,M10,BAJAJ-AUTO,BUY,BUY-EX17,102,09:35,575,12354.0,,BREAKOUT,1,0,,0.752,1.847,AUTO,,,,,,,,-144.0,,-0.19,,OPEN,-2,0.03,OPEN,0.45,0.31,0.45,0.45,0.06,0.676,MIXED
2026-09-01,M10,DABUR,BUY,BUY-EX6,105,10:20,620,385.45,,BREAKOUT,1,0,,0.752,1.168,FMCG,,,,,,,,-187.0,,-0.32,,OPEN,-218,-0.32,OPEN,0.29,0.44,0.21,0.29,-0.38,0.676,MIXED
2026-09-01,M10,EICHERMOT,BUY,BUY-EX5,104,09:50,590,8007.0,,BREAKOUT,1,0,,0.752,0.673,AUTO,,,,,,,,-352.0,,-1.0,,100% SL 12:10,-436,-1.0,100% SL 12:10,0.77,2.49,0.77,0.77,-0.46,0.676,MIXED
2026-09-01,M10,JSWSTEEL,BUY,BUY-EX17,102,09:30,570,1321.9,,BREAKOUT,1,0,,0.752,1.086,MET,,,,,,,,-391.0,,-1.0,,100% SL 14:00,-477,-1.0,100% SL 14:00,0.47,1.31,0.38,0.38,-0.64,0.676,MIXED
2026-09-01,M10,NATIONALUM,SELL,SELL-EX19,219,09:45,585,377.75,,BREAKOUT,1,0,,0.752,-0.983,MET,,,,,,,,1023.0,,1.47,,OPEN,717,1.09,OPEN,1.68,0.16,0.52,0.6,1.52,0.676,MIXED
2026-09-01,M10,OBEROIRLTY,BUY,BUY-EX6,105,10:25,625,1873.0,,BREAKOUT,1,0,,0.752,0.268,REALTY,,,,,,,,26.0,,0.04,,OPEN,170,0.29,OPEN,0.53,0.3,0.07,0.27,0.41,0.676,MIXED
2026-09-01,M10,OIL,BUY,BUY-EX7,106,10:20,620,489.25,,BREAKOUT,1,0,,0.752,1.263,OIL,,,,,,,,143.0,,0.62,,100% trail 14:45,55,0.62,100% trail 14:45,1.67,1.58,0.73,0.98,0.15,0.676,MIXED
2026-09-01,M10,PERSISTENT,BUY,BUY-EX5,104,10:15,615,5704.5,,BREAKOUT,1,0,,0.752,1.966,IT,,,,,,,,443.0,,0.99,,100% trail 13:50,362,0.99,100% trail 13:50,2.62,0.38,0.64,1.0,1.67,0.676,MIXED
2026-09-01,M10,SONACOMS,BUY,BUY-EX6,105,10:15,615,813.7,,BREAKOUT,1,0,,0.752,0.08,AUTO,,,,,,,,268.0,,0.65,,100% trail 12:00,180,0.65,100% trail 12:00,1.14,2.2,0.73,0.93,-0.52,0.676,MIXED
2026-09-01,M10,UNOMINDA,BUY,BUY-EX17,102,09:50,590,1288.4,,BREAKOUT,1,0,,0.752,0.972,AUTO,,,,,,,,85.0,,0.27,,100% trail 11:25,-1,0.27,100% trail 11:25,2.15,3.16,2.15,2.15,-1.09,0.676,MIXED
2026-09-01,M10,BANKBARODA,BUY,BUY-EX5,104,11:00,660,238.53,,BREAKOUT,1,0,,0.752,-0.029,PSUBK,,,,,,,,130.0,,0.5,,100% trail 13:00,42,0.5,100% trail 13:00,1.3,1.06,1.3,1.3,-0.35,0.676,MIXED
2026-09-01,M10,DLF,BUY,BUY-EX6,105,11:15,675,673.6,,BREAKOUT,1,0,,0.752,-2.525,REALTY,,,,,,,,104.0,,0.37,,OPEN,84,0.42,OPEN,0.64,0.97,0.05,0.39,0.23,0.676,MIXED
2026-09-01,M10,EXIDEIND,BUY,BUY-EX7,106,10:45,645,442.4,,BREAKOUT,1,0,,0.752,0.66,AUTO,,,,,,,,-609.0,,-1.0,,100% SL 13:50,-696,-1.0,100% SL 13:50,0.39,1.48,0.39,0.39,-1.24,0.676,MIXED
2026-09-01,M10,FORTIS,BUY,BUY-EX6,105,10:30,630,913.95,,BREAKOUT,1,0,,0.752,0.777,HOSPITALS,,,,,,,,96.0,,0.11,,OPEN,22,0.06,OPEN,0.4,0.22,0.4,0.4,0.11,0.676,MIXED
2026-09-01,M10,GLENMARK,BUY,BUY-EX7,106,11:05,665,2488.8,,BREAKOUT,1,0,,0.752,0.355,PHA,,,,,,,,-298.0,,-1.0,,100% SL 13:35,-385,-1.0,100% SL 13:35,0.41,2.27,0.38,0.41,-0.74,0.676,MIXED
2026-09-01,M10,HCLTECH,BUY,BUY-EX12,111,10:50,650,1342.5,,CONTINUATION,1,0,,0.752,2.309,IT,,,,,,,,781.0,,1.35,,100% trail 12:55,620,3.65,100% trail 13:45,4.85,0.67,1.24,3.07,0.66,0.676,MIXED
2026-09-01,M10,INFY,BUY,BUY-EX12,111,10:50,650,1145.0,,CONTINUATION,1,0,,0.752,0.988,IT,,,,,,,,191.0,,0.61,,100% trail 12:55,-235,-1.0,100% SL 11:00,3.21,1.4,0.44,1.17,0.96,0.676,MIXED
2026-09-01,M10,KPITTECH,BUY,BUY-EX5,104,10:40,640,593.5,,BREAKOUT,1,0,,0.752,1.453,IT,,,,,,,,-294.0,,-0.46,,OPEN,-325,-0.46,OPEN,0.1,0.85,0.1,0.1,-0.59,0.676,MIXED
2026-09-01,M10,MARICO,BUY,BUY-EX7,106,10:55,655,837.85,,BREAKOUT,1,0,,0.752,2.177,FMCG,,,,,,,,3.0,,0.01,,OPEN,-16,0.03,OPEN,0.3,0.59,0.3,0.3,0.03,0.676,MIXED
2026-09-01,M10,PNB,BUY,BUY-EX5,104,11:05,665,115.33,,BREAKOUT,1,0,,0.752,0.963,PSUBK,,,,,,,,276.0,,1.11,,100% trail 13:05,188,1.11,100% trail 13:05,2.02,1.37,1.32,1.32,-0.1,0.676,MIXED
2026-09-01,M10,RADICO,BUY,BUY-EX5,104,10:35,635,4507.6,,BREAKOUT,1,0,,0.752,0.504,FMCG,,,,,,,,-447.0,,-0.56,,OPEN,-253,-0.29,OPEN,0.28,0.72,0.28,0.28,-0.74,0.676,MIXED
2026-09-01,M10,SBILIFE,BUY,BUY-EX6,105,10:35,635,1746.8,,BREAKOUT,1,0,,0.752,0.362,INSURANCE,,,,,,,,-300.0,,-0.67,,OPEN,-240,-0.47,OPEN,0.41,0.83,0.27,0.27,-0.43,0.676,MIXED
2026-09-01,M10,ZYDUSLIFE,BUY,BUY-EX12,111,11:15,675,1169.6,,BREAKOUT,1,0,,0.752,0.715,PHA,,,,,,,,-260.0,,-0.4,,OPEN,-107,-0.12,OPEN,0.86,0.49,0.09,0.09,-0.15,0.676,MIXED
2026-09-01,M10,ALKEM,SELL,ENTRY SELL,290,09:20,560,5313.5,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-0.3,PHA,,,,,,,,,,,,,82,0.31,OPEN,0.83,0.49,0.19,0.19,0.25,0.676,MIXED
2026-09-01,M10,AMBUJACEM,BUY,ENTRY BUY,90,09:20,560,406.6,,,0,0,scanner-table preview (90/290) — no chart label,0.752,1.359,CEMENT,,,,,,,,,,,,,-475,-1.0,100% SL 09:55,0.17,1.76,0.08,0.08,-1.08,0.676,MIXED
2026-09-01,M10,APLAPOLLO,SELL,ENTRY SELL,290,09:20,560,2220.4,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-0.135,MET,,,,,,,,,,,,,-614,-1.0,100% SL 11:05,0.25,1.6,0.25,0.25,-0.61,0.676,MIXED
2026-09-01,M10,APOLLOHOSP,SELL,ENTRY SELL,290,09:20,560,8773.5,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-1.405,HOSPITALS,,,,,,,,,,,,,55,0.22,OPEN,0.8,0.53,0.04,0.1,0.21,0.676,MIXED
2026-09-01,M10,ASHOKLEY,SELL,ENTRY SELL,290,09:20,560,174.34,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-0.74,AUTO,,,,,,,,,,,,,389,0.85,100% trail 13:05,2.95,0.92,0.29,0.32,2.19,0.676,MIXED
2026-09-01,M10,BAJAJ-AUTO,BUY,ENTRY BUY,90,09:20,560,12290.0,,,0,0,scanner-table preview (90/290) — no chart label,0.752,1.319,AUTO,,,,,,,,,,,,,253,0.37,OPEN,0.93,0.3,0.48,0.93,0.58,0.676,MIXED
2026-09-01,M10,BAJFINANCE,SELL,ENTRY SELL,290,09:20,560,1053.0,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-0.378,FIN,,,,,,,,,,,,,-84,-0.07,OPEN,0.5,0.69,0.15,0.17,-0.09,0.676,MIXED
2026-09-01,M10,BDL,SELL,ENTRY SELL,290,09:20,560,1250.9,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-1.89,DEF,,,,,,,,,,,,,-6,0.04,OPEN,0.23,0.73,0.23,0.23,0.07,0.676,MIXED
2026-09-01,M10,BLUESTARCO,SELL,ENTRY SELL,290,09:20,560,1466.1,,,0,0,scanner-table preview (90/290) — no chart label,0.752,0.157,CDUR,,,,,,,,,,,,,-40,0.23,100% trail 10:45,1.49,5.4,1.28,1.49,-1.69,0.676,MIXED
2026-09-01,M10,BPCL,BUY,ENTRY BUY,90,09:20,560,318.8,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-1.62,OIL,,,,,,,,,,,,,-210,-0.2,OPEN,0.15,0.44,0.08,0.08,-0.36,0.676,MIXED
2026-09-01,M10,CAMS,SELL,ENTRY SELL,290,09:20,560,775.65,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-0.812,CAPMKTS,,,,,,,,,,,,,1472,3.61,OPEN,3.87,0.91,0.85,0.85,3.05,0.676,MIXED
2026-09-01,M10,CHOLAFIN,SELL,ENTRY SELL,290,09:25,565,1826.5,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-1.664,FIN,,,,,,,,,,,,,264,0.79,100% trail 14:35,1.84,0.84,0.82,0.82,0.65,0.676,MIXED
2026-09-01,M10,COALINDIA,BUY,ENTRY BUY,90,09:20,560,406.0,,,0,0,scanner-table preview (90/290) — no chart label,0.752,1.058,ENE,,,,,,,,,,,,,-577,-1.0,100% SL 11:00,0.28,1.65,0.28,0.28,-1.08,0.676,MIXED
2026-09-01,M10,COCHINSHIP,SELL,ENTRY SELL,290,09:20,560,1495.0,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-0.993,DEF,,,,,,,,,,,,,564,1.24,100% trail 14:50,1.74,0.38,0.62,0.62,1.28,0.676,MIXED
2026-09-01,M10,CONCOR,SELL,ENTRY SELL,290,09:20,560,512.45,,,0,0,scanner-table preview (90/290) — no chart label,0.752,0.107,LOGISTICS,,,,,,,,,,,,,-433,-1.0,100% SL 10:40,0.46,1.76,0.41,0.46,-0.3,0.676,MIXED
2026-09-01,M10,DABUR,SELL,ENTRY SELL,290,09:20,560,382.5,,,0,0,scanner-table preview (90/290) — no chart label,0.752,0.394,FMCG,,,,,,,,,,,,,-319,-1.0,100% SL 10:20,0.84,2.39,0.84,0.84,-0.39,0.676,MIXED
2026-09-01,M10,DELHIVERY,SELL,ENTRY SELL,290,09:20,560,460.15,,,0,0,scanner-table preview (90/290) — no chart label,0.752,0.866,LOGISTICS,,,,,,,,,,,,,-112,-0.16,OPEN,0.75,0.99,0.28,0.36,-0.14,0.676,MIXED
2026-09-01,M10,DIXON,SELL,ENTRY SELL,290,09:25,565,14647.0,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-1.367,CDUR,,,,,,,,,,,,,521,1.2,OPEN,1.26,0.52,0.16,0.16,1.27,0.676,MIXED
2026-09-01,M10,FORTIS,SELL,ENTRY SELL,290,09:20,560,895.2,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-1.29,HOSPITALS,,,,,,,,,,,,,-729,-1.0,100% SL 10:15,0.18,2.25,0.18,0.18,-2.21,0.676,MIXED
2026-09-01,M10,GAIL,BUY,ENTRY BUY,90,09:20,560,173.46,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-2.276,OIL,,,,,,,,,,,,,-253,-0.59,OPEN,0.7,0.89,0.22,0.57,-0.44,0.676,MIXED
2026-09-01,M10,GLENMARK,SELL,ENTRY SELL,290,09:20,560,2466.1,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-0.56,PHA,,,,,,,,,,,,,-565,-1.0,100% SL 11:05,0.46,1.21,0.22,0.22,-0.17,0.676,MIXED
2026-09-01,M10,GMRAIRPORT,SELL,ENTRY SELL,290,09:20,560,94.38,,,0,0,scanner-table preview (90/290) — no chart label,0.752,0.801,INFRA,,,,,,,,,,,,,92,0.15,OPEN,0.57,0.33,0.3,0.36,0.28,0.676,MIXED
2026-09-01,M10,GODFRYPHLP,SELL,ENTRY SELL,290,09:20,560,2096.3,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-0.404,FMCG,,,,,,,,,,,,,373,0.95,OPEN,1.28,0.35,0.86,0.86,0.86,0.676,MIXED
2026-09-01,M10,GODREJCP,SELL,ENTRY SELL,290,09:20,560,898.0,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-0.366,FMCG,,,,,,,,,,,,,-465,-1.0,100% SL 15:15,0.99,1.02,0.77,0.99,-0.78,0.676,MIXED
2026-09-01,M10,GODREJPROP,SELL,ENTRY SELL,290,09:20,560,1984.7,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-0.521,REALTY,,,,,,,,,,,,,126,0.29,OPEN,0.85,0.36,0.67,0.67,0.34,0.676,MIXED
2026-09-01,M10,HAL,SELL,ENTRY SELL,290,09:20,560,4790.0,,,0,0,scanner-table preview (90/290) — no chart label,0.752,-0.242,DEF,,,,,,,,,,,,,-216,-0.62,OPEN,0.64,0.98,0.64,0.64,-0.37,0.676,MIXED
2026-09-01,M10,HCLTECH,BUY,ENTRY BUY,90,09:20,560,1336.8,,,0,0,scanner-table preview (90/290) — no chart label,0.752,1.875,IT,,,,,,,,,,,,,831,1.15,100% trail 13:45,1.44,0.56,0.42,0.42,1.09,0.676,MIXED
