day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s
2026-08-24,M1,AMBUJACEM,SELL,SELL-EX5,205,09:35,575,413.1,26.0,BREAKOUT,1,0,,0.662,-0.097,CEMENT,,,,,,,,595.0,,2.15,,100% trail 13:10
2026-08-24,M1,AUBANK,BUY,BUY-EX,101,09:55,595,1108.2,29.0,BREAKOUT,1,0,,0.662,3.609,BANK,,,,,,,,252.0,,0.75,,OPEN
2026-08-24,M1,BANDHANBNK,BUY,BUY-EX,101,09:50,590,176.9,6.0,BREAKOUT,1,0,,0.662,2.539,BANK,,,,,,,,-277.0,,-0.31,,100% trail 14:15
2026-08-24,M1,BANKBARODA,SELL,SELL-EX3,203,09:35,575,243.8,28.0,BREAKOUT,1,0,,0.662,-0.579,PSUBK,,,,,,,,599.0,,1.23,,100% trail 14:30
2026-08-24,M1,BPCL,SELL,SELL-EX1,201,10:00,600,310.8,9.0,BREAKOUT,1,0,,0.662,-1.77,OIL,,,,,,,,-288.0,,-0.35,,OPEN
2026-08-24,M1,COALINDIA,SELL,NORMAL SELL,280,11:55,715,406.0,19.0,BREAKOUT,1,0,,0.662,-1.144,ENE,,,,,,,,80.0,,0.13,,OPEN
2026-08-24,M1,GLENMARK,BUY,BUY-EX,101,10:20,620,2339.0,8.0,BREAKOUT,1,0,,0.662,0.425,PHA,,,,,,,,200.0,,0.47,,100% trail 11:55
2026-08-24,M1,IDEA,BUY,BUY-EX,101,10:25,625,14.09,15.0,BREAKOUT,1,0,,0.662,2.922,TELECOM,,,,,,,,-142.0,,-0.35,,OPEN
2026-08-24,M1,PATANJALI,SELL,SELL-EX1,201,11:55,715,348.0,22.0,BREAKOUT,1,0,,0.662,-1.108,FMCG,,,,,,,,-310.0,,-1.0,,100% SL 12:20
2026-08-24,M1,POLICYBZR,BUY,BUY-EX,101,10:05,605,1801.9,26.0,CONTINUATION,1,0,,0.662,4.09,INSURANCE,,,,,,,,-215.0,,-1.0,,100% SL 10:15
2026-08-24,M1,SBILIFE,SELL,SELL-EX8,208,10:15,615,1787.3,24.0,BREAKOUT,1,0,,0.662,0.297,INSURANCE,,,,,,,,605.0,,1.64,,OPEN
2026-08-24,M1,TATACONSUM,SELL,NORMAL SELL,280,11:10,670,1043.4,22.0,BREAKOUT,1,0,,0.662,-2.695,FMCG,,,,,,,,-151.0,,-1.0,,100% SL 11:40
2026-08-24,M1,TORNTPHARM,SELL,SELL-EX1,201,11:55,715,4880.0,16.0,BREAKOUT,1,0,,0.662,-0.974,PHA,,,,,,,,-150.0,,-0.55,,OPEN
2026-08-24,M1,ADANIGREEN,SELL,ENTRY SELL,290,09:30,570,1312.3,68.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,-0.508,GREEN,,,,,,,,,,,,
2026-08-24,M1,AMBUJACEM,SELL,ENTRY SELL,290,09:30,570,413.7,26.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,0.048,CEMENT,,,,,,,,,,,,
2026-08-24,M1,ANGELONE,BUY,BUY-EX17,102,09:45,585,293.85,204.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,2.835,CAPMKTS,,,,,,,,,,,,
2026-08-24,M1,APOLLOHOSP,SELL,SELL-EX15,215,11:30,690,8653.5,166.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-2.292,HOSPITALS,,,,,,,,,,,,
2026-08-24,M1,ASHOKLEY,SELL,ENTRY SELL,290,09:20,560,172.37,81.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,-1.929,AUTO,,,,,,,,,,,,
2026-08-24,M1,ASIANPAINT,SELL,ENTRY SELL,290,09:25,565,2624.5,162.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,-1.353,CHEMICALS,,,,,,,,,,,,
2026-08-24,M1,ASIANPAINT,SELL,SELL-EX19,219,09:50,590,2623.2,162.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-1.402,CHEMICALS,,,,,,,,,,,,
2026-08-24,M1,ASTRAL,BUY,ENTRY BUY,90,09:20,560,1544.7,186.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,0.901,BUILDMAT,,,,,,,,,,,,
2026-08-24,M1,ASTRAL,BUY,BUY-EX,101,09:35,575,1546.6,186.0,,0,0,EX1/EX2 before 09:45 blocked — razor-edge class (B2),0.662,1.026,BUILDMAT,,,,,,,,,,,,
2026-08-24,M1,ASTRAL,SELL,SELL-EX15,215,11:00,660,1530.0,186.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-0.059,BUILDMAT,,,,,,,,,,,,
2026-08-24,M1,AUROPHARMA,SELL,SELL-EX15,215,11:40,700,1622.5,119.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-1.218,PHA,,,,,,,,,,,,
2026-08-24,M1,AXISBANK,BUY,ENTRY BUY,90,09:25,565,1246.9,21.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,1.103,BANK,,,,,,,,,,,,
2026-08-24,M1,BAJFINANCE,BUY,BUY-EX,101,09:30,570,1094.4,60.0,,0,0,EX1/EX2 before 09:45 blocked — razor-edge class (B2),0.662,0.376,FIN,,,,,,,,,,,,
2026-08-24,M1,BANKBARODA,SELL,ENTRY SELL,290,09:20,560,244.49,28.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,-0.298,PSUBK,,,,,,,,,,,,
2026-08-24,M1,BEL,SELL,SELL-EX12,212,09:30,570,411.2,73.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-0.676,DEF,,,,,,,,,,,,
2026-08-24,M1,BHARATFORG,SELL,SELL-EX1,201,09:30,570,2051.4,168.0,,0,0,EX1/EX2 before 09:45 blocked — razor-edge class (B2),0.662,-1.663,AUTO,,,,,,,,,,,,
2026-08-24,M1,BHEL,SELL,SELL-EX15,215,11:55,715,410.65,46.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-4.909,CAPGOODS,,,,,,,,,,,,
2026-08-24,M1,BIOCON,SELL,SELL-EX15,215,11:10,670,410.4,92.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-0.654,PHA,,,,,,,,,,,,
2026-08-24,M1,BSE,BUY,BUY-EX,101,09:40,580,3332.8,206.0,,0,0,EX1/EX2 before 09:45 blocked — razor-edge class (B2),0.662,2.302,CAPMKTS,,,,,,,,,,,,
2026-08-24,M1,CAMS,BUY,BUY-EX9,108,11:15,675,759.7,154.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-0.556,CAPMKTS,,,,,,,,,,,,
2026-08-24,M1,CANBK,SELL,SELL-EX1,201,09:35,575,128.8,11.0,,0,0,EX1/EX2 before 09:45 blocked — razor-edge class (B2),0.662,-0.824,PSUBK,,,,,,,,,,,,
2026-08-24,M1,CHOLAFIN,SELL,SELL-EX1,201,09:40,580,1852.0,27.0,,0,0,EX1/EX2 before 09:45 blocked — razor-edge class (B2),0.662,-1.084,FIN,,,,,,,,,,,,
2026-08-24,M1,CIPLA,BUY,BUY-EX12,111,10:25,625,1435.0,20.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,0.07,PHA,,,,,,,,,,,,
2026-08-24,M1,COCHINSHIP,BUY,ENTRY BUY,90,09:20,560,1495.9,176.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,0.822,DEF,,,,,,,,,,,,
2026-08-24,M1,COLPAL,SELL,ENTRY SELL,290,09:30,570,1891.5,122.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,-1.217,FMCG,,,,,,,,,,,,
2026-08-24,M1,DMART,SELL,ENTRY SELL,290,09:20,560,3902.1,76.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,-1.599,CONSUMPTION,,,,,,,,,,,,
2026-08-24,M1,EICHERMOT,SELL,ENTRY SELL,290,09:20,560,7980.5,121.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,-1.023,AUTO,,,,,,,,,,,,
2026-08-24,M1,EXIDEIND,SELL,SELL-EX15,215,11:05,665,455.5,,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-3.822,AUTO,,,,,,,,,,,,
2026-08-24,M1,FORTIS,BUY,BUY-EX9,108,10:55,655,913.55,67.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-0.431,HOSPITALS,,,,,,,,,,,,
2026-08-24,M1,GVT&D,SELL,SELL-EX15,215,11:15,675,4193.9,158.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-1.961,CAPGOODS,,,,,,,,,,,,
2026-08-24,M1,HAVELLS,SELL,SELL-EX16,216,12:00,720,1257.2,183.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-3.485,CDUR,,,,,,,,,,,,
2026-08-24,M1,HCLTECH,SELL,SELL-EX15,215,11:40,700,1315.1,131.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,0.213,IT,,,,,,,,,,,,
2026-08-24,M1,HEROMOTOCO,SELL,ENTRY SELL,290,09:20,560,5669.0,97.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,-1.409,AUTO,,,,,,,,,,,,
2026-08-24,M1,HINDALCO,SELL,SELL-EX19,219,09:30,570,1045.35,100.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-0.096,MET,,,,,,,,,,,,
2026-08-24,M1,HINDPETRO,SELL,SELL-EX15,215,11:30,690,368.3,62.0,,0,0,weak EX variant (EX9+) blocked — B2 quality filter,0.662,-0.379,OIL,,,,,,,,,,,,
2026-08-24,M1,ICICIBANK,BUY,ENTRY BUY,90,09:20,560,1423.6,48.0,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.662,0.764,BANK,,,,,,,,,,,,
2026-08-24,M1,ICICIBANK,BUY,BUY-EX,101,09:35,575,1424.2,48.0,,0,0,EX1/EX2 before 09:45 blocked — razor-edge class (B2),0.662,0.807,BANK,,,,,,,,,,,,
2026-08-24,M1,IDEA,BUY,BUY-EX,101,10:25,625,14.09,18.0,,0,0,open position already on stock (1-open-trade rule),0.662,2.922,TELECOM,,,,,,,,,,,,
2026-08-24,M1,INDHOTEL,BUY,BUY-EX,101,09:35,575,732.55,30.0,,0,0,EX1/EX2 before 09:45 blocked — razor-edge class (B2),0.662,2.383,TRAVEL,,,,,,,,,,,,
