day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s,cf_net,cf_r,cf_exit,mfe_r,mae_r,mfe30_r,mfe60_r,eod_pct,bear_close,day_regime
2026-07-28,M1,CHOLAFIN,BUY,BUY-EX7,106,09:35,575,1792.1,12,BREAKOUT,1,0,,0.486,0.482,FIN,,,,,,,,190.0,,0.44,,100% trail 11:55,177,0.5,100% trail 13:10,1.21,4.93,0.21,0.21,-1.52,0.51,MIXED
2026-07-28,M1,GVT&D,SELL,SELL-EX3,203,09:35,575,4086.6,10,BREAKOUT,1,0,,0.486,-3.005,CAPGOODS,,,,,,,,678.0,,0.82,,100% trail 10:40,607,0.82,100% trail 10:40,1.42,0.64,0.85,1.42,-0.92,0.51,MIXED
2026-07-28,M1,NATIONALUM,SELL,SELL-EX3,203,09:30,570,334.45,8,BREAKOUT,1,0,,0.486,-1.371,MET,,,,,,,,-733.0,,-1.0,,100% SL 10:50,-155,-0.09,100% EOD 15:20,0.25,0.88,0.25,0.25,-0.45,0.51,MIXED
2026-07-28,M1,NBCC,BUY,BUY-EX,101,09:55,595,94.77,30,PULLBACK,1,0,,0.486,-0.126,PSE,,,,,,,,-158.0,,-1.0,,100% SL 10:40,-124,-0.18,100% trail 12:10,1.43,1.57,0.35,0.95,-0.3,0.51,MIXED
2026-07-28,M1,BIOCON,SELL,NORMAL SELL,280,10:35,635,433.15,20,BREAKOUT,1,0,,0.486,-0.836,PHA,,,,,,,,157.0,,0.55,,100% trail 13:30,69,0.55,100% trail 13:30,1.43,0.24,0.38,1.43,-0.12,0.51,MIXED
2026-07-28,M1,GODFRYPHLP,SELL,NORMAL SELL,280,10:40,640,2057.4,6,BREAKOUT,1,0,,0.486,-7.115,FMCG,,,,,,,,504.0,,1.1,,100% trail 13:50,417,1.1,100% trail 13:50,2.03,0.37,0.7,1.17,1.04,0.51,MIXED
2026-07-28,M1,HINDALCO,BUY,BUY-EX7,106,10:35,635,944.5,27,BREAKOUT,1,0,,0.486,-0.053,MET,,,,,,,,-478.0,,-1.0,,100% SL 15:00,-559,-1.0,100% SL 15:00,0.28,1.01,0.28,0.28,-0.49,0.51,MIXED
2026-07-28,M1,VBL,BUY,BUY-EX,101,11:00,660,466.55,14,PULLBACK,1,0,,0.486,0.56,FMCG,,,,,,,,-316.0,,-1.0,,100% SL 11:20,-450,-1.0,100% SL 11:20,1.02,12.88,0.43,0.43,-7.94,0.51,MIXED
2026-07-28,M1,ITC,SELL,SELL-EX8,208,11:30,690,283.15,23,BREAKOUT,1,0,,0.486,-0.979,FMCG,,,,,,,,-326.0,,-0.51,,100% EOD 15:20,-399,-0.51,100% EOD 15:20,0.23,0.53,0.15,0.23,-0.6,0.51,MIXED
2026-07-28,M1,COALINDIA,SELL,NORMAL SELL,280,12:00,720,413.55,8,BREAKOUT,1,0,,0.486,-3.139,ENE,,,,,,,,408.0,,1.46,,100% EOD 15:20,342,1.48,100% EOD 15:20,2.9,0.71,0.67,1.46,0.76,0.51,MIXED
2026-07-28,M1,ABB,SELL,ENTRY SELL,290,09:20,560,7215.0,196,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.486,-1.576,CAPGOODS,,,,,,,,,,,,,-225,-0.2,100% EOD 15:20,0.18,0.43,0.14,0.18,0.19,0.51,MIXED
2026-07-28,M1,ADANIENSOL,SELL,ENTRY SELL,290,09:25,565,1676.4,20,,0,0,"scanner-table preview signal (90/290) — no TradingView chart label, blocked",0.486,-1.85,ENE,,,,,,,,,,,,,739,1.14,100% trail 14:50,1.69,0.5,0.71,0.81,2.05,0.51,MIXED
