decision_id,symbol,side,signal,code,time,entry,sector,bar_dt,signal_age_min,score,accepted,model_reason,subtype,opening_breadth_coverage,taken,why,f_dir_prev_pct,f_dir_gap_pct,f_ema9_20_atr,f_ema20_50_atr,f_close_ema20_atr,f_close_vwap_atr,f_candle_clv,f_body_atr,f_range_atr,f_relvol20,f_clock_relvol,f_master_total_score,f_opening_breadth_dir,f_live_breadth_dir,f_sector_breadth_dir,f_prior_vix_return,f_video_setups,f_video_setup_count,f_s1,f_s2,f_s3,f_s4,f_market_adv_ratio,f_market_breadth_dir,f_dir_market_pct,f_market_regime,f_sector_adv_ratio,f_sector_breadth_prev_dir,f_dir_sector_pct,f_sector_leads_market,f_sector_lags_market,f_dir_stock_pct,f_stock_leads_sector,cf_net,cf_gross,cf_drag,cf_r,cf_exit,cf_win
IEX|SELL|10:10|201,IEX,SELL,SELL-EX1,201,10:10,118.19,CAPMKTS,2026-09-07T10:10:00+05:30,1.475,46.27,False,prior-session VIX return <= -2%,MOMENTUM-CONTROLLED,210,0,prior-session VIX return <= -2%,0.6472735785073791,-0.3530583155494815,0.7855469174846018,1.4272575114715351,1.9655912716343726,1.333719786788563,1.0,0.34932744732882703,0.5434179941068138,0.7397607427860138,5.093007746370492,5.0,0.5904761904761905,0.7,0.25,-6.659337976476653,S1,1,1,0,0,0,0.3,0.7,0.4673076313138458,BEAR,0.75,0.25,-0.7806992561263382,False,True,0.6472735785073791,True,80.61,340.0,259.39,0.98,60% book +0.75R 10:15 · runner stop 10:20,1
ULTRACEMCO|SELL|10:10|203,ULTRACEMCO,SELL,SELL-EX3,203,10:10,11247.0,CEMENT,2026-09-07T10:10:00+05:30,2.164,34.64,False,prior-session VIX return <= -2%,MOMENTUM-CONTROLLED,210,0,prior-session VIX return <= -2%,0.706277037167824,-0.2825108148671207,1.0586545349849257,1.0178984172899834,2.2162464757559315,1.4616893918301972,0.7307692307692307,0.692872154493381,1.2867625726305647,0.32310700369948375,1.7882444530945893,10.0,0.5904761904761905,0.7,1.0,-6.659337976476653,S1,1,1,0,0,0,0.3,0.7,0.4673076313138458,BEAR,0.0,1.0,0.706277037167824,True,False,0.706277037167824,True,139.54,397.0,257.46,0.85,59% book +0.75R 10:40 · runner stop 10:50,1
PGEL|SELL|10:10|205,PGEL,SELL,SELL-EX5,205,10:10,556.0,CDUR,2026-09-07T10:10:00+05:30,1.889,31.45,False,prior-session VIX return <= -2%,PULLBACK-REENTRY,210,0,prior-session VIX return <= -2%,1.0940183486557231,0.38246452382590945,0.7660072888128966,0.43971996872634017,2.446830134528596,1.7335925384895996,1.0,2.011872845890937,2.011872845890937,0.5593202783418759,0.8981854838709677,15.0,0.5904761904761905,0.7,0.7777777777777778,-6.659337976476653,S1+S2,2,1,1,0,0,0.3,0.7,0.4673076313138458,BEAR,0.2222222222222222,0.7777777777777778,0.35454648040282866,False,True,1.0940183486557231,True,-1122.41,-897.0,225.41,-1.0,SL 10:50,0
ASIANPAINT|SELL|10:10|201,ASIANPAINT,SELL,SELL-EX1,201,10:10,2513.2,CHEMICALS,2026-09-07T10:10:00+05:30,0.993,29.73,False,prior-session VIX return <= -2%,MOMENTUM-CONTROLLED,210,0,prior-session VIX return <= -2%,0.5657783908259106,0.4549950544015857,0.7639943196869236,1.6467055106978146,1.7045398419460103,0.9795706623415602,0.7647199617041647,1.1182737357209984,1.462331038448304,0.8267059983249457,1.4798991641236565,15.0,0.5904761904761905,0.7,0.8,-6.659337976476653,S1,1,1,0,0,0,0.3,0.7,0.4673076313138458,BEAR,0.2,0.8,0.8276408849722694,True,False,0.5657783908259106,False,16.47,275.0,258.53,0.63,60% book +0.75R 10:15 · runner stop 10:20,1
JIOFIN|SELL|10:10|201,JIOFIN,SELL,SELL-EX1,201,10:10,236.61,FIN,2026-09-07T10:10:00+05:30,1.56,29.33,False,prior-session VIX return <= -2%,MOMENTUM-EXTENDED,210,0,prior-session VIX return <= -2%,1.3426181862648767,0.24183873019492097,1.881898307686641,1.770187623356398,3.1671982193868753,1.4365567334905425,0.7586025465642429,0.2778203481593517,0.8056535760019282,0.6092512080973302,1.1043743946547133,15.0,0.5904761904761905,0.7,0.8125,-6.659337976476653,S1,1,1,0,0,0,0.3,0.7,0.4673076313138458,BEAR,0.1875,0.8125,0.5598239034589614,True,False,1.3426181862648767,True,-52.34,207.0,259.34,0.73,60% book +0.75R 10:15 · runner stop 10:20,0
HINDALCO|SELL|10:10|213,HINDALCO,SELL,SELL-EX12,213,10:10,1006.4,MET,2026-09-07T10:10:00+05:30,1.412,26.09,False,prior-session VIX return <= -2%,MOMENTUM-CONTROLLED,210,0,prior-session VIX return <= -2%,0.8179745435220598,0.36464099364534874,1.219936868033924,0.5704864934882934,2.2423809332402356,1.2395864557480951,0.6666214566662145,0.32172215121186537,0.4826159554191421,0.23636566873067133,0.6445084907420846,15.0,0.5904761904761905,0.7,1.0,-6.659337976476653,S1,1,1,0,0,0,0.3,0.7,0.4673076313138458,BEAR,0.0,1.0,0.9667788973580504,True,False,0.8179745435220598,False,-90.15,169.0,259.15,0.85,60% book +0.75R 10:15 · runner stop 10:20,0
ETERNAL|SELL|10:10|209,ETERNAL,SELL,SELL-EX8,209,10:10,321.75,NEWAGE,2026-09-07T10:10:00+05:30,1.282,19.99,False,prior-session VIX return <= -2%,PULLBACK-REENTRY,210,0,prior-session VIX return <= -2%,0.21709169810227857,-0.7287875630250129,-0.04815498317583275,0.2750774175417151,1.5463775191542362,2.4830079543051014,1.0,2.104000421705005,2.104000421705005,0.6321448389767028,0.8753590016076732,10.0,0.5904761904761905,0.7,0.6,-6.659337976476653,S1+S2,2,1,1,0,0,0.3,0.7,0.4673076313138458,BEAR,0.4,0.6,0.1982011308183207,False,True,0.21709169810227857,True,-236.28,-72.0,164.28,-0.08,momentum failure 10:25,0
SIEMENS|SELL|10:10|201,SIEMENS,SELL,SELL-EX1,201,10:10,3970.3999,CAPGOODS,2026-09-07T10:10:00+05:30,2.035,18.84,False,prior-session VIX return <= -2%,MOMENTUM-CONTROLLED,210,0,prior-session VIX return <= -2%,0.6878611438940307,0.08004080267239866,0.7845784794126558,0.9962614206341377,2.000789034667598,1.294979232743223,0.9550666593515115,1.1186456713366546,1.1994914052094716,0.7923600230071998,1.0836837108368371,15.0,0.5904761904761905,0.7,0.4,-6.659337976476653,S1,1,1,0,0,0,0.3,0.7,0.4673076313138458,BEAR,0.6,0.4,-0.23000040370412256,False,True,0.6878611438940307,True,242.53,499.0,256.47,0.87,60% book +0.75R 10:15 · runner stop 10:30,1
ANGELONE|BUY|10:15|106,ANGELONE,BUY,BUY-EX7,106,10:15,306.3,CAPMKTS,2026-09-07T10:15:00+05:30,11.219,81.82,False,opening market breadth below 55% in signal direction,MOMENTUM-EXTENDED,210,0,opening market breadth below 55% in signal direction,2.3046072268358087,0.13359849854328587,1.4981370544375683,1.9853152917329817,2.6308434823554894,1.8221963623101802,0.5833269754075431,0.4235896529534674,1.129601135556683,0.8194926229441711,3.3033760615689003,95.0,0.4095238095238095,0.29523809523809524,0.75,-6.6593,S1+S4,2,1,0,0,1,0.29523809523809524,0.29523809523809524,-0.5095099701993899,BEAR,0.75,0.75,0.9084100575940335,True,False,2.3046072268358087,True,-931.35,-621.0,310.35,-1.0,SL 10:25,0
TORNTPHARM|BUY|10:15|105,TORNTPHARM,BUY,BUY-EX6,105,10:15,4895.0,PHA,2026-09-07T10:15:00+05:30,14.692,78.61,False,opening market breadth below 55% in signal direction,MOMENTUM-EXTENDED,210,0,opening market breadth below 55% in signal direction,1.031991744066052,0.6191950464396356,0.926270059073155,0.09244444285400596,2.519032435253105,2.332308429151823,1.0,0.7362183920885552,1.2883821861549716,1.3690200795780514,3.833729216152019,95.0,0.4095238095238095,0.29523809523809524,0.5384615384615384,-6.6593,S1+S3,2,1,0,1,0,0.29523809523809524,0.29523809523809524,-0.5095099701993899,BEAR,0.5384615384615384,0.5384615384615384,0.04837054583586298,True,False,1.031991744066052,True,-656.34,-432.0,224.34,-0.49,momentum failure 10:30,0
