decision_id,symbol,side,signal,code,time,entry,sector,bar_dt,signal_age_min,spurt_rank,score,accepted,model_reason,subtype,taken,why,cf_net,cf_gross,cf_drag,cf_r,cf_exit,cf_win,trade_key
ASHOKLEY|SELL|09:25|290,ASHOKLEY,SELL,ENTRY SELL,290,09:25,158.52,AUTO,2026-09-18T09:25:00+05:30,1.087,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-659.55,-571.0,88.55,-1.0,SL 11:30 @ ₹160.33,0,
ASIANPAINT|BUY|09:25|90,ASIANPAINT,BUY,ENTRY BUY,90,09:25,2473.8999,CHEMICALS,2026-09-18T09:25:00+05:30,1.09,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-454.8,-368.0,86.8,-1.0,SL 10:25 @ ₹2455.51,0,
BAJAJ-AUTO|SELL|09:25|290,BAJAJ-AUTO,SELL,ENTRY SELL,290,09:25,11431.0,AUTO,2026-09-18T09:25:00+05:30,1.109,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-270.47,-232.0,38.47,-0.57,OPEN 15:10 @ ₹11489.00,0,
BPCL|BUY|09:25|90,BPCL,BUY,ENTRY BUY,90,09:25,310.3,OIL,2026-09-18T09:25:00+05:30,1.165,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',166.72,240.0,73.28,0.74,RUNNER SL 10:20 @ ₹311.79,1,
COLPAL|BUY|09:25|90,COLPAL,BUY,ENTRY BUY,90,09:25,1857.5,FMCG,2026-09-18T09:25:00+05:30,1.209,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',417.94,489.0,71.06,0.9,RUNNER SL 14:00 @ ₹1876.32,1,
DMART|SELL|09:25|290,DMART,SELL,ENTRY SELL,290,09:25,3693.7,CONSUMPTION,2026-09-18T09:25:00+05:30,1.246,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-432.97,-348.0,84.97,-1.0,SL 13:05 @ ₹3720.44,0,
EICHERMOT|SELL|09:25|290,EICHERMOT,SELL,ENTRY SELL,290,09:25,7518.0,AUTO,2026-09-18T09:25:00+05:30,1.254,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-304.72,-225.0,79.72,-1.0,SL 09:55 @ ₹7555.51,0,
HEROMOTOCO|SELL|09:25|290,HEROMOTOCO,SELL,ENTRY SELL,290,09:25,5312.5,AUTO,2026-09-18T09:25:00+05:30,1.328,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-242.23,-202.0,40.23,-0.47,OPEN 15:10 @ ₹5335.00,0,
HINDZINC|BUY|09:25|90,HINDZINC,BUY,ENTRY BUY,90,09:25,583.7,MET,2026-09-18T09:25:00+05:30,1.343,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',261.14,334.0,72.86,0.87,RUNNER SL 10:20 @ ₹587.63,1,
ICICIBANK|SELL|09:25|290,ICICIBANK,SELL,ENTRY SELL,290,09:25,1348.1,BANK,2026-09-18T09:25:00+05:30,1.35,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',258.03,300.0,41.97,0.69,OPEN 15:10 @ ₹1340.00,1,
ICICIGI|SELL|09:25|290,ICICIGI,SELL,ENTRY SELL,290,09:25,1475.9,INSURANCE,2026-09-18T09:25:00+05:30,1.354,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',286.02,327.0,40.98,0.88,OPEN 15:10 @ ₹1466.00,1,
IDEA|SELL|09:25|290,IDEA,SELL,ENTRY SELL,290,09:25,14.17,TELECOM,2026-09-18T09:25:00+05:30,1.362,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-698.69,-610.0,88.69,-1.0,SL 10:15 @ ₹14.34,0,
INDHOTEL|BUY|09:25|90,INDHOTEL,BUY,ENTRY BUY,90,09:25,728.6,TRAVEL,2026-09-18T09:25:00+05:30,1.374,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',637.93,711.0,73.07,1.73,RUNNER SL 10:20 @ ₹739.05,1,
LUPIN|BUY|09:25|90,LUPIN,BUY,ENTRY BUY,90,09:25,2112.2,PHA,2026-09-18T09:25:00+05:30,1.483,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-804.82,-720.0,84.82,-1.0,SL 15:00 @ ₹2080.88,0,
MARICO|BUY|09:25|90,MARICO,BUY,ENTRY BUY,90,09:25,821.05,FMCG,2026-09-18T09:25:00+05:30,1.498,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-405.48,-319.0,86.48,-1.0,SL 13:15 @ ₹815.74,0,
MCX|BUY|09:25|90,MCX,BUY,ENTRY BUY,90,09:25,3304.7,CAPMKTS,2026-09-18T09:25:00+05:30,1.512,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-829.54,-743.0,86.54,-1.0,SL 09:40 @ ₹3255.15,0,
NAUKRI|SELL|09:25|290,NAUKRI,SELL,ENTRY SELL,290,09:25,1263.2,NEWAGE,2026-09-18T09:25:00+05:30,1.543,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',109.05,181.0,71.95,0.68,RUNNER SL 12:30 @ ₹1258.55,1,
POLICYBZR|BUY|09:25|90,POLICYBZR,BUY,ENTRY BUY,90,09:25,1788.6,INSURANCE,2026-09-18T09:25:00+05:30,1.631,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-542.61,-458.0,84.61,-1.0,SL 10:35 @ ₹1771.65,0,
RECLTD|SELL|09:25|290,RECLTD,SELL,ENTRY SELL,290,09:25,309.5,FIN,2026-09-18T09:25:00+05:30,1.661,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-476.2,-388.0,88.2,-1.0,SL 10:55 @ ₹311.91,0,
SBICARD|SELL|09:25|290,SBICARD,SELL,ENTRY SELL,290,09:25,634.75,FIN,2026-09-18T09:25:00+05:30,1.676,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-150.66,-109.0,41.66,-0.26,OPEN 15:10 @ ₹636.15,0,
TATAPOWER|SELL|09:25|290,TATAPOWER,SELL,ENTRY SELL,290,09:25,362.35,ENE,2026-09-18T09:25:00+05:30,1.732,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-501.89,-414.0,87.89,-1.0,SL 10:10 @ ₹365.37,0,
AMBER|BUY|09:30|101,AMBER,BUY,BUY-EX,101,09:30,7113.5,CDUR,2026-09-18T09:30:00+05:30,11.136,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',43.06,116.0,72.94,0.42,RUNNER SL 10:10 @ ₹7130.07,1,
AUROPHARMA|SELL|09:30|220,AUROPHARMA,SELL,SELL-EX19,220,09:30,1683.9,PHA,2026-09-18T09:30:00+05:30,11.268,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-603.56,-517.0,86.56,-1.0,SL 15:05 @ ₹1701.74,0,
BANKBARODA|SELL|09:30|201,BANKBARODA,SELL,SELL-EX1,201,09:30,232.38,PSUBK,2026-09-18T09:30:00+05:30,11.371,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-289.26,-201.0,88.26,-1.0,SL 12:35 @ ₹233.32,0,
CDSL|BUY|09:30|101,CDSL,BUY,BUY-EX,101,09:30,1374.0,CAPMKTS,2026-09-18T09:30:00+05:30,11.593,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',473.26,504.0,30.74,0.56,OPEN 15:10 @ ₹1388.00,1,
COALINDIA|SELL|09:30|201,COALINDIA,SELL,SELL-EX1,201,09:30,416.5,ENE,2026-09-18T09:30:00+05:30,11.652,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',571.29,644.0,72.71,1.61,RUNNER SL 11:55 @ ₹411.13,1,
DMART|SELL|09:30|213,DMART,SELL,SELL-EX12,213,09:30,3691.0,CONSUMPTION,2026-09-18T09:30:00+05:30,11.844,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-467.94,-383.0,84.94,-1.0,SL 13:05 @ ₹3720.44,0,
FORCEMOT|BUY|09:30|101,FORCEMOT,BUY,BUY-EX,101,09:30,17816.0,AUTO,2026-09-18T09:30:00+05:30,11.934,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-212.14,-190.0,22.14,-0.45,OPEN 15:10 @ ₹17721.00,0,
HINDZINC|BUY|09:30|101,HINDZINC,BUY,BUY-EX,101,09:30,585.8,MET,2026-09-18T09:30:00+05:30,12.229,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',16.06,47.0,30.94,0.08,OPEN 15:10 @ ₹586.35,1,
ICICIBANK|SELL|09:30|203,ICICIBANK,SELL,SELL-EX3,203,09:30,1345.3,BANK,2026-09-18T09:30:00+05:30,12.259,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',154.12,196.0,41.88,0.37,OPEN 15:10 @ ₹1340.00,1,
ICICIGI|SELL|09:30|209,ICICIGI,SELL,SELL-EX8,209,09:30,1474.5,INSURANCE,2026-09-18T09:30:00+05:30,12.274,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',239.06,280.0,40.94,0.67,OPEN 15:10 @ ₹1466.00,1,
ICICIPRULI|BUY|09:30|90,ICICIPRULI,BUY,ENTRY BUY,90,09:30,494.1,INSURANCE,2026-09-18T09:30:00+05:30,12.288,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',340.65,414.0,73.35,1.32,RUNNER SL 11:25 @ ₹498.20,1,
INDHOTEL|BUY|09:30|101,INDHOTEL,BUY,BUY-EX,101,09:30,733.1,TRAVEL,2026-09-18T09:30:00+05:30,12.347,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',428.02,459.0,30.98,0.64,OPEN 15:10 @ ₹739.85,1,
INDUSINDBK|BUY|09:30|90,INDUSINDBK,BUY,ENTRY BUY,90,09:30,965.6,BANK,2026-09-18T09:30:00+05:30,12.391,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-315.55,-229.0,86.55,-1.0,SL 11:05 @ ₹961.11,0,
INDUSTOWER|SELL|09:30|290,INDUSTOWER,SELL,ENTRY SELL,290,09:30,379.85,TELECOM,2026-09-18T09:30:00+05:30,12.405,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',179.37,252.0,72.63,0.71,RUNNER SL 11:50 @ ₹377.93,1,
IREDA|BUY|09:30|101,IREDA,BUY,BUY-EX,101,09:30,110.03,FIN,2026-09-18T09:30:00+05:30,12.464,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',112.77,186.0,73.23,0.55,RUNNER SL 10:25 @ ₹110.44,1,
JUBLFOOD|BUY|09:30|101,JUBLFOOD,BUY,BUY-EX,101,09:30,489.05,CONSUMPTION,2026-09-18T09:30:00+05:30,12.567,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',727.36,801.0,73.64,0.95,RUNNER SL 14:15 @ ₹496.90,1,
KEI|SELL|09:30|290,KEI,SELL,ENTRY SELL,290,09:30,4544.5,CAPGOODS,2026-09-18T09:30:00+05:30,12.611,999.0,0.0,False,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',UNKNOWN,0,feature failure: AttributeError: module 'm14_entry' has no attribute 'causal_price_features',-401.41,-313.0,88.41,-1.0,SL 09:50 @ ₹4572.91,0,
