day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s,cf_net,cf_r,cf_exit,mfe_r,mae_r,mfe30_r,mfe60_r,eod_pct,bear_close,day_regime
2026-08-18,M10,ABB,BUY,BUY-EX17,102,09:30,570,7726.0,,BREAKOUT,1,0,,0.667,0.862,CAPGOODS,,,,,,,,-405.0,,-1.0,,100% SL 11:00,,,,,,,,,0.633,MIXED
2026-08-18,M10,ADANIPOWER,BUY,BUY-EX17,102,09:35,575,205.48,,BREAKOUT,1,0,,0.667,0.943,ENE,,,,,,,,291.0,,0.74,,100% trail 11:20,,,,,,,,,0.633,MIXED
2026-08-18,M10,BAJAJ-AUTO,BUY,BUY-EX12,111,09:45,585,11760.0,,BREAKOUT,1,0,,0.667,0.832,AUTO,,,,,,,,-153.0,,-1.0,,100% SL 10:05,,,,,,,,,0.633,MIXED
2026-08-18,M10,BIOCON,BUY,BUY-EX5,104,09:40,580,415.8,,BREAKOUT,1,0,,0.667,0.922,PHA,,,,,,,,320.0,,0.72,,100% trail 10:35,,,,,,,,,0.633,MIXED
2026-08-18,M10,LICI,BUY,BUY-EX17,102,09:30,570,413.6,,BREAKOUT,1,0,,0.667,0.878,INSURANCE,,,,,,,,-430.0,,-1.0,,100% SL 11:20,-295,-0.61,OPEN,-0.61,0.61,-0.61,-0.61,-0.53,0.633,MIXED
2026-08-18,M10,MAZDOCK,BUY,BUY-EX17,102,09:45,585,2582.1,,BREAKOUT,1,0,,0.667,0.483,DEF,,,,,,,,370.0,,0.75,,100% trail 14:05,,,,,,,,,0.633,MIXED
2026-08-18,M10,POLICYBZR,BUY,BUY-EX17,102,09:35,575,1746.1,,BREAKOUT,1,0,,0.667,1.042,INSURANCE,,,,,,,,-623.0,,-1.0,,100% SL 10:10,,,,,,,,,0.633,MIXED
2026-08-18,M10,SRF,BUY,BUY-EX7,106,09:45,585,2631.4,,BREAKOUT,1,0,,0.667,0.589,CHEMICALS,,,,,,,,-8.0,,-0.02,,OPEN,,,,,,,,,0.633,MIXED
2026-08-18,M10,SUPREMEIND,BUY,BUY-EX7,106,09:45,585,3612.7,,BREAKOUT,1,0,,0.667,0.632,BUILDMAT,,,,,,,,42.0,,0.11,,OPEN,,,,,,,,,0.633,MIXED
2026-08-18,M10,TIINDIA,BUY,BUY-EX17,102,09:35,575,2871.1,,BREAKOUT,1,0,,0.667,4.731,AUTO,,,,,,,,754.0,,0.89,,100% trail 12:50,,,,,,,,,0.633,MIXED
2026-08-18,M10,TATAELXSI,SELL,SELL-EX19,219,10:00,600,3704.6,,CONTINUATION,1,0,,0.667,-1.473,IT,,,,,,,,554.0,,0.86,,OPEN,,,,,,,,,0.633,MIXED
2026-08-18,M10,INDUSTOWER,SELL,SELL-EX19,219,10:20,620,373.8,,CONTINUATION,1,0,,0.667,-1.632,TELECOM,,,,,,,,114.0,,0.44,,100% trail 11:50,,,,,,,,,0.633,MIXED
2026-08-18,M10,SBILIFE,SELL,SELL-EX12,212,10:05,605,1778.6,,BREAKOUT,1,0,,0.667,-0.659,INSURANCE,,,,,,,,-212.0,,-1.0,,100% SL 10:25,,,,,,,,,0.633,MIXED
2026-08-18,M10,TCS,SELL,SELL-EX19,219,10:05,605,2287.2,,CONTINUATION,1,0,,0.667,-1.124,IT,,,,,,,,151.0,,0.38,,OPEN,,,,,,,,,0.633,MIXED
2026-08-18,M10,TECHM,SELL,SELL-EX19,219,10:15,615,1586.7,,BREAKOUT,1,0,,0.667,-1.447,IT,,,,,,,,-164.0,,-0.31,,OPEN,,,,,,,,,0.633,MIXED
2026-08-18,M10,360ONE,SELL,ENTRY SELL,290,09:20,560,1156.6,,,0,0,scanner-table preview (90/290) — no chart label,0.667,-1.398,CAPMKTS,,,,,,,,,,,,,-46,-0.01,OPEN,0.09,0.43,0.09,0.09,-0.01,0.633,MIXED
2026-08-18,M10,ABCAPITAL,SELL,ENTRY SELL,290,09:20,560,396.35,,,0,0,scanner-table preview (90/290) — no chart label,0.667,-0.589,FIN,,,,,,,,,,,,,90,0.32,OPEN,0.35,0.4,0.35,0.35,0.26,0.633,MIXED
2026-08-18,M10,ADANIGREEN,SELL,ENTRY SELL,290,09:20,560,1319.5,,,0,0,scanner-table preview (90/290) — no chart label,0.667,-0.61,GREEN,,,,,,,,,,,,,-23,0.06,OPEN,0.06,0.86,0.06,0.06,0.04,0.633,MIXED
2026-08-18,M10,ALKEM,BUY,ENTRY BUY,90,09:25,565,5459.0,,,0,0,scanner-table preview (90/290) — no chart label,0.667,1.582,PHA,,,,,,,,,,,,,-27,0.01,OPEN,0.01,0.53,0.01,0.01,0.01,0.633,MIXED
2026-08-18,M10,AMBER,BUY,ENTRY BUY,90,09:20,560,7346.0,,,0,0,scanner-table preview (90/290) — no chart label,0.667,1.199,CDUR,,,,,,,,,,,,,18,0.23,OPEN,1.88,0.64,1.88,1.88,0.1,0.633,MIXED
2026-08-18,M10,AMBUJACEM,SELL,ENTRY SELL,290,09:20,560,413.8,,,0,0,scanner-table preview (90/290) — no chart label,0.667,-0.349,CEMENT,,,,,,,,,,,,,-6,0.13,OPEN,0.13,0.52,0.13,0.13,0.07,0.633,MIXED
2026-08-18,M10,APLAPOLLO,BUY,ENTRY BUY,90,09:20,560,2098.0,,,0,0,scanner-table preview (90/290) — no chart label,0.667,0.802,MET,,,,,,,,,,,,,-214,-0.43,OPEN,0.24,0.43,0.24,0.24,-0.38,0.633,MIXED
2026-08-18,M10,ASTRAL,SELL,ENTRY SELL,290,09:20,560,1530.4,,,0,0,scanner-table preview (90/290) — no chart label,0.667,-0.514,BUILDMAT,,,,,,,,,,,,,-57,-0.03,OPEN,0.09,0.21,0.09,0.09,-0.03,0.633,MIXED
2026-08-18,M10,ASTRAL,SELL,SELL-EX5,205,09:35,575,1527.5,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.667,-0.702,BUILDMAT,,,,,,,,,,,,,,,,,,,,,0.633,MIXED
2026-08-18,M10,AUBANK,SELL,ENTRY SELL,290,09:20,560,1070.6,,,0,0,scanner-table preview (90/290) — no chart label,0.667,-0.149,BANK,,,,,,,,,,,,,5,0.13,OPEN,0.23,0.53,0.23,0.23,0.09,0.633,MIXED
2026-08-18,M10,AUBANK,SELL,SELL-EX3,203,09:40,580,1066.6,,,0,0,not a whitelisted SELL setup — Coach-v2 (w1: EX1/EX2/EX3/EX15/NORMAL −R),0.667,-0.522,BANK,,,,,,,,,,,,,,,,,,,,,0.633,MIXED
2026-08-18,M10,AUROPHARMA,BUY,ENTRY BUY,90,09:20,560,1642.0,,,0,0,scanner-table preview (90/290) — no chart label,0.667,0.91,PHA,,,,,,,,,,,,,-16,0.04,OPEN,0.18,0.43,0.18,0.18,0.03,0.633,MIXED
2026-08-18,M10,AXISBANK,BUY,BUY-EX,101,09:35,575,1235.5,,,0,0,not a whitelisted BUY setup — Coach-v2 (w1: plain BUY-EX/EX9/EX4 churn −R),0.667,0.668,BANK,,,,,,,,,,,,,,,,,,,,,0.633,MIXED
2026-08-18,M10,BAJAJ-AUTO,BUY,ENTRY BUY,90,09:25,565,11741.0,,,0,0,scanner-table preview (90/290) — no chart label,0.667,0.669,AUTO,,,,,,,,,,,,,-29,0.0,OPEN,0.61,0.27,0.61,0.61,0.0,0.633,MIXED
2026-08-18,M10,BAJAJFINSV,SELL,ENTRY SELL,290,09:30,570,2002.5,,,0,0,scanner-table preview (90/290) — no chart label,0.667,-0.125,FIN,,,,,,,,,,,,,,,,,,,,,0.633,MIXED
2026-08-18,M10,BAJAJHLDNG,SELL,ENTRY SELL,290,09:20,560,11362.0,,,0,0,scanner-table preview (90/290) — no chart label,0.667,-0.149,FIN,,,,,,,,,,,,,70,0.43,OPEN,0.58,0.5,0.58,0.58,0.24,0.633,MIXED
