day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s,cf_net,cf_r,cf_exit,mfe_r,mae_r,mfe30_r,mfe60_r,eod_pct,bear_close,day_regime
2026-08-31,M10,GODREJPROP,SELL,SELL-EX12,212,09:35,575,1994.8,,BREAKOUT,1,0,,0.648,-1.69,REALTY,,,,,,,,338.0,,0.56,,100% trail 11:40,250,0.56,100% trail 11:40,1.32,0.86,0.73,0.73,-0.02,0.543,MIXED
2026-08-31,M10,LODHA,SELL,SELL-EX19,219,09:30,570,1231.7,,BREAKOUT,1,0,,0.648,-3.32,REALTY,,,,,,,,-254.0,,-0.29,,OPEN,994,1.16,OPEN,1.16,0.34,0.37,0.37,2.69,0.543,MIXED
2026-08-31,M10,MANAPPURAM,SELL,SELL-EX12,212,09:35,575,338.5,,BREAKOUT,1,0,,0.648,-2.981,FIN,,,,,,,,-672.0,,-1.0,,100% SL 11:45,-760,-1.0,100% SL 11:45,0.09,1.39,0.09,0.09,-0.47,0.543,MIXED
2026-08-31,M10,PATANJALI,SELL,SELL-EX12,212,10:00,600,344.0,,BREAKOUT,1,0,,0.648,-1.277,FMCG,,,,,,,,247.0,,0.72,,OPEN,-187,-0.42,OPEN,0.72,0.84,0.21,0.34,-0.29,0.543,MIXED
2026-08-31,M10,PREMIERENE,SELL,SELL-EX12,212,09:35,575,1003.8,,BREAKOUT,1,0,,0.648,-0.996,GREEN,,,,,,,,-529.0,,-1.0,,100% SL 11:35,-616,-1.0,100% SL 11:35,0.53,3.01,0.53,0.53,-3.24,0.543,MIXED
2026-08-31,M10,PRESTIGE,SELL,SELL-EX19,219,09:35,575,1570.0,,BREAKOUT,1,0,,0.648,-1.134,REALTY,,,,,,,,-521.0,,-0.75,,100% trail 14:00,-607,-0.75,100% trail 14:00,1.25,2.82,0.62,0.62,-4.01,0.543,MIXED
2026-08-31,M10,RADICO,SELL,SELL-EX12,212,09:30,570,4560.3,,BREAKOUT,1,0,,0.648,-0.971,FMCG,,,,,,,,644.0,,2.09,,100% trail 13:25,564,2.09,100% trail 13:25,2.89,0.31,1.15,1.25,1.65,0.543,MIXED
2026-08-31,M10,ADANIENSOL,SELL,ENTRY SELL,290,09:20,560,1551.5,,,0,0,scanner-table preview (90/290) — no chart label,0.648,-1.891,ENE,,,,,,,,,,,,,3187,3.58,OPEN,3.58,0.76,0.13,0.13,8.64,0.543,MIXED
2026-08-31,M10,AMBUJACEM,SELL,ENTRY SELL,290,09:25,565,407.2,,,0,0,scanner-table preview (90/290) — no chart label,0.648,-1.177,CEMENT,,,,,,,,,,,,,696,1.43,OPEN,1.43,0.6,0.28,0.28,1.49,0.543,MIXED
2026-08-31,M10,BAJAJ-AUTO,BUY,ENTRY BUY,90,09:20,560,12013.0,,,0,0,scanner-table preview (90/290) — no chart label,0.648,0.865,AUTO,,,,,,,,,,,,,438,1.05,OPEN,1.05,0.59,0.23,0.23,0.97,0.543,MIXED
2026-08-31,M10,BAJAJHLDNG,SELL,ENTRY SELL,290,09:25,565,11251.0,,,0,0,scanner-table preview (90/290) — no chart label,0.648,-0.785,FIN,,,,,,,,,,,,,-445,-1.0,100% SL 10:05,0.23,4.31,0.23,0.23,-3.49,0.543,MIXED
2026-08-31,M10,BIOCON,SELL,ENTRY SELL,290,09:25,565,407.6,,,0,0,scanner-table preview (90/290) — no chart label,0.648,-0.851,PHA,,,,,,,,,,,,,287,0.73,100% trail 15:15,1.31,1.04,0.18,0.18,-1.08,0.543,MIXED
2026-08-31,M10,CGPOWER,SELL,ENTRY SELL,290,09:25,565,878.85,,,0,0,scanner-table preview (90/290) — no chart label,0.648,-1.142,CAPGOODS,,,,,,,,,,,,,-430,-1.0,100% SL 11:35,0.6,6.06,0.6,0.6,-4.23,0.543,MIXED
2026-08-31,M10,DALBHARAT,SELL,ENTRY SELL,290,09:25,565,1812.2,,,0,0,scanner-table preview (90/290) — no chart label,0.648,-1.794,CEMENT,,,,,,,,,,,,,-954,-1.0,100% SL 11:25,0.51,2.54,0.3,0.3,-2.43,0.543,MIXED
2026-08-31,M10,DRREDDY,SELL,ENTRY SELL,290,09:20,560,1168.5,,,0,0,scanner-table preview (90/290) — no chart label,0.648,-0.806,PHA,,,,,,,,,,,,,-332,-1.0,100% SL 10:30,2.42,1.63,0.55,0.55,1.21,0.543,MIXED
2026-08-31,M10,HDFCBANK,BUY,ENTRY BUY,90,09:20,560,737.15,,,0,0,scanner-table preview (90/290) — no chart label,0.648,2.339,BANK,,,,,,,,,,,,,-972,-1.0,100% SL 11:35,0.19,2.45,0.19,0.19,-3.82,0.543,MIXED
2026-08-31,M10,IREDA,SELL,ENTRY SELL,290,09:25,565,115.33,,,0,0,scanner-table preview (90/290) — no chart label,0.648,-1.444,FIN,,,,,,,,,,,,,-549,-0.98,OPEN,0.61,0.98,0.34,0.34,-1.01,0.543,MIXED
2026-08-31,M10,KPITTECH,SELL,ENTRY SELL,290,09:20,560,592.1,,,0,0,scanner-table preview (90/290) — no chart label,0.648,-2.839,IT,,,,,,,,,,,,,364,0.44,OPEN,0.44,0.25,0.2,0.2,1.2,0.543,MIXED
2026-08-31,M10,LTM,SELL,ENTRY SELL,290,09:25,565,4590.0,,,0,0,scanner-table preview (90/290) — no chart label,0.648,-1.818,IT,,,,,,,,,,,,,415,0.52,OPEN,0.77,0.25,0.53,0.53,1.09,0.543,MIXED
2026-08-31,M10,MANAPPURAM,SELL,ENTRY SELL,290,09:25,565,339.1,,,0,0,scanner-table preview (90/290) — no chart label,0.648,-2.809,FIN,,,,,,,,,,,,,-671,-1.0,100% SL 11:45,0.25,1.45,0.25,0.25,-0.29,0.543,MIXED
