day,model,sym,side,sig,code,time,min,entry,rank,cls,taken,ghost,skip_why,breadth,daypct,sec,sec_bullq,sec_bearq,sec_pb,sec_pw,held,tilt,regime,cf_net_s,cf_net_p,cf_r_s,cf_r_p,cf_exit_s,m9_shard
2026-07-31,M9A,EPL,BUY,ENTRY BUY,90,09:25,565,231.19,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-0.199,,,,,,,,,,,,,,A
2026-07-31,M9A,FEDFINA,BUY,ENTRY BUY,90,09:20,560,154.3,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.6,,,,,,,,,,,,,,A
2026-07-31,M9A,GCSL,BUY,ENTRY BUY,90,09:20,560,525.4,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.478,,,,,,,,,,,,,,A
2026-07-31,M9A,GESHIP,BUY,ENTRY BUY,90,09:25,565,1378.2,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.233,,,,,,,,,,,,,,A
2026-07-31,M9A,GKENERGY,BUY,ENTRY BUY,90,09:20,560,130.36,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.89,,,,,,,,,,,,,,A
2026-07-31,M9A,GLAXO,SELL,ENTRY SELL,290,09:20,560,2591.2,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-0.644,,,,,,,,,,,,,,A
2026-07-31,M9A,GMDCLTD,BUY,ENTRY BUY,90,09:25,565,564.7,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.588,,,,,,,,,,,,,,A
2026-07-31,M9A,GNFC,SELL,ENTRY SELL,290,09:20,560,524.65,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-0.634,,,,,,,,,,,,,,A
2026-07-31,M9A,GOKEX,BUY,ENTRY BUY,90,09:20,560,808.7,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.497,,,,,,,,,,,,,,A
2026-07-31,M9A,HBLENGINE,BUY,ENTRY BUY,90,09:20,560,720.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,3.012,,,,,,,,,,,,,,A
2026-07-31,M9A,HEMIPROP,BUY,ENTRY BUY,90,09:20,560,135.33,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.617,,,,,,,,,,,,,,A
2026-07-31,M9A,HIKAL,BUY,ENTRY BUY,90,09:20,560,218.48,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.275,,,,,,,,,,,,,,A
2026-07-31,M9A,HITECH,BUY,ENTRY BUY,90,09:20,560,85.24,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.578,,,,,,,,,,,,,,A
2026-07-31,M9A,HONAUT,SELL,ENTRY SELL,290,09:25,565,38820.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-1.472,,,,,,,,,,,,,,A
2026-07-31,M9A,HSCL,BUY,ENTRY BUY,90,09:20,560,781.1,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,2.46,,,,,,,,,,,,,,A
2026-07-31,M9A,IMAGICAA,BUY,ENTRY BUY,90,09:25,565,46.6,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,2.193,,,,,,,,,,,,,,A
2026-07-31,M9A,INDIAGLYCO,BUY,ENTRY BUY,90,09:20,560,1135.25,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.821,,,,,,,,,,,,,,A
2026-07-31,M9A,INDOCO,BUY,ENTRY BUY,90,09:20,560,218.77,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.607,,,,,,,,,,,,,,A
2026-07-31,M9A,IONEXCHANG,BUY,ENTRY BUY,90,09:20,560,420.85,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.682,,,,,,,,,,,,,,A
2026-07-31,M9A,JAICORPLTD,BUY,ENTRY BUY,90,09:25,565,102.05,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.542,,,,,,,,,,,,,,A
2026-07-31,M9A,JAYKAY,BUY,ENTRY BUY,90,09:20,560,160.11,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.335,,,,,,,,,,,,,,A
2026-07-31,M9A,JINDRILL,SELL,ENTRY SELL,290,09:20,560,588.05,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-2.195,,,,,,,,,,,,,,A
2026-07-31,M9A,JSWHL,BUY,ENTRY BUY,90,09:25,565,11264.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.059,,,,,,,,,,,,,,A
2026-07-31,M9A,JYOTICNC,BUY,ENTRY BUY,90,09:20,560,821.8,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.582,,,,,,,,,,,,,,A
2026-07-31,M9A,KIRLOSENG,BUY,ENTRY BUY,90,09:20,560,2186.3,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,2.259,,,,,,,,,,,,,,A
2026-07-31,M9A,KTKBANK,BUY,ENTRY BUY,90,09:20,560,294.65,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.908,,,,,,,,,,,,,,A
2026-07-31,M9A,LEMONTREE,BUY,ENTRY BUY,90,09:20,560,109.86,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.164,,,,,,,,,,,,,,A
2026-07-31,M9A,LLOYDSENT,BUY,ENTRY BUY,90,09:20,560,79.98,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.228,,,,,,,,,,,,,,A
2026-07-31,M9A,MAITHANALL,BUY,ENTRY BUY,90,09:20,560,973.8,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.132,,,,,,,,,,,,,,A
2026-07-31,M9A,MARINE,BUY,ENTRY BUY,90,09:20,560,260.9,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.85,,,,,,,,,,,,,,A
2026-07-31,M9A,MIDHANI,BUY,ENTRY BUY,90,09:20,560,391.6,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.928,,,,,,,,,,,,,,A
2026-07-31,M9A,MMFL,BUY,ENTRY BUY,90,09:25,565,540.2,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.474,,,,,,,,,,,,,,A
2026-07-31,M9A,MUFIN,BUY,ENTRY BUY,90,09:25,565,129.94,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.397,,,,,,,,,,,,,,A
2026-07-31,M9A,NATCOPHARM,SELL,ENTRY SELL,290,09:20,560,927.65,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.07,,,,,,,,,,,,,,A
2026-07-31,M9A,NOCIL,BUY,ENTRY BUY,90,09:20,560,161.97,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.383,,,,,,,,,,,,,,A
2026-07-31,M9A,NTPCGREEN,BUY,ENTRY BUY,90,09:20,560,90.95,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.497,,,,,,,,,,,,,,A
2026-07-31,M9A,ONESOURCE,SELL,ENTRY SELL,290,09:20,560,1659.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-1.718,,,,,,,,,,,,,,A
2026-07-31,M9A,PAISALO,BUY,ENTRY BUY,90,09:25,565,71.45,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.818,,,,,,,,,,,,,,A
2026-07-31,M9A,PARACABLES,BUY,ENTRY BUY,90,09:20,560,64.2,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,2.311,,,,,,,,,,,,,,A
2026-07-31,M9A,PARAS,BUY,ENTRY BUY,90,09:20,560,1231.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.4,,,,,,,,,,,,,,A
2026-07-31,M9A,PCBL,SELL,ENTRY SELL,290,09:20,560,314.75,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-3.717,,,,,,,,,,,,,,A
2026-07-31,M9A,PFS,BUY,ENTRY BUY,90,09:20,560,27.59,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.657,,,,,,,,,,,,,,A
2026-07-31,M9A,PGIL,BUY,ENTRY BUY,90,09:20,560,2050.4,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.747,,,,,,,,,,,,,,A
2026-07-31,M9A,POLYMED,BUY,ENTRY BUY,90,09:20,560,1694.6,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,2.078,,,,,,,,,,,,,,A
2026-07-31,M9A,PRAKASH,BUY,ENTRY BUY,90,09:25,565,124.08,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.145,,,,,,,,,,,,,,A
2026-07-31,M9A,QUESS,BUY,ENTRY BUY,90,09:20,560,321.5,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,3.443,,,,,,,,,,,,,,A
2026-07-31,M9A,RAIN,BUY,ENTRY BUY,90,09:25,565,225.78,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,2.117,,,,,,,,,,,,,,A
2026-07-31,M9A,RELIGARE,BUY,ENTRY BUY,90,09:25,565,253.85,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.02,,,,,,,,,,,,,,A
2026-07-31,M9A,RESPONIND,BUY,ENTRY BUY,90,09:20,560,172.4,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.114,,,,,,,,,,,,,,A
2026-07-31,M9A,RISHABH,BUY,ENTRY BUY,90,09:25,565,625.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,2.965,,,,,,,,,,,,,,A
2026-07-31,M9A,RPGLIFE,SELL,ENTRY SELL,290,09:20,560,2762.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-0.915,,,,,,,,,,,,,,A
2026-07-31,M9A,SALZERELEC,BUY,ENTRY BUY,90,09:20,560,573.65,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.315,,,,,,,,,,,,,,A
2026-07-31,M9A,SCHNEIDER,BUY,ENTRY BUY,90,09:20,560,1342.6,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,3.118,,,,,,,,,,,,,,A
2026-07-31,M9A,SIMPLEXINF,BUY,ENTRY BUY,90,09:20,560,235.95,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.266,,,,,,,,,,,,,,A
2026-07-31,M9A,SJVN,BUY,ENTRY BUY,90,09:20,560,68.75,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.292,,,,,,,,,,,,,,A
2026-07-31,M9A,SMSPHARMA,BUY,ENTRY BUY,90,09:25,565,377.05,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.816,,,,,,,,,,,,,,A
2026-07-31,M9A,SOUTHBANK,BUY,ENTRY BUY,90,09:20,560,47.37,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.002,,,,,,,,,,,,,,A
2026-07-31,M9A,SPMLINFRA,BUY,ENTRY BUY,90,09:20,560,194.2,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.622,,,,,,,,,,,,,,A
2026-07-31,M9A,STALLION,BUY,ENTRY BUY,90,09:25,565,252.75,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,4.141,,,,,,,,,,,,,,A
2026-07-31,M9A,STYL,BUY,ENTRY BUY,90,09:25,565,351.45,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.933,,,,,,,,,,,,,,A
2026-07-31,M9A,TEGA,BUY,ENTRY BUY,90,09:25,565,1489.7,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.662,,,,,,,,,,,,,,A
2026-07-31,M9A,TEXRAIL,BUY,ENTRY BUY,90,09:25,565,111.28,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.697,,,,,,,,,,,,,,A
2026-07-31,M9A,TIRUMALCHM,BUY,ENTRY BUY,90,09:25,565,170.33,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.387,,,,,,,,,,,,,,A
2026-07-31,M9A,TSFINV,BUY,ENTRY BUY,90,09:25,565,460.95,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,4.252,,,,,,,,,,,,,,A
2026-07-31,M9A,TVSHLTD,BUY,ENTRY BUY,90,09:20,560,15112.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.09,,,,,,,,,,,,,,A
2026-07-31,M9A,UJJIVANSFB,BUY,ENTRY BUY,90,09:20,560,71.39,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.522,,,,,,,,,,,,,,A
2026-07-31,M9A,UNIMECH,BUY,ENTRY BUY,90,09:20,560,1197.6,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,2.045,,,,,,,,,,,,,,A
2026-07-31,M9A,VARROC,BUY,ENTRY BUY,90,09:25,565,670.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.056,,,,,,,,,,,,,,A
2026-07-31,M9A,VIKRAMSOLR,BUY,ENTRY BUY,90,09:25,565,176.38,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.222,,,,,,,,,,,,,,A
2026-07-31,M9A,VOLTAMP,BUY,ENTRY BUY,90,09:20,560,9417.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.846,,,,,,,,,,,,,,A
2026-07-31,M9A,VSTTILLERS,BUY,ENTRY BUY,90,09:20,560,4467.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-0.246,,,,,,,,,,,,,,A
2026-07-31,M9A,WAAREERTL,BUY,ENTRY BUY,90,09:25,565,918.9,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.536,,,,,,,,,,,,,,A
2026-07-31,M9A,YASHO,BUY,ENTRY BUY,90,09:25,565,3310.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,3.273,,,,,,,,,,,,,,A
2026-07-31,M9A,3MINDIA,BUY,ENTRY BUY,90,09:30,570,35190.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.918,,,,,,,,,,,,,,A
2026-07-31,M9A,AADHARHFC,BUY,BUY-EX,101,09:40,580,502.0,,,0,0,not on NSE top-20 gainers (all-securities) snapshot — entry blocked (user rule A,0.4,0.601,,,,,,,,,,,,,,A
2026-07-31,M9A,ABDL,SELL,ENTRY SELL,290,09:35,575,641.65,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-0.98,,,,,,,,,,,,,,A
2026-07-31,M9A,AIIL,BUY,BUY-EX,101,09:30,570,556.45,,,0,0,not on NSE top-20 gainers (all-securities) snapshot — entry blocked (user rule A,0.4,1.933,,,,,,,,,,,,,,A
2026-07-31,M9A,ALLCARGO,BUY,ENTRY BUY,90,09:30,570,7.98,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.504,,,,,,,,,,,,,,A
2026-07-31,M9A,ANTHEM,BUY,BUY-EX17,102,09:30,570,797.0,,,0,0,not on NSE top-20 gainers (all-securities) snapshot — entry blocked (user rule A,0.4,1.529,,,,,,,,,,,,,,A
2026-07-31,M9A,APTUS,BUY,BUY-EX,101,09:30,570,285.1,,,0,0,not on NSE top-20 gainers (all-securities) snapshot — entry blocked (user rule A,0.4,2.739,,,,,,,,,,,,,,A
2026-07-31,M9A,ARMANFIN,BUY,ENTRY BUY,90,09:40,580,1927.7,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.726,,,,,,,,,,,,,,A
2026-07-31,M9A,ASAHIINDIA,BUY,BUY-EX,101,09:30,570,885.6,,,0,0,not on NSE top-20 gainers (all-securities) snapshot — entry blocked (user rule A,0.4,1.618,,,,,,,,,,,,,,A
2026-07-31,M9A,BAJAJCON,SELL,SELL-EX5,205,09:35,575,530.85,,,0,0,SELL-side master signal — M9 is BUY-only (logged for evidence),0.4,-2.238,,,,,,,,,,,,,,A
2026-07-31,M9A,BANSALWIRE,SELL,ENTRY SELL,290,09:30,570,314.8,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-0.694,,,,,,,,,,,,,,A
2026-07-31,M9A,BAYERCROP,SELL,SELL-EX3,203,09:30,570,4199.8,,,0,0,SELL-side master signal — M9 is BUY-only (logged for evidence),0.4,-0.641,,,,,,,,,,,,,,A
2026-07-31,M9A,BBTC,SELL,SELL-EX5,205,09:35,575,1485.4,,,0,0,SELL-side master signal — M9 is BUY-only (logged for evidence),0.4,-0.175,,,,,,,,,,,,,,A
2026-07-31,M9A,BELRISE,BUY,BUY-EX,101,09:30,570,237.06,,,0,0,not on NSE top-20 gainers (all-securities) snapshot — entry blocked (user rule A,0.4,2.014,,,,,,,,,,,,,,A
2026-07-31,M9A,BOROLTD,BUY,ENTRY BUY,90,09:30,570,242.94,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.564,,,,,,,,,,,,,,A
2026-07-31,M9A,CCL,BUY,BUY-EX9,108,09:30,570,1180.2,,,0,0,not on NSE top-20 gainers (all-securities) snapshot — entry blocked (user rule A,0.4,0.768,,,,,,,,,,,,,,A
2026-07-31,M9A,CEINSYS,SELL,ENTRY SELL,290,09:35,575,839.8,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.095,,,,,,,,,,,,,,A
2026-07-31,M9A,CESC,SELL,SELL-EX5,205,09:30,570,163.79,,,0,0,SELL-side master signal — M9 is BUY-only (logged for evidence),0.4,-0.793,,,,,,,,,,,,,,A
2026-07-31,M9A,CIEINDIA,SELL,ENTRY SELL,290,09:30,570,408.5,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-0.85,,,,,,,,,,,,,,A
2026-07-31,M9A,DBCORP,SELL,ENTRY SELL,290,09:40,580,209.67,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,-0.442,,,,,,,,,,,,,,A
2026-07-31,M9A,DIFFNKG,BUY,ENTRY BUY,90,09:40,580,386.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.847,,,,,,,,,,,,,,A
2026-07-31,M9A,DYNAMATECH,BUY,ENTRY BUY,90,09:30,570,10425.0,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.223,,,,,,,,,,,,,,A
2026-07-31,M9A,DYNAMATECH,BUY,BUY-EX,101,09:35,575,10461.0,,,0,0,not on NSE top-20 gainers (all-securities) snapshot — entry blocked (user rule A,0.4,1.573,,,,,,,,,,,,,,A
2026-07-31,M9A,ENDURANCE,BUY,ENTRY BUY,90,09:30,570,2829.6,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,0.877,,,,,,,,,,,,,,A
2026-07-31,M9A,EUREKAFORB,SELL,SELL-EX5,205,09:35,575,447.5,,,0,0,SELL-side master signal — M9 is BUY-only (logged for evidence),0.4,-0.134,,,,,,,,,,,,,,A
2026-07-31,M9A,FLUOROCHEM,BUY,BUY-EX17,102,09:30,570,4459.7,,,0,0,not on NSE top-20 gainers (all-securities) snapshot — entry blocked (user rule A,0.4,2.029,,,,,,,,,,,,,,A
2026-07-31,M9A,FLUOROCHEM,SELL,ENTRY SELL,290,09:40,580,4426.8,,,0,0,"scanner-table preview (90/290) — no TradingView chart label, blocked",0.4,1.277,,,,,,,,,,,,,,A
2026-07-31,M9A,GALAXYSURF,SELL,SELL-EX5,205,09:35,575,1930.0,,,0,0,SELL-side master signal — M9 is BUY-only (logged for evidence),0.4,-0.515,,,,,,,,,,,,,,A
