dt,open,high,low,close,volume
2026-05-29 09:15:00+05:30,136.31,139.8,136.31,137.34,16212.0
2026-05-29 09:20:00+05:30,137.4,137.5,137.01,137.34,8503.0
2026-05-29 09:25:00+05:30,137.14,137.39,136.92,137.24,3596.0
2026-05-29 09:30:00+05:30,137.0,137.24,136.5,137.05,11697.0
2026-05-29 09:35:00+05:30,137.27,137.32,136.61,137.0,21851.0
2026-05-29 09:40:00+05:30,137.0,137.0,136.5,136.54,6804.0
2026-05-29 09:45:00+05:30,136.51,136.98,136.43,136.98,4221.0
2026-05-29 09:50:00+05:30,136.97,137.5,136.97,137.02,16245.0
2026-05-29 09:55:00+05:30,137.27,137.5,137.05,137.48,8715.0
2026-05-29 10:00:00+05:30,137.48,137.92,137.44,137.6,9938.0
2026-05-29 10:05:00+05:30,137.71,137.72,137.31,137.59,1740.0
2026-05-29 10:10:00+05:30,137.6,138.33,137.6,137.89,5635.0
2026-05-29 10:15:00+05:30,137.81,137.81,137.33,137.8,7273.0
2026-05-29 10:20:00+05:30,137.83,137.83,137.52,137.79,893.0
2026-05-29 10:25:00+05:30,137.79,137.83,137.56,137.73,689.0
2026-05-29 10:30:00+05:30,137.7,137.72,137.51,137.55,183.0
2026-05-29 10:35:00+05:30,137.72,137.73,137.7,137.73,1090.0
2026-05-29 10:40:00+05:30,137.98,138.0,137.85,138.0,2393.0
2026-05-29 10:45:00+05:30,137.86,137.86,137.45,137.46,1856.0
2026-05-29 10:50:00+05:30,137.46,137.63,137.41,137.59,642.0
2026-05-29 10:55:00+05:30,137.58,137.58,137.58,137.58,32.0
2026-05-29 11:00:00+05:30,137.58,138.88,137.53,138.88,10251.0
2026-05-29 11:05:00+05:30,138.88,138.88,138.39,138.46,3415.0
2026-05-29 11:10:00+05:30,138.47,138.5,138.32,138.5,654.0
2026-05-29 11:15:00+05:30,138.49,138.55,138.34,138.5,1916.0
2026-05-29 11:20:00+05:30,138.49,138.5,138.21,138.21,1619.0
2026-05-29 11:25:00+05:30,138.21,139.39,138.21,139.39,19806.0
2026-05-29 11:30:00+05:30,139.39,139.8,139.0,139.0,29207.0
2026-05-29 11:35:00+05:30,139.17,139.4,139.01,139.19,14352.0
2026-05-29 11:40:00+05:30,139.19,139.3,139.0,139.3,6440.0
2026-05-29 11:45:00+05:30,139.3,139.74,139.3,139.65,3432.0
2026-05-29 11:50:00+05:30,139.5,139.5,139.2,139.37,8997.0
2026-05-29 11:55:00+05:30,139.19,139.39,139.19,139.38,783.0
2026-05-29 12:00:00+05:30,139.05,139.3,138.61,138.65,3970.0
2026-05-29 12:05:00+05:30,138.53,138.53,138.03,138.05,2065.0
2026-05-29 12:10:00+05:30,138.23,138.23,137.81,137.94,1124.0
2026-05-29 12:15:00+05:30,137.91,138.0,137.86,137.86,1773.0
2026-05-29 12:20:00+05:30,137.96,138.21,137.94,138.04,496.0
2026-05-29 12:25:00+05:30,138.04,138.3,138.04,138.3,301.0
2026-05-29 12:30:00+05:30,138.13,138.58,138.04,138.53,8723.0
2026-05-29 12:35:00+05:30,138.53,138.81,138.5,138.62,1175.0
2026-05-29 12:40:00+05:30,138.81,139.29,138.81,139.26,15220.0
2026-05-29 12:45:00+05:30,139.26,139.26,138.96,139.17,1266.0
2026-05-29 12:50:00+05:30,139.18,139.18,139.0,139.0,2807.0
2026-05-29 12:55:00+05:30,139.0,139.0,138.79,138.93,7278.0
2026-05-29 13:00:00+05:30,138.93,138.93,138.92,138.92,2.0
2026-05-29 13:05:00+05:30,138.75,138.95,138.75,138.75,3483.0
